taxa_from,PF_T,PF_T_sd,num_layers,taxa,run
Actinobacteria,0.4280397756801577,0.3188376397275376,6,Class,168
Alphaproteobacteria,0.3399134316789502,0.27917930906794775,6,Class,168
Bacilli,0.4002156895689684,0.2832901844595505,7,Class,168
Bacteroidia,0.5211648860482623,0.3102084446381965,7,Class,168
Clostridia,0.4661308093122978,0.30237420921282654,7,Class,168
Coriobacteriia,0.46262782021433513,0.2718001331659844,6,Class,168
Desulfovibrionia,0.5344407226100281,0.19618665532018079,6,Class,168
Fibrobacteria,0.4256181567648703,0.2768688105341996,7,Class,168
Gammaproteobacteria,0.5519621801236865,0.25876317428593976,7,Class,168
Gracilibacteria,0.46697729863723136,0.2575902847500418,7,Class,168
Kiritimatiellae,0.5150790429709171,0.32349197227507664,7,Class,168
Lentisphaeria,0.43045641486941694,0.28979485720568776,7,Class,168
MVP-15,0.6956521739130435,NA,2,Class,168
Methanobacteria,0.4317835056428005,0.2920378959080515,7,Class,168
Negativicutes,0.5101295320991117,0.28997161528757787,7,Class,168
Spirochaetia,0.46767332306356246,0.26584691292905194,7,Class,168
Thermoplasmata,0.40796019900497515,NA,2,Class,168
Absconditabacteriales_(SR1),0.458581719069356,0.25004379633785734,7,Order,168
Acetobacterales,0.3797046289856154,0.2813781965282003,4,Order,168
Acholeplasmatales,0.41245178110088676,0.2825943189395007,7,Order,168
Acidaminococcales,0.4738966643819354,0.23385298892974551,7,Order,168
Aeromonadales,0.5096497642097257,0.2372651333442559,7,Order,168
Bacteroidales,0.5168947813023905,0.3063023659172143,7,Order,168
Bifidobacteriales,0.42250672395351846,0.31194789645199544,6,Order,168
Burkholderiales,0.5736434108527132,NA,2,Order,168
Christensenellales,0.4076901027362117,0.27085317472978526,7,Order,168
Clostridia_UCG-014,0.45278201065019846,0.28921355935116255,7,Order,168
Clostridia_or,0.44011829915039996,0.28716133851797426,7,Order,168
Coriobacteriales,0.4604671549992872,0.26878468870792077,6,Order,168
Desulfovibrionales,0.530396477455463,0.19198546988275636,6,Order,168
Eubacteriales,0.3084577114427861,NA,2,Order,168
Fibrobacterales,0.4197696225587995,0.2702850136370508,7,Order,168
Lachnospirales,0.4720969575297347,0.30384803674885336,7,Order,168
Lactobacillales,0.4623476254389674,0.23633854879101646,3,Order,168
Methanobacteriales,0.4277230585639287,0.286727051331921,7,Order,168
Methanomassiliicoccales,0.4,NA,2,Order,168
Oligosphaerales,0.6017537331182125,0.1852232973381971,4,Order,168
Oscillospirales,0.4724345848424153,0.31001901870035736,7,Order,168
Peptostreptococcales-Tissierellales,0.5525523128978095,0.19574241904130668,6,Order,168
Rhodospirillales,0.46976521245784236,0.2616921378179227,4,Order,168
Spirochaetales,0.4636648635990523,0.26037941943570075,7,Order,168
Veillonellales-Selenomonadales,0.507328021141164,0.3112937787549249,7,Order,168
Victivallales,0.43952696169069805,0.2716167672741084,7,Order,168
WCHB1-41,0.507197480388609,0.31550166369025107,7,Order,168
Acetobacteraceae,0.36749112983380716,0.2636293804909847,4,Family,168
Acholeplasmataceae,0.4020536072515762,0.2691041516290526,7,Family,168
Acidaminococcaceae,0.47219699208692506,0.2286486275071296,7,Family,168
Anaerovoracaceae,0.5457530585130471,0.1973797744300834,6,Family,168
Atopobiaceae,0.5005789262622449,0.22347354712260725,6,Family,168
Bacteroidales_BS11_gut_group,0.5014788587470156,0.3059376604900412,7,Family,168
Bacteroidales_RF16_group,0.4425845973240404,0.26572123215068927,7,Family,168
Bacteroidales_UCG-001,0.3985694843960349,0.27926579568105536,4,Family,168
Bifidobacteriaceae,0.40900416673251816,0.297177178309351,6,Family,168
Christensenellaceae,0.39938898573616655,0.26552282139844197,7,Family,168
Defluviitaleaceae,0.4976638192464929,0.1645738324869606,5,Family,168
Desulfovibrionaceae,0.509135024468462,0.1820899321491151,6,Family,168
Eggerthellaceae,0.3797909407665505,NA,2,Family,168
Eubacteriaceae,0.3222222222222222,NA,2,Family,168
F082,0.45231153234037724,0.2709841722878864,7,Family,168
Fibrobacteraceae,0.4124940662177007,0.2632856894649044,7,Family,168
Hungateiclostridiaceae,0.4221950017773076,0.2723430704864282,7,Family,168
Lachnospiraceae,0.46276036116727237,0.2922091507335214,7,Family,168
Lactobacillaceae,0.4581490948214208,0.23595595266324026,3,Family,168
Methanobacteriaceae,0.4181278901421118,0.2693837112321436,7,Family,168
Methanomethylophilaceae,0.40896358543417366,NA,2,Family,168
Muribaculaceae,0.44943804458665515,0.2811639030541298,7,Family,168
Oligosphaeraceae,0.5772155895243458,0.1946246443254218,4,Family,168
Oscillospiraceae,0.5120650454726245,0.3010117898357616,7,Family,168
Prevotellaceae,0.5032838453895312,0.28503038241316286,7,Family,168
Rikenellaceae,0.47671222872457786,0.28979879055744345,7,Family,168
Ruminococcaceae,0.4171902668742272,0.30906741355715117,7,Family,168
Selenomonadaceae,0.445128988234911,0.3009263971607408,7,Family,168
Spirochaetaceae,0.45670275585964615,0.25584577856892426,7,Family,168
Succinivibrionaceae,0.49851913427098865,0.2238746667404914,7,Family,168
UCG-010,0.39280693089261715,0.16484038631766812,3,Family,168
Veillonellaceae,0.423904972267408,0.43020912318917975,4,Family,168
p-251-o5,0.4913167219777206,0.27377208591095575,7,Family,168
vadinBE97,0.4358984623868425,0.2602535344594684,7,Family,168
Acetitomaculum,0.5094255634097289,0.178634390064891,6,Genus,168
Acetobacter,0.3224378649216913,0.2576222715289572,4,Genus,168
Alloprevotella,0.4925648772788361,0.20393785873794323,3,Genus,168
Anaeroplasma,0.39919909081561866,0.2599567977871318,7,Genus,168
Anaerovibrio,0.6053715112967214,0.10836235237459958,5,Genus,168
Anaerovorax,0.5544403121919287,0.12608711661013328,5,Genus,168
