node_id,level1,leaf_id,layer_id,flow,node_name,layer_name
1,1,1365,1,2.97099e-4,ASV_00001,IT1
1,1,617,2,4.89872e-4,ASV_00001,IT2
1,1,2873,3,3.65355e-5,ASV_00001,IT3
1,1,4,5,0.0010927,ASV_00001,UK1
1,1,2614,6,1.10674e-4,ASV_00001,UK2
2,1,2003,1,2.02861e-4,ASV_00002,IT1
2,1,1014,2,3.69565e-4,ASV_00002,IT2
2,1,2947,3,2.17392e-5,ASV_00002,IT3
2,1,903,4,3.94012e-4,ASV_00002,FI1
2,1,13,5,0.00103111,ASV_00002,UK1
2,1,1724,6,2.40837e-4,ASV_00002,UK2
2,1,2636,7,1.05438e-4,ASV_00002,SE1
3,1,1615,1,2.57297e-4,ASV_00003,IT1
3,1,935,2,3.86805e-4,ASV_00003,IT2
3,1,2957,3,1.94382e-5,ASV_00003,IT3
3,1,2384,4,1.51875e-4,ASV_00003,FI1
3,1,104,5,8.6767e-4,ASV_00003,UK1
3,1,1774,6,2.3392e-4,ASV_00003,UK2
3,1,658,7,4.7345e-4,ASV_00003,SE1
4,1,2079,1,1.91441e-4,ASV_00004,IT1
4,1,1151,2,3.39831e-4,ASV_00004,IT2
4,1,2796,3,5.83698e-5,ASV_00004,IT3
4,1,1963,4,2.08663e-4,ASV_00004,FI1
4,1,204,5,7.75995e-4,ASV_00004,UK1
4,1,2662,6,1.00636e-4,ASV_00004,UK2
4,1,1241,7,3.19009e-4,ASV_00004,SE1
5,1,2403,1,1.48946e-4,ASV_00005,IT1
5,1,926,2,3.88804e-4,ASV_00005,IT2
5,1,2949,3,2.1518e-5,ASV_00005,IT3
5,1,1254,4,3.16155e-4,ASV_00005,FI1
5,1,14,5,0.00102732,ASV_00005,UK1
5,1,2430,6,1.4512e-4,ASV_00005,UK2
5,1,2666,7,9.9284e-5,ASV_00005,SE1
6,1,1848,1,2.23979e-4,ASV_00006,IT1
6,1,2682,2,9.63517e-5,ASV_00006,IT2
6,1,2782,3,6.29856e-5,ASV_00006,IT3
6,1,2579,4,1.19224e-4,ASV_00006,FI1
6,1,341,5,6.71499e-4,ASV_00006,UK1
6,1,2410,6,1.47252e-4,ASV_00006,UK2
6,1,1591,7,2.59911e-4,ASV_00006,SE1
7,1,2209,1,1.75578e-4,ASV_00007,IT1
7,1,1056,2,3.57807e-4,ASV_00007,IT2
7,1,2748,3,7.49109e-5,ASV_00007,IT3
7,1,1006,4,3.71096e-4,ASV_00007,FI1
7,1,306,5,6.97993e-4,ASV_00007,UK1
7,1,2311,6,1.6204e-4,ASV_00007,UK2
7,1,1851,7,2.23406e-4,ASV_00007,SE1
8,1,2007,1,2.02691e-4,ASV_00008,IT1
8,1,820,2,4.19018e-4,ASV_00008,IT2
8,1,2890,3,3.27083e-5,ASV_00008,IT3
8,1,1744,4,2.38709e-4,ASV_00008,FI1
8,1,245,5,7.46316e-4,ASV_00008,UK1
8,1,2789,6,6.02153e-5,ASV_00008,UK2
8,1,826,7,4.16517e-4,ASV_00008,SE1
9,1,2173,1,1.80292e-4,ASV_00009,IT1
9,1,532,2,5.27171e-4,ASV_00009,IT2
9,1,2998,3,6.35261e-6,ASV_00009,IT3
9,1,1886,4,2.20133e-4,ASV_00009,FI1
9,1,164,5,8.06727e-4,ASV_00009,UK1
9,1,2014,6,2.0161e-4,ASV_00009,UK2
9,1,2568,7,1.21673e-4,ASV_00009,SE1
10,1,1784,1,2.32173e-4,ASV_00010,IT1
10,1,1564,2,2.64013e-4,ASV_00010,IT2
10,1,2915,3,2.67445e-5,ASV_00010,IT3
10,1,1521,4,2.70568e-4,ASV_00010,FI1
10,1,45,5,9.46608e-4,ASV_00010,UK1
10,1,2400,6,1.49668e-4,ASV_00010,UK2
10,1,1622,7,2.55982e-4,ASV_00010,SE1
11,1,1873,1,2.21322e-4,ASV_00011,IT1
11,1,1157,2,3.38544e-4,ASV_00011,IT2
11,1,2856,3,4.00316e-5,ASV_00011,IT3
11,1,1223,4,3.23391e-4,ASV_00011,FI1
11,1,877,5,4.02756e-4,ASV_00011,UK1
11,1,1871,6,2.2154e-4,ASV_00011,UK2
11,1,1992,7,2.05177e-4,ASV_00011,SE1
12,1,1961,1,2.08781e-4,ASV_00012,IT1
12,1,1170,2,3.36561e-4,ASV_00012,IT2
12,1,1514,4,2.71287e-4,ASV_00012,FI1
12,1,133,5,8.42134e-4,ASV_00012,UK1
12,1,1255,6,3.16129e-4,ASV_00012,UK2
12,1,1345,7,3.00214e-4,ASV_00012,SE1
13,1,1508,1,2.71503e-4,ASV_00013,IT1
