taxa_from,PF_T,PF_T_sd,num_layers,taxa,run
Actinobacteria,0.353524901188415,0.2684460761118101,6,Class,190
Alphaproteobacteria,0.3055245002341383,0.23478518588405978,6,Class,190
Bacilli,0.3655336088356311,0.28636507181416704,7,Class,190
Bacteroidia,0.5174174735060498,0.30921409964416446,7,Class,190
Clostridia,0.47189670126928634,0.3013787665757704,7,Class,190
Coriobacteriia,0.38723983765621267,0.31362732976990626,6,Class,190
Desulfovibrionia,0.528412401042413,0.24174821939476646,6,Class,190
Fibrobacteria,0.4104414863087705,0.25499728308000663,7,Class,190
Gammaproteobacteria,0.5524394534380136,0.27170487976323415,7,Class,190
Gracilibacteria,0.4718204581665645,0.24514538196597643,7,Class,190
Kiritimatiellae,0.5214229597881803,0.32116646257989695,7,Class,190
Lentisphaeria,0.5242366557194006,0.22024455350432676,7,Class,190
MVP-15,0.8108108108108107,NA,2,Class,190
Methanobacteria,0.4405100314211394,0.2881809134324768,7,Class,190
Negativicutes,0.4995247120610055,0.26437452031111297,7,Class,190
Spirochaetia,0.4891138749335539,0.2758140903884269,7,Class,190
Thermoplasmata,0.2009132420091324,NA,2,Class,190
Absconditabacteriales_(SR1),0.46576643481473745,0.23818693780517888,7,Order,190
Acetobacterales,0.2931648311966449,0.19233071752550918,4,Order,190
Acholeplasmatales,0.3731919460252784,0.2777368601341807,7,Order,190
Acidaminococcales,0.5037783593452088,0.22996470022493143,7,Order,190
Aeromonadales,0.4999575661684705,0.24072335689428895,7,Order,190
Bacteroidales,0.5140853609600731,0.3062102745955984,7,Order,190
Bifidobacteriales,0.3494228151745687,0.2629502646939974,6,Order,190
Burkholderiales,0.7154471544715447,NA,2,Order,190
Christensenellales,0.4261044390684363,0.2941398480815109,7,Order,190
Clostridia_UCG-014,0.4742918611526657,0.28950457010989566,7,Order,190
Clostridia_or,0.4193387839018626,0.2866462355882867,7,Order,190
Coriobacteriales,0.37679973367144903,0.30294466103205764,6,Order,190
Desulfovibrionales,0.5182791035563135,0.22823275544919194,6,Order,190
Eubacteriales,0.6440677966101696,NA,2,Order,190
Fibrobacterales,0.4073156837549843,0.25124600144705944,7,Order,190
Lachnospirales,0.4770191831982675,0.30464664398950203,7,Order,190
Lactobacillales,0.5023282825536645,0.18625596608387657,3,Order,190
Methanobacteriales,0.4369800969212467,0.2850721544176337,7,Order,190
Methanomassiliicoccales,0.19770114942528738,NA,2,Order,190
Oligosphaerales,0.816277092829434,0.05707180415630834,4,Order,190
Oscillospirales,0.4861751921631626,0.30433538088146433,7,Order,190
Peptostreptococcales-Tissierellales,0.5735962157994478,0.18336756559359982,6,Order,190
Rhodospirillales,0.4433620067709209,0.20714009415317403,4,Order,190
Spirochaetales,0.4841258680998639,0.2700995151910031,7,Order,190
Veillonellales-Selenomonadales,0.4629430608246387,0.2709211211007587,7,Order,190
Victivallales,0.473522030196674,0.20239030121879586,7,Order,190
WCHB1-41,0.5166075664201922,0.31612778492407295,7,Order,190
Acetobacteraceae,0.2778144910734428,0.1621170710222209,4,Family,190
Acholeplasmataceae,0.36316734906414017,0.2742890668775475,7,Family,190
Acidaminococcaceae,0.49495092616418856,0.22210587579249425,7,Family,190
Anaerovoracaceae,0.5664711310678548,0.17653437655989976,6,Family,190
Atopobiaceae,0.40676535771931316,0.30490984678070343,6,Family,190
Bacteroidales_BS11_gut_group,0.49349703030263803,0.28408817476760306,7,Family,190
Bacteroidales_RF16_group,0.44649491911248973,0.24453356978402602,7,Family,190
Bacteroidales_UCG-001,0.3877759436739147,0.27784692602526423,4,Family,190
Bifidobacteriaceae,0.34382356168465605,0.25045991134094336,6,Family,190
Christensenellaceae,0.42070063154099097,0.2872391614191892,7,Family,190
Defluviitaleaceae,0.563448098251307,0.12045801578496923,5,Family,190
Desulfovibrionaceae,0.5084076520530653,0.22258392420179923,6,Family,190
Eggerthellaceae,0.39680000000000004,NA,2,Family,190
Eubacteriaceae,0.679245283018868,NA,2,Family,190
F082,0.44399682331387275,0.26352262891459394,7,Family,190
Fibrobacteraceae,0.40303429952459113,0.24671795087013132,7,Family,190
Hungateiclostridiaceae,0.41629303918721594,0.28519797186988205,7,Family,190
