node_id,level1,leaf_id,layer_id,flow,node_name,layer_name
1,1,2640,1,1.08663e-4,ASV_00001,IT1
1,1,540,2,5.30364e-4,ASV_00001,IT2
1,1,2825,3,4.67776e-5,ASV_00001,IT3
1,1,524,5,5.43881e-4,ASV_00001,UK1
1,1,2569,6,1.23144e-4,ASV_00001,UK2
2,1,1468,1,2.78573e-4,ASV_00002,IT1
2,1,1530,2,2.71369e-4,ASV_00002,IT2
2,1,2963,3,1.99206e-5,ASV_00002,IT3
2,1,891,4,3.96133e-4,ASV_00002,FI1
2,1,309,5,6.84702e-4,ASV_00002,UK1
2,1,2147,6,1.87208e-4,ASV_00002,UK2
2,1,2631,7,1.09961e-4,ASV_00002,SE1
3,1,1336,1,3.01351e-4,ASV_00003,IT1
3,1,626,2,4.8947e-4,ASV_00003,IT2
3,1,2995,3,8.55305e-6,ASV_00003,IT3
3,1,1539,4,2.69634e-4,ASV_00003,FI1
3,1,228,5,7.44268e-4,ASV_00003,UK1
3,1,2760,6,6.76205e-5,ASV_00003,UK2
3,1,621,7,4.90695e-4,ASV_00003,SE1
4,1,2019,1,2.055e-4,ASV_00004,IT1
4,1,894,2,3.95608e-4,ASV_00004,IT2
4,1,2817,3,4.79621e-5,ASV_00004,IT3
4,1,1916,4,2.19469e-4,ASV_00004,FI1
4,1,53,5,9.46779e-4,ASV_00004,UK1
4,1,2071,6,1.97703e-4,ASV_00004,UK2
4,1,637,7,4.85634e-4,ASV_00004,SE1
5,1,1981,1,2.10576e-4,ASV_00005,IT1
5,1,825,2,4.19269e-4,ASV_00005,IT2
5,1,2870,3,3.55993e-5,ASV_00005,IT3
5,1,2345,4,1.60379e-4,ASV_00005,FI1
5,1,165,5,8.04785e-4,ASV_00005,UK1
5,1,2172,6,1.84045e-4,ASV_00005,UK2
5,1,1426,7,2.85313e-4,ASV_00005,SE1
6,1,1837,1,2.30056e-4,ASV_00006,IT1
6,1,1909,2,2.21066e-4,ASV_00006,IT2
