node_id,level1,leaf_id,layer_id,flow,node_name,layer_name
1,1,2469,1,1.41946e-4,ASV_00001,IT1
1,1,1048,2,3.59492e-4,ASV_00001,IT2
1,1,2852,3,4.64033e-5,ASV_00001,IT3
1,1,80,5,8.86706e-4,ASV_00001,UK1
1,1,2089,6,1.93304e-4,ASV_00001,UK2
2,1,2701,1,9.75382e-5,ASV_00002,IT1
2,1,1977,2,2.08349e-4,ASV_00002,IT2
2,1,2976,3,2.24175e-5,ASV_00002,IT3
2,1,762,4,4.37409e-4,ASV_00002,FI1
2,1,300,5,6.9664e-4,ASV_00002,UK1
2,1,2349,6,1.60476e-4,ASV_00002,UK2
2,1,2730,7,9.00505e-5,ASV_00002,SE1
3,1,2082,1,1.94565e-4,ASV_00003,IT1
3,1,779,2,4.32385e-4,ASV_00003,IT2
3,1,2754,3,7.95381e-5,ASV_00003,IT3
3,1,944,4,3.81664e-4,ASV_00003,FI1
3,1,350,5,6.48424e-4,ASV_00003,UK1
3,1,2391,6,1.53877e-4,ASV_00003,UK2
3,1,790,7,4.28801e-4,ASV_00003,SE1
4,1,1296,1,3.11147e-4,ASV_00004,IT1
4,1,593,2,5.00292e-4,ASV_00004,IT2
4,1,2979,3,2.17497e-5,ASV_00004,IT3
4,1,1997,4,2.05623e-4,ASV_00004,FI1
4,1,148,5,8.15912e-4,ASV_00004,UK1
4,1,1325,6,3.08136e-4,ASV_00004,UK2
4,1,1706,7,2.48612e-4,ASV_00004,SE1
5,1,1240,1,3.22032e-4,ASV_00005,IT1
5,1,2630,2,1.1535e-4,ASV_00005,IT2
5,1,2905,3,3.64733e-5,ASV_00005,IT3
5,1,750,4,4.41652e-4,ASV_00005,FI1
5,1,157,5,8.04925e-4,ASV_00005,UK1
5,1,1928,6,2.14444e-4,ASV_00005,UK2
5,1,2538,7,1.33308e-4,ASV_00005,SE1
6,1,1198,1,3.28182e-4,ASV_00006,IT1
6,1,1133,2,3.4197e-4,ASV_00006,IT2
6,1,2845,3,4.80589e-5,ASV_00006,IT3
6,1,2221,4,1.78346e-4,ASV_00006,FI1
6,1,264,5,7.26735e-4,ASV_00006,UK1
6,1,1837,6,2.28706e-4,ASV_00006,UK2
6,1,759,7,4.3823e-4,ASV_00006,SE1
7,1,2451,1,1.44699e-4,ASV_00007,IT1
7,1,955,2,3.78864e-4,ASV_00007,IT2
7,1,2900,3,3.78548e-5,ASV_00007,IT3
7,1,966,4,3.7529e-4,ASV_00007,FI1
7,1,38,5,9.45815e-4,ASV_00007,UK1
7,1,2015,6,2.0315e-4,ASV_00007,UK2
7,1,1662,7,2.54894e-4,ASV_00007,SE1
8,1,1903,1,2.17266e-4,ASV_00008,IT1
8,1,852,2,4.05986e-4,ASV_00008,IT2
8,1,2712,3,9.54351e-5,ASV_00008,IT3
8,1,1118,4,3.45888e-4,ASV_00008,FI1
8,1,349,5,6.48594e-4,ASV_00008,UK1
8,1,1978,6,2.08161e-4,ASV_00008,UK2
8,1,1579,7,2.65724e-4,ASV_00008,SE1
9,1,1365,1,3.01949e-4,ASV_00009,IT1
9,1,1659,2,2.55695e-4,ASV_00009,IT2
9,1,2891,3,3.87051e-5,ASV_00009,IT3
9,1,367,4,6.30228e-4,ASV_00009,FI1
9,1,530,5,5.26745e-4,ASV_00009,UK1
9,1,2091,6,1.92707e-4,ASV_00009,UK2
9,1,1068,7,3.55119e-4,ASV_00009,SE1
10,1,2495,1,1.3872e-4,ASV_00010,IT1
