taxa_from,PF_T,PF_T_sd,num_layers,taxa,run
Actinobacteria,0.4060740466297743,0.24183171140752002,6,Class,177
Alphaproteobacteria,0.3593203455223081,0.28845175065494216,6,Class,177
Bacilli,0.4139959006369542,0.3198207544648224,7,Class,177
Bacteroidia,0.5220530384306972,0.3155874322635904,7,Class,177
Clostridia,0.4691464341406377,0.30268970147210633,7,Class,177
Coriobacteriia,0.43000654074979516,0.26823298344991886,6,Class,177
Desulfovibrionia,0.5688701691433854,0.22134643885603922,6,Class,177
Fibrobacteria,0.4504946100108254,0.2568415689821356,7,Class,177
Gammaproteobacteria,0.5751716278099063,0.27141540690913774,7,Class,177
Gracilibacteria,0.531492181771511,0.23722501396678,7,Class,177
Kiritimatiellae,0.5202365960868834,0.334256705344247,7,Class,177
Lentisphaeria,0.42320719934022694,0.2656880535799364,7,Class,177
MVP-15,0.47560975609756095,NA,2,Class,177
Methanobacteria,0.43243612214473365,0.3011836954970461,7,Class,177
Negativicutes,0.4860659188259485,0.2960959220893241,7,Class,177
Spirochaetia,0.4674646779975593,0.2661394832065669,7,Class,177
Thermoplasmata,0.40089086859688194,NA,2,Class,177
Absconditabacteriales_(SR1),0.5241550465260194,0.2277531296737648,7,Order,177
Acetobacterales,0.4048982300683154,0.31409014522570194,4,Order,177
Acholeplasmatales,0.417005407451341,0.3014159383152489,7,Order,177
Acidaminococcales,0.45089444352601965,0.29464486787944605,7,Order,177
Aeromonadales,0.5451759583340314,0.2473130982396095,7,Order,177
Bacteroidales,0.5177710733501237,0.310603246945555,7,Order,177
Bifidobacteriales,0.4035955469295854,0.23941521651442615,6,Order,177
Burkholderiales,0.7191011235955056,NA,2,Order,177
Christensenellales,0.421427316382148,0.26753899126953834,7,Order,177
Clostridia_UCG-014,0.47302900751473076,0.31601171025630653,7,Order,177
Clostridia_or,0.3645387028995049,0.25905591161525704,7,Order,177
Coriobacteriales,0.42258354844439605,0.2596777466309809,6,Order,177
Desulfovibrionales,0.5540653074861785,0.21187701926908267,6,Order,177
Eubacteriales,0.6419753086419753,NA,2,Order,177
Fibrobacterales,0.44686055861820173,0.2517051283615368,7,Order,177
Lachnospirales,0.4767839045807297,0.3043820123839483,7,Order,177
