node_id,level1,leaf_id,layer_id,flow,node_name,layer_name
1,1,2640,1,1.12867e-4,ASV_00001,IT1
1,1,1978,2,2.09548e-4,ASV_00001,IT2
1,1,2841,3,4.34494e-5,ASV_00001,IT3
1,1,399,5,6.13442e-4,ASV_00001,UK1
1,1,2749,6,7.89383e-5,ASV_00001,UK2
2,1,1535,1,2.67839e-4,ASV_00002,IT1
2,1,1564,2,2.63159e-4,ASV_00002,IT2
2,1,2862,3,3.91134e-5,ASV_00002,IT3
2,1,1045,4,3.57687e-4,ASV_00002,FI1
2,1,104,5,8.63205e-4,ASV_00002,UK1
2,1,2569,6,1.25441e-4,ASV_00002,UK2
2,1,426,7,6.01569e-4,ASV_00002,SE1
3,1,1933,1,2.15378e-4,ASV_00003,IT1
3,1,657,2,4.73243e-4,ASV_00003,IT2
3,1,2798,3,5.78759e-5,ASV_00003,IT3
3,1,1530,4,2.68112e-4,ASV_00003,FI1
3,1,577,5,5.10411e-4,ASV_00003,UK1
3,1,2870,6,3.70532e-5,ASV_00003,UK2
3,1,1326,7,3.02693e-4,ASV_00003,SE1
4,1,1867,1,2.21711e-4,ASV_00004,IT1
4,1,1129,2,3.40368e-4,ASV_00004,IT2
4,1,2786,3,6.33634e-5,ASV_00004,IT3
4,1,704,4,4.56841e-4,ASV_00004,FI1
4,1,319,5,6.74127e-4,ASV_00004,UK1
4,1,2190,6,1.79537e-4,ASV_00004,UK2
4,1,2677,7,1.01044e-4,ASV_00004,SE1
5,1,1354,1,2.98469e-4,ASV_00005,IT1
5,1,748,2,4.38788e-4,ASV_00005,IT2
5,1,2814,3,5.12791e-5,ASV_00005,IT3
5,1,1027,4,3.61498e-4,ASV_00005,FI1
5,1,129,5,8.38095e-4,ASV_00005,UK1
5,1,2500,6,1.36383e-4,ASV_00005,UK2
5,1,1794,7,2.29562e-4,ASV_00005,SE1
6,1,990,1,3.74758e-4,ASV_00006,IT1
6,1,890,2,3.99207e-4,ASV_00006,IT2
6,1,2963,3,2.12026e-5,ASV_00006,IT3
6,1,1377,4,2.94498e-4,ASV_00006,FI1
6,1,409,5,6.08681e-4,ASV_00006,UK1
6,1,1946,6,2.1401e-4,ASV_00006,UK2
6,1,2517,7,1.33331e-4,ASV_00006,SE1
7,1,1315,1,3.0452e-4,ASV_00007,IT1
7,1,1912,2,2.17325e-4,ASV_00007,IT2
7,1,2792,3,5.98936e-5,ASV_00007,IT3
