node_id,level1,leaf_id,layer_id,flow,node_name,layer_name
1,1,2693,1,1.00391e-4,ASV_00001,IT1
1,1,1425,2,2.84609e-4,ASV_00001,IT2
1,1,2868,3,3.86016e-5,ASV_00001,IT3
1,1,638,5,4.92086e-4,ASV_00001,UK1
1,1,2690,6,1.00606e-4,ASV_00001,UK2
2,1,1451,1,2.79087e-4,ASV_00002,IT1
2,1,517,2,5.4608e-4,ASV_00002,IT2
2,1,2904,3,3.02235e-5,ASV_00002,IT3
2,1,1436,4,2.82704e-4,ASV_00002,FI1
2,1,539,5,5.35297e-4,ASV_00002,UK1
2,1,1823,6,2.26094e-4,ASV_00002,UK2
2,1,1873,7,2.20293e-4,ASV_00002,SE1
3,1,1920,1,2.12965e-4,ASV_00003,IT1
3,1,635,2,4.92383e-4,ASV_00003,IT2
3,1,2972,3,1.79169e-5,ASV_00003,IT3
3,1,877,4,4.0274e-4,ASV_00003,FI1
3,1,92,5,8.69292e-4,ASV_00003,UK1
3,1,2565,6,1.2501e-4,ASV_00003,UK2
3,1,2194,7,1.78805e-4,ASV_00003,SE1
4,1,1963,1,2.07985e-4,ASV_00004,IT1
4,1,1192,2,3.33837e-4,ASV_00004,IT2
4,1,2845,3,4.48842e-5,ASV_00004,IT3
4,1,1378,4,2.94942e-4,ASV_00004,FI1
4,1,119,5,8.41727e-4,ASV_00004,UK1
4,1,2392,6,1.50693e-4,ASV_00004,UK2
4,1,1834,7,2.24923e-4,ASV_00004,SE1
5,1,1763,1,2.32474e-4,ASV_00005,IT1
5,1,845,2,4.12593e-4,ASV_00005,IT2
5,1,2955,3,2.06242e-5,ASV_00005,IT3
5,1,2473,4,1.39908e-4,ASV_00005,FI1
5,1,452,5,5.80368e-4,ASV_00005,UK1
5,1,2590,6,1.20443e-4,ASV_00005,UK2
5,1,1301,7,3.08779e-4,ASV_00005,SE1
6,1,960,1,3.80054e-4,ASV_00006,IT1
6,1,1158,2,3.40155e-4,ASV_00006,IT2
6,1,2987,3,1.37312e-5,ASV_00006,IT3
6,1,889,4,4.00771e-4,ASV_00006,FI1
6,1,686,5,4.76068e-4,ASV_00006,UK1
6,1,2329,6,1.61473e-4,ASV_00006,UK2
6,1,2195,7,1.78656e-4,ASV_00006,SE1
7,1,2485,1,1.37821e-4,ASV_00007,IT1
7,1,1270,2,3.16833e-4,ASV_00007,IT2
7,1,2870,3,3.83516e-5,ASV_00007,IT3
