5,Farm,IT3,849324,core_ASV_05.csv,2021-11-01T11:28:26Z
5,Farm,FI1,849325,core_ASV_05.csv,2021-11-01T11:33:32Z
5,Farm,IT1,849322,core_ASV_05.csv,2021-11-01T14:12:17Z
5,Farm,SE1,849328,core_ASV_05.csv,2021-11-01T23:33:26Z
5,Farm,UK1,849326,core_ASV_05.csv,2021-11-01T23:37:01Z
5,Farm,IT2,849323,core_ASV_05.csv,2021-11-02T04:24:59Z
5,Farm,UK2,853300,core_ASV_05.csv,2021-11-03T11:30:36Z
6,Farm,FI1,863279,core_ASV_30.csv,2021-11-04T10:27:07Z
6,Farm,IT3,863278,core_ASV_30.csv,2021-11-04T10:27:19Z
6,Farm,IT1,863276,core_ASV_30.csv,2021-11-04T10:29:47Z
6,Farm,SE1,863282,core_ASV_30.csv,2021-11-04T10:43:55Z
6,Farm,UK1,863280,core_ASV_30.csv,2021-11-04T10:49:57Z
6,Farm,IT2,863277,core_ASV_30.csv,2021-11-04T11:04:22Z
6,Farm,UK2,863281,core_ASV_30.csv,2021-11-04T11:21:14Z
8,Region,3183256,core_ASV_30.csv,2022-04-27T11:04:35Z
