taxa_from,PF_T,PF_T_sd,num_layers,taxa,run
Actinobacteria,0.40957507017321665,0.25961846517375725,6,Class,88
Alphaproteobacteria,0.32316664765536324,0.27545428614985884,6,Class,88
Bacilli,0.3869175141993594,0.29601057406426395,7,Class,88
Bacteroidia,0.5179643269489446,0.30584774518851215,7,Class,88
Clostridia,0.4678788016045538,0.2995033701038285,7,Class,88
Coriobacteriia,0.4647606257527243,0.24192479533000655,6,Class,88
Desulfovibrionia,0.6215208381877287,0.1938334268541187,6,Class,88
Fibrobacteria,0.4543602665418236,0.2878457588183758,7,Class,88
Gammaproteobacteria,0.5548493803860739,0.26609505820304147,7,Class,88
Gracilibacteria,0.4821798565338045,0.2413118201995089,7,Class,88
Kiritimatiellae,0.5321879744572625,0.33579177718939185,7,Class,88
Lentisphaeria,0.4552291795785795,0.28373738358126155,7,Class,88
MVP-15,0.7415730337078652,NA,2,Class,88
Methanobacteria,0.4411940932747833,0.3103763530930259,7,Class,88
Negativicutes,0.5206211947570658,0.2949829678648314,7,Class,88
Spirochaetia,0.4793004268317581,0.27580718595951303,7,Class,88
Thermoplasmata,0.244131455399061,NA,2,Class,88
Absconditabacteriales_(SR1),0.4753249194820251,0.2326302122366084,7,Order,88
Acetobacterales,0.346187483495327,0.29111335805720123,4,Order,88
Acholeplasmatales,0.3993664266556157,0.28959162236153474,7,Order,88
Acidaminococcales,0.4664683175837261,0.2793284383067268,7,Order,88
Aeromonadales,0.5366215346981167,0.2525913541080158,7,Order,88
Bacteroidales,0.5148543332190816,0.30287098857737876,7,Order,88
Bifidobacteriales,0.40512511558968534,0.2537365639556152,6,Order,88
Burkholderiales,0.595959595959596,NA,2,Order,88
Christensenellales,0.417339017986371,0.27064766871314644,7,Order,88
Clostridia_UCG-014,0.4659785632538939,0.3026346409254804,7,Order,88
Clostridia_or,0.4211479435083158,0.27996691583754724,7,Order,88
Coriobacteriales,0.45751897839279726,0.23715493711651656,6,Order,88
Desulfovibrionales,0.6118723262388619,0.18677669230231966,6,Order,88
Eubacteriales,0.7058823529411764,NA,2,Order,88
Fibrobacterales,0.45021375744756575,0.28397918720438536,7,Order,88
