from,to,weight,edge_type,level,level_name
ASV_00007,ASV_00013,0.753,pos,Farm,FI1
ASV_00007,ASV_00042,0.614,pos,Farm,FI1
ASV_00007,ASV_00045,0.605,pos,Farm,FI1
ASV_00007,ASV_00053,0.456,pos,Farm,FI1
ASV_00007,ASV_00054,0.605,pos,Farm,FI1
ASV_00007,ASV_00055,0.809,pos,Farm,FI1
ASV_00007,ASV_00064,0.502,pos,Farm,FI1
ASV_00007,ASV_00066,0.763,pos,Farm,FI1
ASV_00007,ASV_00070,0.521,pos,Farm,FI1
ASV_00007,ASV_00071,0.605,pos,Farm,FI1
ASV_00007,ASV_00081,0.391,pos,Farm,FI1
ASV_00007,ASV_00083,0.753,pos,Farm,FI1
ASV_00007,ASV_00093,0.335,pos,Farm,FI1
ASV_00007,ASV_00099,0.353,pos,Farm,FI1
ASV_00007,ASV_00126,0.493,pos,Farm,FI1
ASV_00007,ASV_00130,0.484,pos,Farm,FI1
ASV_00007,ASV_00144,0.521,pos,Farm,FI1
ASV_00007,ASV_00148,0.493,pos,Farm,FI1
ASV_00007,ASV_00156,0.605,pos,Farm,FI1
ASV_00007,ASV_00163,0.744,pos,Farm,FI1
ASV_00007,ASV_00197,0.846,pos,Farm,FI1
ASV_00007,ASV_00224,0.809,pos,Farm,FI1
ASV_00007,ASV_00231,0.363,pos,Farm,FI1
ASV_00007,ASV_00249,0.837,pos,Farm,FI1
ASV_00007,ASV_00257,0.344,pos,Farm,FI1
ASV_00007,ASV_00260,0.512,pos,Farm,FI1
ASV_00007,ASV_00262,0.316,pos,Farm,FI1
ASV_00007,ASV_00269,0.484,pos,Farm,FI1
ASV_00007,ASV_00290,0.735,pos,Farm,FI1
ASV_00007,ASV_00298,0.567,pos,Farm,FI1
ASV_00007,ASV_00299,0.344,pos,Farm,FI1
ASV_00007,ASV_00319,0.326,pos,Farm,FI1
ASV_00007,ASV_00323,0.372,pos,Farm,FI1
ASV_00007,ASV_00329,0.502,pos,Farm,FI1
ASV_00007,ASV_00342,0.549,pos,Farm,FI1
ASV_00007,ASV_00452,0.781,pos,Farm,FI1
ASV_00007,ASV_00474,0.558,pos,Farm,FI1
ASV_00007,ASV_00487,0.474,pos,Farm,FI1
ASV_00007,ASV_00493,0.446,pos,Farm,FI1
ASV_00007,ASV_00548,0.326,pos,Farm,FI1
ASV_00007,ASV_00600,0.326,pos,Farm,FI1
ASV_00007,ASV_00610,0.372,pos,Farm,FI1
ASV_00007,ASV_00626,0.465,pos,Farm,FI1
ASV_00007,ASV_00630,0.381,pos,Farm,FI1
ASV_00007,ASV_00641,0.363,pos,Farm,FI1
ASV_00007,ASV_00644,0.326,pos,Farm,FI1
ASV_00007,ASV_00727,0.53,pos,Farm,FI1
ASV_00007,ASV_00807,0.326,pos,Farm,FI1
ASV_00007,ASV_00888,0.605,pos,Farm,FI1
ASV_00007,ASV_01009,0.316,pos,Farm,FI1
ASV_00007,ASV_01245,0.316,pos,Farm,FI1
ASV_00008,ASV_00009,0.98,pos,Farm,FI1
ASV_00012,ASV_00031,0.692,pos,Farm,FI1
ASV_00012,ASV_00039,0.646,pos,Farm,FI1
ASV_00012,ASV_00061,0.673,pos,Farm,FI1
ASV_00012,ASV_00121,0.446,pos,Farm,FI1
ASV_00012,ASV_00258,0.4,pos,Farm,FI1
ASV_00012,ASV_00289,0.291,pos,Farm,FI1
ASV_00012,ASV_00775,0.346,pos,Farm,FI1
ASV_00013,ASV_00016,0.632,pos,Farm,FI1
ASV_00013,ASV_00020,0.664,pos,Farm,FI1
ASV_00013,ASV_00045,0.527,pos,Farm,FI1
ASV_00013,ASV_00051,0.689,pos,Farm,FI1
ASV_00013,ASV_00053,0.397,pos,Farm,FI1
ASV_00013,ASV_00071,0.527,pos,Farm,FI1
ASV_00013,ASV_00076,0.624,pos,Farm,FI1
ASV_00013,ASV_00078,0.494,pos,Farm,FI1
ASV_00013,ASV_00080,0.429,pos,Farm,FI1
ASV_00013,ASV_00081,0.34,pos,Farm,FI1
ASV_00013,ASV_00083,0.656,pos,Farm,FI1
ASV_00013,ASV_00087,0.632,pos,Farm,FI1
ASV_00013,ASV_00092,0.632,pos,Farm,FI1
ASV_00013,ASV_00093,0.292,pos,Farm,FI1
ASV_00013,ASV_00100,0.397,pos,Farm,FI1
ASV_00013,ASV_00101,0.608,pos,Farm,FI1
ASV_00013,ASV_00105,0.769,pos,Farm,FI1
ASV_00013,ASV_00106,0.599,pos,Farm,FI1
ASV_00013,ASV_00109,0.316,pos,Farm,FI1
ASV_00013,ASV_00112,0.462,pos,Farm,FI1
ASV_00013,ASV_00116,0.486,pos,Farm,FI1
ASV_00013,ASV_00126,0.429,pos,Farm,FI1
ASV_00013,ASV_00134,0.34,pos,Farm,FI1
ASV_00013,ASV_00142,0.34,pos,Farm,FI1
ASV_00013,ASV_00148,0.429,pos,Farm,FI1
ASV_00013,ASV_00149,0.373,pos,Farm,FI1
ASV_00013,ASV_00151,0.267,pos,Farm,FI1
ASV_00013,ASV_00152,0.365,pos,Farm,FI1
ASV_00013,ASV_00155,0.243,pos,Farm,FI1
ASV_00013,ASV_00156,0.527,pos,Farm,FI1
ASV_00013,ASV_00157,0.648,pos,Farm,FI1
ASV_00013,ASV_00160,0.284,pos,Farm,FI1
ASV_00013,ASV_00163,0.648,pos,Farm,FI1
ASV_00013,ASV_00166,0.251,pos,Farm,FI1
ASV_00013,ASV_00168,0.267,pos,Farm,FI1
ASV_00013,ASV_00172,0.308,pos,Farm,FI1
ASV_00013,ASV_00180,0.397,pos,Farm,FI1
ASV_00013,ASV_00181,0.381,pos,Farm,FI1
ASV_00013,ASV_00182,0.348,pos,Farm,FI1
ASV_00013,ASV_00190,0.616,pos,Farm,FI1
ASV_00013,ASV_00196,0.348,pos,Farm,FI1
ASV_00013,ASV_00197,0.737,pos,Farm,FI1
ASV_00013,ASV_00223,0.47,pos,Farm,FI1
ASV_00013,ASV_00231,0.316,pos,Farm,FI1
ASV_00013,ASV_00235,0.51,pos,Farm,FI1
ASV_00013,ASV_00240,0.543,pos,Farm,FI1
ASV_00013,ASV_00243,0.292,pos,Farm,FI1
ASV_00013,ASV_00249,0.729,pos,Farm,FI1
