from,PF_J,PF_J_sd,num_layers,run
ASV_00001,0.08299174732053434,0.08210645143543988,5,357
ASV_00002,0.05464449370781029,0.06053657458759213,7,357
ASV_00003,0.05846674835850992,0.041596099424570605,7,357
ASV_00004,0.07582601002863884,0.04764991472864466,7,357
ASV_00005,0.07763612818479428,0.04965121665927838,7,357
ASV_00006,0.06803124737387074,0.05305582868392648,7,357
ASV_00007,0.06933720476554223,0.03879056777218104,7,357
ASV_00008,0.07697171440081622,0.0408937167998362,7,357
ASV_00009,0.06201122852150927,0.03967705123401281,7,357
ASV_00010,0.059202109702028306,0.049515440959858756,7,357
ASV_00011,0.06151723395653898,0.046242583440879254,7,357
ASV_00012,0.057502763944021255,0.03709521911680553,6,357
ASV_00013,0.07623026155744712,0.05671222860413569,7,357
ASV_00014,0.059204215168832765,0.04755401373571487,7,357
ASV_00015,0.05673681546833459,0.040376008323918626,7,357
ASV_00016,0.07036485613452098,0.04759198931620574,6,357
ASV_00017,0.06782275992641874,0.054292111326978795,5,357
ASV_00018,0.050588533771957454,0.027031605887716702,7,357
ASV_00019,0.061144027819074714,0.047366228065907616,7,357
ASV_00020,0.06433446444416843,0.04855149402103552,7,357
ASV_00021,0.04241510505077984,0.03429046974066218,6,357
ASV_00022,0.0633302565791103,0.03160979102845143,7,357
ASV_00023,0.08879370567302777,0.06152409709514623,7,357
ASV_00024,0.07682770768560471,0.034913891305186975,7,357
ASV_00025,0.08029287858842495,0.08289462493415531,4,357
ASV_00026,0.055572916469275625,0.05276159898817583,7,357
ASV_00028,0.05404047237798501,0.037173057669076894,7,357
ASV_00029,0.050305141966843846,0.03448519706177199,7,357
ASV_00030,0.04788517329299691,0.029291691170003634,7,357
ASV_00031,0.07023587377858276,0.05295493330249026,7,357
ASV_00032,0.08533627702213419,0.05568684801563718,7,357
ASV_00033,0.04508170317586676,0.03937663865438159,7,357
ASV_00034,0.05503838705960725,0.04524768036352272,7,357
ASV_00035,0.05910581458064227,0.03334037824389683,7,357
