from,PF_U,PF_U_sd,num_layers,unifrec_type,run
ASV_00001,0.3745811530059606,0.1256786039948783,5,d_1,255
ASV_00001,0.6789703447389167,0.1503551271776721,5,d_UW,255
ASV_00001,0.7853126078572099,0.11590058070383519,5,d_0,255
ASV_00001,0.573912935253438,0.12974130972343376,5,d_0.5,255
ASV_00002,0.24045341139299173,0.07160506500800796,7,d_1,255
ASV_00002,0.6231545533794473,0.129395409559939,7,d_UW,255
ASV_00002,0.7118288354131266,0.10692552065295495,7,d_0,255
ASV_00002,0.4609004501091736,0.0971205321706664,7,d_0.5,255
ASV_00003,0.305309927646935,0.09346698688342209,7,d_1,255
ASV_00003,0.5955917577637647,0.07841054779849509,7,d_UW,255
ASV_00003,0.7168464409570506,0.07675094007587835,7,d_0,255
ASV_00003,0.4923548388085891,0.08407454573807398,7,d_0.5,255
ASV_00004,0.3730023690289591,0.289117115715856,7,d_1,255
ASV_00004,0.6498186999710599,0.18556808974660816,7,d_UW,255
ASV_00004,0.7340097801767361,0.15892179884252478,7,d_0,255
ASV_00004,0.5386418249046926,0.24352449180937394,7,d_0.5,255
ASV_00005,0.3580422778897393,0.24166261663805222,7,d_1,255
ASV_00005,0.6496801162227249,0.1468793385136645,7,d_UW,255
ASV_00005,0.7507817538607107,0.1412261726909246,7,d_0,255
ASV_00005,0.539813406313835,0.195921481864165,7,d_0.5,255
ASV_00006,0.26234034879096546,0.09207519697102784,7,d_1,255
ASV_00006,0.6180959531051652,0.12904720979333914,7,d_UW,255
ASV_00006,0.7092140421423989,0.11034882139405319,7,d_0,255
ASV_00006,0.4651135674744885,0.10820893696552607,7,d_0.5,255
ASV_00007,0.30620032502329947,0.12257050100898087,7,d_1,255
ASV_00007,0.6263824432046949,0.13863265706344505,7,d_UW,255
ASV_00007,0.7255332976109081,0.11860358784211682,7,d_0,255
ASV_00007,0.5015199938938107,0.12318621098286697,7,d_0.5,255
ASV_00008,0.27223995222855935,0.12494620077549914,7,d_1,255
ASV_00008,0.5753607404958848,0.07437267721279249,7,d_UW,255
ASV_00008,0.6858061222479079,0.08736749336719005,7,d_0,255
ASV_00008,0.45781965546954545,0.11106788040508334,7,d_0.5,255
ASV_00009,0.3298627899782559,0.14105617207931942,7,d_1,255
ASV_00009,0.6393560218505902,0.11414001727604042,7,d_UW,255
ASV_00009,0.7414771111438473,0.10095005681152613,7,d_0,255
ASV_00009,0.5183485203598244,0.13209578339927258,7,d_0.5,255
ASV_00010,0.2690737200556608,0.07429678266284992,7,d_1,255
ASV_00010,0.6083836470347758,0.059234632588450145,7,d_UW,255
ASV_00010,0.7162089845687161,0.06679608955973788,7,d_0,255
ASV_00010,0.4750210835458366,0.06821180612507027,7,d_0.5,255
ASV_00011,0.2870595611432345,0.07118874569291253,7,d_1,255
ASV_00011,0.681937961848933,0.10311387650489984,7,d_UW,255
ASV_00011,0.7628431188938862,0.08518909566198175,7,d_0,255
ASV_00011,0.5127933308229632,0.08537232134161672,7,d_0.5,255
ASV_00012,0.27387033585219883,0.10846768168761575,6,d_1,255
ASV_00012,0.5879635440283763,0.10147815974210787,6,d_UW,255
ASV_00012,0.6935002331488052,0.09954688631306383,6,d_0,255
ASV_00012,0.46611008518101127,0.1112472692276114,6,d_0.5,255
ASV_00013,0.25064285041222945,0.07320130840802395,7,d_1,255
ASV_00013,0.6331142371068614,0.07723978889790459,7,d_UW,255
ASV_00013,0.7270644882818411,0.07219337274889358,7,d_0,255
ASV_00013,0.47478578441626557,0.07358137072521918,7,d_0.5,255
ASV_00014,0.3449563198671334,0.16513463910942802,7,d_1,255
ASV_00014,0.638478630129974,0.08174203957649696,7,d_UW,255
ASV_00014,0.7440711951405093,0.08951024046257282,7,d_0,255
ASV_00014,0.5306872863800491,0.13029223166503845,7,d_0.5,255
ASV_00015,0.38274928360974086,0.15455061421020092,7,d_1,255
ASV_00015,0.6471485334860323,0.11567468270666328,7,d_UW,255
ASV_00015,0.7535834313089415,0.09401562422076733,7,d_0,255
ASV_00015,0.554539889637231,0.13236743668222178,7,d_0.5,255
ASV_00016,0.2402961562751475,0.06701933151514688,6,d_1,255
ASV_00016,0.5744779052209222,0.09187452335786857,6,d_UW,255
ASV_00016,0.6851959087292346,0.08854997611250089,6,d_0,255
ASV_00016,0.44210626833035493,0.07916597720371066,6,d_0.5,255
ASV_00017,0.29961277975390876,0.08816697651980213,5,d_1,255
ASV_00017,0.6556277467585017,0.10976928480759605,5,d_UW,255
ASV_00017,0.7462028283310058,0.1024574012298432,5,d_0,255
ASV_00017,0.5046322377134936,0.0996326785608001,5,d_0.5,255
ASV_00018,0.26794517898469383,0.06008041034184707,7,d_1,255
ASV_00018,0.5794783438857476,0.058722497843900684,7,d_UW,255
ASV_00018,0.6807451753442908,0.05836438128640441,7,d_0,255
ASV_00018,0.450570180117985,0.05272628333737742,7,d_0.5,255
ASV_00019,0.23601857446783955,0.07455615974998318,7,d_1,255
ASV_00019,0.6191243791452925,0.14498254626010088,7,d_UW,255
ASV_00019,0.7041095616915796,0.11626165203209873,7,d_0,255
ASV_00019,0.45543048807583597,0.10721604985892848,7,d_0.5,255
ASV_00020,0.3407245089490147,0.11004114765866617,7,d_1,255
ASV_00020,0.6446101088609524,0.1214077428593965,7,d_UW,255
ASV_00020,0.7393877862860406,0.09900556627424484,7,d_0,255
ASV_00020,0.5281055865317799,0.10816687820784533,7,d_0.5,255
ASV_00021,0.3779817572873946,0.2282865258598436,6,d_1,255
ASV_00021,0.692776657261527,0.1547747289102471,6,d_UW,255
ASV_00021,0.769963343545451,0.1332245698064993,6,d_0,255
ASV_00021,0.5724391076454888,0.2033941951650358,6,d_0.5,255
ASV_00022,0.3908089652454241,0.23237751030523773,7,d_1,255
ASV_00022,0.6441493315564413,0.18379143722784533,7,d_UW,255
ASV_00022,0.7380428061189039,0.15127276810006843,7,d_0,255
ASV_00022,0.5555509187813875,0.21157587305151443,7,d_0.5,255
ASV_00023,0.31281873060505977,0.17616389391651785,7,d_1,255
ASV_00023,0.6100424052561272,0.11366611222250853,7,d_UW,255
ASV_00023,0.7163820238131873,0.11454255743211447,7,d_0,255
ASV_00023,0.49355396725602724,0.15998481583923144,7,d_0.5,255
ASV_00024,0.2488109126707406,0.0897223561354189,7,d_1,255
ASV_00024,0.6215846350227536,0.1489376730171331,7,d_UW,255
ASV_00024,0.701969102185778,0.12148497711000528,7,d_0,255
ASV_00024,0.45868074215638327,0.11674963423601199,7,d_0.5,255
ASV_00025,0.3561834038051826,0.14090135475910123,4,d_1,255
ASV_00025,0.6315154919232459,0.12365551151679448,4,d_UW,255
ASV_00025,0.762306244360816,0.11406376943076746,4,d_0,255
ASV_00025,0.5311683086012727,0.12508675533847155,4,d_0.5,255
ASV_00026,0.26829888348916187,0.09828683542711691,7,d_1,255
ASV_00026,0.6095411011596917,0.11601473415555029,7,d_UW,255
ASV_00026,0.6983470582341682,0.10171387102429541,7,d_0,255
ASV_00026,0.47056015848564786,0.11214638780582499,7,d_0.5,255
ASV_00028,0.26915792770026253,0.07101740758737525,7,d_1,255
ASV_00028,0.6097821175053523,0.09875763319127218,7,d_UW,255
ASV_00028,0.7069017104237073,0.0844970531639754,7,d_0,255
ASV_00028,0.4714328612751738,0.08335554450141017,7,d_0.5,255
ASV_00029,0.31087881825542696,0.09047374722452593,7,d_1,255
ASV_00029,0.6241738701465553,0.08471359844775675,7,d_UW,255
ASV_00029,0.7228561599017669,0.0803639631136769,7,d_0,255
ASV_00029,0.5063914390109776,0.09056445528122514,7,d_0.5,255
ASV_00030,0.28203783516172076,0.0956968856963699,7,d_1,255
ASV_00030,0.5786866170517024,0.07207861079661419,7,d_UW,255
ASV_00030,0.6994000676320902,0.08851309576736784,7,d_0,255
ASV_00030,0.46908628383907425,0.093951112830659,7,d_0.5,255
ASV_00031,0.2503147511356185,0.07229823243366534,7,d_1,255
ASV_00031,0.5967251370268373,0.08904686987871648,7,d_UW,255
ASV_00031,0.6936944693984846,0.0847095802123068,7,d_0,255
ASV_00031,0.4540985594280935,0.08232600605918529,7,d_0.5,255
ASV_00032,0.3560390028237269,0.22264944347900775,7,d_1,255
ASV_00032,0.6566413550711488,0.16483723450074458,7,d_UW,255
ASV_00032,0.7521162928265431,0.13589403143331397,7,d_0,255
ASV_00032,0.5515583616955265,0.20139293674572545,7,d_0.5,255
ASV_00033,0.25863016271132583,0.08426688930741269,7,d_1,255
ASV_00033,0.6170325268237054,0.14035870899054143,7,d_UW,255
ASV_00033,0.703388057869943,0.11445376164038606,7,d_0,255
ASV_00033,0.4611945490495349,0.11132710915657584,7,d_0.5,255
ASV_00034,0.3198597069061987,0.12144903424052866,7,d_1,255
ASV_00034,0.6410785399928527,0.10012043719777367,7,d_UW,255
ASV_00034,0.7525154399123222,0.09219326329929152,7,d_0,255
ASV_00034,0.5231203075902541,0.1064515816421963,7,d_0.5,255
ASV_00035,0.45263192531615926,0.22239968201949184,7,d_1,255
ASV_00035,0.6726176290457739,0.17528839901959797,7,d_UW,255
ASV_00035,0.7765562618428629,0.13927848747206206,7,d_0,255
ASV_00035,0.6122336656522365,0.20236718842922938,7,d_0.5,255
ASV_00036,0.2947323753642872,0.06702401500648149,7,d_1,255
ASV_00036,0.6375216623278791,0.10874719204814871,7,d_UW,255
ASV_00036,0.7329058556474755,0.07969231280923625,7,d_0,255
ASV_00036,0.5075459665797764,0.07236393952084495,7,d_0.5,255
ASV_00037,0.27938237769049845,0.07926374437843133,6,d_1,255
