from,PF_J,PF_J_sd,num_layers,run
ASV_00001,0.04855681012463796,0.03868890539758355,5,237
ASV_00002,0.05401525929866372,0.030089167764426505,7,237
ASV_00003,0.07454595486673694,0.05544012601536411,7,237
ASV_00004,0.07016663597779545,0.053665488716740366,7,237
ASV_00005,0.06709589548436494,0.05803375637222717,7,237
ASV_00006,0.04159366537777888,0.03745588556133504,7,237
ASV_00007,0.07375779049312241,0.049413809140622864,7,237
ASV_00008,0.05429061376156349,0.040197801443933354,7,237
ASV_00009,0.05558035489039938,0.05198026897396544,7,237
ASV_00010,0.060983453743635646,0.03669070347135513,7,237
ASV_00011,0.07035335134919976,0.045857721662345335,7,237
ASV_00012,0.07292218640334656,0.04092788754027237,6,237
ASV_00013,0.07721903417730691,0.06166713864377464,7,237
ASV_00014,0.05896294146411193,0.044591284875672745,7,237
ASV_00015,0.054497759319927196,0.05022228745834597,7,237
ASV_00016,0.06660800600299449,0.04993387107221691,6,237
ASV_00017,0.06286157823403277,0.07038299826289904,5,237
ASV_00018,0.05399496166165059,0.037207114365335386,7,237
ASV_00019,0.06603433275008508,0.04954037046904835,7,237
ASV_00020,0.05293022951940364,0.03786441651724529,7,237
ASV_00021,0.057090089686517534,0.04791553108979355,6,237
ASV_00022,0.06337735970735106,0.04358363310212587,7,237
ASV_00023,0.04769005913696339,0.04091961981258892,7,237
ASV_00024,0.05212187646226855,0.04539010660515519,7,237
ASV_00025,0.06839468162298795,0.044321934466312184,4,237
ASV_00026,0.06299284828090687,0.04500791233089592,7,237
ASV_00028,0.06898341186238074,0.0651063917346138,7,237
ASV_00029,0.060357329856415606,0.044724629658547295,7,237
ASV_00030,0.06420156879172957,0.05286366256235384,7,237
ASV_00031,0.062318453712181886,0.044141078271611706,7,237
ASV_00032,0.0596815195965839,0.045941020923483365,7,237
ASV_00033,0.07375209972023025,0.05829963599372017,7,237
ASV_00034,0.0695868261665209,0.04888290048404471,7,237
ASV_00035,0.058424159331465685,0.034415779049927764,7,237
ASV_00036,0.04819592750776824,0.039137319584815866,7,237
ASV_00037,0.05425452745976462,0.04986511950623763,6,237
ASV_00038,0.0539973814571003,0.03357604781254008,5,237
ASV_00039,0.07064355319816523,0.03532809127904114,5,237
ASV_00040,0.052775414116598286,0.047187393443344466,7,237
ASV_00041,0.06140682302546849,0.04218622459670887,6,237
ASV_00042,0.06681631560343067,0.04048602644353419,7,237
ASV_00043,0.0755610781126981,0.06270529637498255,5,237
ASV_00044,0.0674761890893649,0.04495763002870764,7,237
ASV_00045,0.06943236092468576,0.04814207006172558,6,237
ASV_00046,0.06969187076875852,0.027801417089300492,7,237
ASV_00047,0.07783213288137758,0.06516424412930259,4,237
ASV_00048,0.07991382671470833,0.06973306905916307,7,237
ASV_00049,0.054804947209246564,0.03899474511419693,6,237
ASV_00050,0.046832299240063775,0.043856997852519695,6,237
ASV_00051,0.06293503860846102,0.051857856599645084,7,237
ASV_00052,0.0735346418149629,0.043208255707335816,6,237
ASV_00053,0.05824152859473052,0.042920887875310704,7,237
ASV_00054,0.06891757324508765,0.05952081883859473,7,237
ASV_00055,0.06154626967363669,0.05243767848422978,7,237
ASV_00056,0.05359469794901167,0.04058242717212099,7,237
ASV_00057,0.058913655451667817,0.03485448627660298,7,237
ASV_00058,0.046209914662205157,0.04654597259826044,7,237
ASV_00059,0.063654553882731807,0.04705186963787093,7,237
ASV_00060,0.058790193438787074,0.03534770377090144,5,237
ASV_00061,0.07063858592275468,0.026840550381949116,5,237
ASV_00062,0.057329619995324835,0.044853628343653626,7,237
ASV_00063,0.06195265539840627,0.038739203455696807,7,237
ASV_00064,0.06397018679599151,0.031061289529197574,7,237
ASV_00065,0.06894408036119197,0.07417145693580383,4,237
ASV_00066,0.07212027110947357,0.033736220738537846,5,237
ASV_00067,0.052138812724367746,0.03256513544941389,7,237
ASV_00068,0.07206195649680891,0.05453409693708778,5,237
ASV_00069,0.09950874466879249,0.07847304146351569,6,237
ASV_00070,0.06445112437476067,0.047799790843384884,7,237
ASV_00071,0.055740669090134816,0.03602469626687548,7,237
ASV_00072,0.0791716380776536,0.055428240873440296,3,237
ASV_00073,0.050200855488256355,0.053012663520572406,5,237
ASV_00074,0.09855524493901881,0.057869591240196284,4,237
ASV_00075,0.086834805836477,0.08069320831663085,5,237
ASV_00076,0.07291281757578759,0.047551833669387436,7,237
ASV_00077,0.06808012747017562,0.020945168801109294,3,237
ASV_00078,0.061295143231408084,0.03976304399287705,7,237
ASV_00079,0.07351271164614091,0.05552909322828662,5,237
ASV_00080,0.05854226485493041,0.04179165858814019,6,237
ASV_00081,0.09175671192447189,0.06510878090584135,7,237
ASV_00082,0.08171212874183165,0.04182693476005335,3,237
ASV_00083,0.07020784421139703,0.053697742685791645,7,237
ASV_00084,0.07414946384160105,0.05793996452533249,7,237
ASV_00085,0.0725839318924131,0.03321514680879117,5,237
ASV_00086,0.06266235279556982,0.05207499254951646,7,237
ASV_00087,0.06752819993317265,0.06036408408185719,7,237
ASV_00088,0.05667486494401479,0.04147119588507729,5,237
ASV_00089,0.0645758016026157,0.05526971612208592,5,237
ASV_00090,0.065581567916001,0.040106055095128816,7,237
ASV_00091,0.07891655898121805,0.06291824927549851,5,237
ASV_00092,0.05344343122360322,0.04468729956376069,7,237
ASV_00093,0.07648134482002146,0.038185307171738764,6,237
ASV_00094,0.05964805252790243,0.03157690502294046,5,237
ASV_00095,0.03822742323606283,0.021967164761186143,6,237
ASV_00096,0.07567233501864012,0.04567878733987988,7,237
ASV_00097,0.04687557299307485,0.06648688355925708,6,237
ASV_00098,0.07140773155585116,0.07254134640804105,4,237
ASV_00099,0.09316546010056016,0.03306836683256879,5,237
ASV_00100,0.08812163327434758,0.06108402497077826,6,237
ASV_00101,0.08250920911122255,0.038662004608564116,6,237
ASV_00102,0.06018898569733662,0.05827752726224809,5,237
ASV_00103,0.048902237868131006,0.0401351760517966,5,237
ASV_00104,0.065135153269643,0.06478356220087401,6,237
ASV_00105,0.06451893635127408,0.04695432594953893,7,237
ASV_00106,0.07370060328060139,0.04235052558144027,6,237
ASV_00107,0.051743676126492576,0.04202753268066502,7,237
ASV_00108,0.07073608233710571,0.041101803345504326,3,237
ASV_00109,0.07696160647093195,0.04528717112934915,5,237
ASV_00110,0.0731112180158413,0.06661065794351681,5,237
ASV_00111,0.08062779743230873,0.06312831159685223,4,237
ASV_00112,0.06670611434650668,0.0424937868289285,7,237
ASV_00113,0.06939042232912924,0.039432220651166576,7,237
ASV_00115,0.21286031042128606,NA,2,237
ASV_00116,0.08708372306277831,0.04268788257223411,6,237
ASV_00117,0.06008158443503091,0.039788236910653946,6,237
ASV_00118,0.07245856200474407,0.0355153569073201,6,237
ASV_00119,0.07196892902092093,0.059626434425362314,5,237
ASV_00120,0.06511202865486543,0.03078298974193165,5,237
ASV_00121,0.1170492605708553,0.055467670475557056,3,237
ASV_00122,0.07230451031812395,0.06887392026056009,4,237
ASV_00123,0.11011443776840872,0.04561900723684247,5,237
ASV_00125,0.055732382443757694,0.021481247505777738,6,237
ASV_00126,0.09524249769444777,0.06533537362500877,4,237
ASV_00127,0.06543122578693271,0.03835996411179941,5,237
ASV_00128,0.0757009817360594,0.05349723140847071,7,237
ASV_00129,0.05282674537200308,0.05268364175563296,5,237
ASV_00130,0.05029648361353619,0.0458575148660919,6,237
ASV_00131,0.06944879657312945,0.037648551348211025,7,237
ASV_00132,0.15079598875530775,0.07046647352380978,3,237
ASV_00133,0.06527484744135945,0.044210618421583685,6,237
ASV_00134,0.0987758835864224,0.03663975352618471,4,237
ASV_00135,0.05083830915434427,0.04459105034063739,5,237
ASV_00136,0.07143693101281731,0.05224883960012655,7,237
ASV_00137,0.06991687521008678,0.050018045937909796,5,237
ASV_00138,0.1271956175344078,0.07657009097896175,5,237
ASV_00139,0.06293963377177361,0.035989263148426195,5,237
ASV_00140,0.052869713806619985,0.04382951658771441,7,237
ASV_00141,0.04119613535625108,0.03251756913295397,6,237
ASV_00142,0.06601139078751833,0.04588670684890393,7,237
ASV_00143,0.06588019947964412,0.017226250419844828,3,237
ASV_00144,0.06088585501788558,0.05049966285797322,7,237
ASV_00145,0.07795788151419415,0.0878130485093238,4,237
ASV_00146,0.05863405943641063,0.043319815092724895,6,237
ASV_00147,0.05009715321618251,0.04455591921540231,5,237
ASV_00148,0.08244573933959756,0.06902619636407556,7,237
ASV_00149,0.08449841334149723,0.03735731382739696,4,237
ASV_00150,0.04461038961038962,0.04070019847840407,3,237
ASV_00151,0.0409303252238594,0.03324585104431208,6,237
ASV_00152,0.09626918741406064,0.04984934913405464,6,237
ASV_00153,0.05907086303136418,0.06644008688985938,4,237
ASV_00154,0.1571727317039147,0.10720342226919195,3,237
ASV_00155,0.049052922672043975,0.04080065985805444,7,237
ASV_00156,0.07686339614756618,0.032777277757025075,6,237
ASV_00157,0.05984336457709335,0.043828853178833525,7,237
ASV_00158,0.08686548906534959,0.03767917617964137,4,237
ASV_00159,0.0524703186164887,0.04876727859832841,6,237
ASV_00160,0.05567512328255346,0.03513760934265557,7,237
ASV_00161,0.07925022986230647,0.04049360778925749,5,237
ASV_00162,0.05027542746677151,0.04424434545641549,5,237
ASV_00163,0.04887219057682367,0.04213572763197485,7,237
ASV_00164,0.08349547493123308,0.04043570106739759,5,237
ASV_00165,0.07298360954451194,0.04696322251368107,5,237
ASV_00166,0.0918351882136712,0.039216937650808005,6,237
ASV_00167,0.05766115236214201,0.03857475996572229,4,237
ASV_00168,0.07041474807301576,0.03261859760133651,5,237
ASV_00169,0.08028036409173198,0.07376267365355085,5,237
ASV_00170,0.04930082224522667,0.03516117631713067,5,237
ASV_00171,0.05120835912788453,0.041859376445468936,7,237
ASV_00172,0.0766534227629522,0.03230233629418254,5,237
ASV_00173,0.08069669520839835,0.028056425592543698,3,237
ASV_00174,0.055609946855634064,0.02766304679959011,4,237
ASV_00176,0.047806926998072895,0.0443333002614589,5,237
ASV_00177,0.04448724371624629,0.04119941117612977,7,237
ASV_00178,0.12184873949579822,NA,2,237
ASV_00179,0.0290184273773079,0.022343713376137254,5,237
ASV_00180,0.0710340348301536,0.03763170330716228,4,237
ASV_00181,0.08651826070392495,0.04314632184922791,5,237
ASV_00182,0.06370181585923378,0.03296348431343331,6,237
ASV_00183,0.051665609024810724,0.06005743850626583,5,237
ASV_00184,0.06204189932014938,0.049130179346533395,5,237
ASV_00185,0.07262604620151408,0.04083943970002887,7,237
ASV_00186,0.051052635867819614,0.045173107541466195,6,237
ASV_00187,0.04552886344193828,0.04057061672740775,7,237
ASV_00188,0.0654133545237318,0.045844769835246685,6,237
ASV_00189,0.07653111766359628,0.05044670698198602,3,237
ASV_00190,0.08232456786536668,0.05411737884105732,3,237
ASV_00191,0.08402613519164756,0.049023014637967016,5,237
ASV_00192,0.0788177339901478,NA,2,237
ASV_00193,0.08138983961882905,0.034556283572831574,4,237
ASV_00194,0.04972375690607733,NA,2,237
ASV_00195,0.160377358490566,NA,2,237
ASV_00196,0.058405409449510066,0.0411081180455889,7,237
ASV_00197,0.07072955651783856,0.06340227059568726,7,237
ASV_00198,0.05573243800754083,0.04260775023565606,6,237
ASV_00199,0.17144193047418718,0.04951825343621859,3,237
ASV_00200,0.06704474824250498,0.04588629444615175,7,237
ASV_00201,0.0489285767174612,0.010699229213372774,3,237
ASV_00202,0.042508223662981105,0.050167763695807124,5,237
ASV_00203,0.06179703191394205,0.03998348017215474,5,237
ASV_00204,0.097408621007677,0.04713037446334949,3,237
ASV_00205,0.07110466724220019,0.034863784123491996,5,237
ASV_00206,0.06801191139344727,0.03764132403560523,5,237
ASV_00208,0.10566037735849054,NA,2,237
ASV_00210,0.08169724865953333,0.03444043021931981,5,237
ASV_00211,0.06054593912591262,0.044605895559161744,5,237
ASV_00212,0.07153122973036015,0.03323256023922077,3,237
ASV_00213,0.07967408495013388,0.017685051261264247,4,237
ASV_00214,0.06072683724533007,0.06907608929185947,4,237
ASV_00215,0.053410083922771245,0.018793150354285165,3,237
ASV_00216,0.10537012921384514,0.03565486310530395,3,237
ASV_00217,0.056702852549785764,0.0181816172822485,3,237
ASV_00218,0.06613455125648755,0.05283366507908586,7,237
ASV_00219,0.0816373408763646,0.039251078802300464,5,237
ASV_00221,0.04796836864807574,0.04596230661907917,5,237
ASV_00222,0.11899313501144171,NA,2,237
ASV_00223,0.05279128545488073,0.02924465317062827,4,237
ASV_00224,0.09694994042157185,0.06530406606233774,4,237
ASV_00225,0.109375,NA,2,237
ASV_00226,0.0523871820757742,0.01584047609324185,3,237
ASV_00227,0.05671591182895787,0.0729548211795029,5,237
ASV_00228,0.008130081300813052,NA,2,237
ASV_00229,0.08133211483131446,0.04023092871211847,3,237
ASV_00230,0.09800069693061436,0.04105027765841094,4,237
ASV_00231,0.0684503800809325,0.03785431494842875,5,237
ASV_00232,0.04361300395040527,0.03627304892399973,7,237
ASV_00233,0.05069282345789665,0.032445315345810306,7,237
ASV_00235,0.10356169254530613,0.06020559141566753,5,237
ASV_00236,0.027056086371238092,0.00797844169597302,3,237
ASV_00237,0.032258064516129004,NA,2,237
ASV_00238,0.04659129724233133,0.03140747209013226,5,237
ASV_00239,0.07430096109341393,0.04621363579425156,3,237
ASV_00240,0.09743177742856177,0.05523774893439045,5,237
ASV_00241,0.05436976008280844,0.03595791525800435,4,237
ASV_00242,0.06473895586355893,0.06036199058126597,6,237
ASV_00243,0.08383951486202315,0.027258368061033194,6,237
ASV_00244,0.049217577460714736,0.04328960196260668,5,237
ASV_00245,0.11295681063122931,NA,2,237
ASV_00246,0.17268041237113407,NA,2,237
ASV_00247,0.1682539682539682,NA,2,237
ASV_00248,0.07401794301333671,0.030988698597964128,3,237
ASV_00249,0.07590092272247262,0.043248943848450384,7,237
ASV_00250,0.07784325164291876,0.046322337370303786,7,237
ASV_00251,0.09052199619948087,0.06797636720099305,4,237
ASV_00252,0.05327868852459013,0.020112611836523856,3,237
ASV_00253,0.047081697603319705,0.057415105034545215,3,237
ASV_00254,0.0816967110344501,0.05621124254662106,6,237
ASV_00255,0.06717647982435475,0.03166689758478332,3,237
ASV_00256,0.0665770910432557,0.035601121354318234,4,237
ASV_00257,0.06765366523761843,0.04590508986912811,6,237
ASV_00258,0.09331415491871302,0.07328909681896746,3,237
ASV_00259,0.05243998358507129,0.030714330018090187,5,237
ASV_00260,0.06491115535112757,0.045836509564475186,4,237
ASV_00261,0.10502331355204064,0.02719380554384585,4,237
ASV_00262,0.06604187325623148,0.05177582683941022,6,237
ASV_00263,0.06018716489577497,0.060221136950618814,4,237
ASV_00264,0.06076615236220547,0.0653230044732173,5,237
ASV_00265,0.07179233526511472,0.03754748285018953,5,237
ASV_00266,0.07697215678677367,0.07760689505858424,5,237
ASV_00267,0.1158469733112982,0.05990819767439594,5,237
ASV_00268,0.06499999999999995,NA,2,237
ASV_00269,0.08122245478148352,0.02735434760253353,6,237
ASV_00270,0.045304704900142725,0.048363006566194015,5,237
ASV_00271,0.019607843137254943,NA,2,237
ASV_00272,0.08039685607353304,0.07453059156430038,4,237
ASV_00273,0.05919375191566582,0.04583843597461045,5,237
ASV_00274,0.048688456912280076,0.018353882255685912,4,237
ASV_00275,0.07403493742479986,0.036333154388709876,5,237
ASV_00276,0.07183412467886237,0.03951983672210146,6,237
ASV_00277,0.10986627926058176,0.05071595084346606,5,237
ASV_00278,0.07679571347107199,0.04059747685690167,5,237
ASV_00279,0.08168213644139133,0.08610002377298408,4,237
ASV_00280,0.09125157079625777,0.05210739597136907,6,237
ASV_00281,0.041832960655195116,0.02081820040410575,3,237
ASV_00282,0.046666666666666634,NA,2,237
ASV_00283,0.06048952095463722,0.024520921580914807,3,237
ASV_00285,0.10270511179489915,0.055344113821709805,4,237
ASV_00286,0.05934363105445056,0.04487855982464023,4,237
ASV_00287,0.06492614436094118,0.0618580703931861,4,237
ASV_00288,0.07110634752933662,0.057834504892684276,7,237
ASV_00289,0.08417964847867948,0.033577247455997154,4,237
ASV_00290,0.07532469023164742,0.05611659429561105,7,237
