taxa_from,PF_T,PF_T_sd,num_layers,taxa,run
Actinobacteria,0.35767700737922464,0.26987283664317907,6,Class,477
Alphaproteobacteria,0.35542975178772285,0.27817151063025786,6,Class,477
Bacilli,0.4013034020733389,0.2817220642650226,7,Class,477
Bacteroidia,0.515949052372204,0.30997415640293396,7,Class,477
Clostridia,0.4740536454664844,0.30072447921143974,7,Class,477
Coriobacteriia,0.4676185424812621,0.2679496288776568,6,Class,477
Desulfovibrionia,0.5387209170707135,0.21663229073969842,6,Class,477
Fibrobacteria,0.4495558126696389,0.2772481584647259,7,Class,477
Gammaproteobacteria,0.6010273964985102,0.2774515891677771,7,Class,477
Gracilibacteria,0.47868934198399377,0.27880630132503614,7,Class,477
Kiritimatiellae,0.5296323769210797,0.33987421195978973,7,Class,477
Lentisphaeria,0.44831744509774235,0.28304583841416253,7,Class,477
MVP-15,0.6244343891402715,NA,2,Class,477
Methanobacteria,0.4346093005422938,0.27753659174426043,7,Class,477
Negativicutes,0.5104152435609234,0.2574062805054309,7,Class,477
Spirochaetia,0.4857206309930632,0.2802995306220199,7,Class,477
Thermoplasmata,0.2195121951219512,NA,2,Class,477
Absconditabacteriales_(SR1),0.46778199602310877,0.2682522767372056,7,Order,477
Acetobacterales,0.4007812807216694,0.19206208911965159,4,Order,477
Acholeplasmatales,0.41495933683888514,0.28506480351904734,7,Order,477
Acidaminococcales,0.4985218767206709,0.22126820283796203,7,Order,477
Aeromonadales,0.5636582784402542,0.2447199124175194,7,Order,477
Bacteroidales,0.5129377621833403,0.3063617417928697,7,Order,477
Bifidobacteriales,0.3555246134267528,0.26515587404032376,6,Order,477
Burkholderiales,0.6724890829694323,NA,2,Order,477
Christensenellales,0.4254953469537245,0.2569161529826682,7,Order,477
Clostridia_UCG-014,0.45657312850477383,0.30046898357844404,7,Order,477
Clostridia_or,0.46683147380040035,0.2921330328240837,7,Order,477
Coriobacteriales,0.4622783412924167,0.26276957041542254,6,Order,477
Desulfovibrionales,0.5289105084881447,0.20829618287582338,6,Order,477
Eubacteriales,0.7913043478260869,NA,2,Order,477
Fibrobacterales,0.446005601610673,0.27259665198047406,7,Order,477
Lachnospirales,0.4783097497279705,0.30279631902288373,7,Order,477
Lactobacillales,0.6920125995923662,0.14301432320150678,3,Order,477
Methanobacteriales,0.42979848815872823,0.27112616912277676,7,Order,477
Methanomassiliicoccales,0.21855670103092784,NA,2,Order,477
Oligosphaerales,0.6709875166423769,0.1022922751111284,4,Order,477
Oscillospirales,0.48345309007780524,0.3047560188702634,7,Order,477
Peptostreptococcales-Tissierellales,0.543362677716661,0.19721155647549884,6,Order,477
Rhodospirillales,0.4908856682508058,0.2723586283123637,4,Order,477
Spirochaetales,0.48232208123461145,0.2760070588201855,7,Order,477
Veillonellales-Selenomonadales,0.509309220743181,0.2930951900409714,7,Order,477
Victivallales,0.46887644475017065,0.2433519485310976,7,Order,477
WCHB1-41,0.5246110611949986,0.33408163832223386,7,Order,477
Acetobacteraceae,0.38544961343726764,0.16043745718434196,4,Family,477
Acholeplasmataceae,0.40564088278393784,0.27503015174390666,7,Family,477
Acidaminococcaceae,0.48941767757542187,0.20774609402759459,7,Family,477
Anaerovoracaceae,0.5436496167833682,0.19461505205035715,6,Family,477
Atopobiaceae,0.49402732868653343,0.2445686003289426,6,Family,477
Bacteroidales_BS11_gut_group,0.5290866470506502,0.30893164392174444,7,Family,477
Bacteroidales_RF16_group,0.432130854327407,0.24300713295407925,7,Family,477
Bacteroidales_UCG-001,0.35670615302306125,0.24395871672651043,4,Family,477
Bifidobacteriaceae,0.35136573370543245,0.2541702247156819,6,Family,477
Christensenellaceae,0.41975864167271004,0.2530738265718881,7,Family,477
Defluviitaleaceae,0.6446412820643316,0.11700974262575824,5,Family,477
Desulfovibrionaceae,0.5126243483569741,0.1909033368749868,6,Family,477
Eggerthellaceae,0.4736842105263158,NA,2,Family,477
Eubacteriaceae,0.75,NA,2,Family,477
F082,0.4702131189914644,0.2653114697577509,7,Family,477
Fibrobacteraceae,0.43815361216549414,0.26600113681379983,7,Family,477
Hungateiclostridiaceae,0.45286605470112057,0.2815090061641363,7,Family,477
Lachnospiraceae,0.468548886644598,0.29036797871501474,7,Family,477
Lactobacillaceae,0.6549077813850256,0.10550196654808784,3,Family,477
Methanobacteriaceae,0.4260388538805009,0.2613502999571768,7,Family,477
Methanomethylophilaceae,0.2272727272727273,NA,2,Family,477
Muribaculaceae,0.4250759019651879,0.29155636110941247,7,Family,477
Oligosphaeraceae,0.6469314264364817,0.10286723832315374,4,Family,477
Oscillospiraceae,0.5235729582092209,0.2923017106997871,7,Family,477
Prevotellaceae,0.501268167971052,0.29521198107140895,7,Family,477
Rikenellaceae,0.505403311277726,0.2800354214251654,7,Family,477
Ruminococcaceae,0.4306364638312798,0.303051226498834,7,Family,477
Selenomonadaceae,0.475874121934464,0.2749440377277416,7,Family,477
Spirochaetaceae,0.47749063613810067,0.26964656708870943,7,Family,477
Succinivibrionaceae,0.5549009371828891,0.23537464228937574,7,Family,477
UCG-010,0.38656556404438247,0.19991882987732068,3,Family,477
Veillonellaceae,0.44218889451078786,0.4226006079356244,4,Family,477
p-251-o5,0.4208171921655746,0.24780998047250835,7,Family,477
vadinBE97,0.4535885290603063,0.22135245926182012,7,Family,477
Acetitomaculum,0.49522453938504113,0.16134748974974752,6,Genus,477
Acetobacter,0.2849906867118437,0.13047816159944453,4,Genus,477
Alloprevotella,0.4338400832256439,0.12926537635900312,3,Genus,477
Anaeroplasma,0.39706207523522713,0.24980720769531434,7,Genus,477
Anaerovibrio,0.6310701301217618,0.14216941575852454,5,Genus,477
Anaerovorax,0.5780577932180451,0.11498087025693368,5,Genus,477
Atopobium,0.6204379562043796,NA,2,Genus,477
Bifidobacterium,0.3042274738972371,0.21000125581111356,5,Genus,477
Blautia,0.3194117737496733,0.23779068064398937,3,Genus,477
Butyrivibrio,0.45392866383721836,0.1949608997082935,7,Genus,477
CAG-352,0.4772451012292551,0.1600579437051762,6,Genus,477
Christensenellaceae_R-7_group,0.40210124560315363,0.2335665038967856,7,Genus,477
Colidextribacter,0.7007761150969162,0.025631427339862435,3,Genus,477
Coprococcus,0.3838084513797678,0.22159757361106347,5,Genus,477
DNF00809,0.5328185328185329,NA,2,Genus,477
Defluviitaleaceae_UCG-011,0.5876594370479467,0.1087072448496221,5,Genus,477
Desulfovibrio,0.4733301604332678,0.18193453941867346,6,Genus,477
Dialister,0.3781048333068018,0.34792259156496474,4,Genus,477
Eubacterium,0.6745562130177515,NA,2,Genus,477
Family_XIII_AD3011_group,0.5776997283250705,0.09567267464905452,4,Genus,477
Fibrobacter,0.4222591321207398,0.251550566351393,7,Genus,477
Lachnoclostridium,0.4349074088685206,0.16641726023737488,5,Genus,477
Lachnospira,0.5653254870163408,0.0984362076337025,4,Genus,477
Lachnospiraceae_AC2044_group,0.44573889654276505,0.25436731672189433,7,Genus,477
Lachnospiraceae_ND3007_group,0.5572741108473435,0.13062294488097512,4,Genus,477
Lachnospiraceae_NK3A20_group,0.4618574708342454,0.2895423919888945,7,Genus,477
Lachnospiraceae_NK4A136_group,0.40538831487933497,0.26230634461266755,7,Genus,477
Lachnospiraceae_UCG-009,0.4869452420284786,0.1480737997242718,5,Genus,477
Lachnospiraceae_XPB1014_group,0.48318066547697686,0.12939089944458534,6,Genus,477
Lactobacillus,0.6262289814971442,0.05923109790826881,3,Genus,477
Marvinbryantia,0.6738351254480286,NA,2,Genus,477
Methanobrevibacter,0.4120925060324766,0.24021821963750883,7,Genus,477
Methanosphaera,0.5194687519150172,0.10074235595012468,5,Genus,477
Mogibacterium,0.5105300646872208,0.17552639437064455,5,Genus,477
Moryella,0.42629462090800185,0.2035618272543777,7,Genus,477
NK4A214_group,0.46487939054751637,0.2738264954279638,7,Genus,477
Olsenella,0.4711669226747037,0.1612847694658303,6,Genus,477
Oribacterium,0.38898143208844016,0.3047746934026453,5,Genus,477
Prevotella,0.486323788097695,0.2842873014674701,7,Genus,477
Prevotellaceae_Ga6A1_group,0.37585923184608433,0.20266512454562574,7,Genus,477
Prevotellaceae_NK3B31_group,0.3637617212358123,0.2704163522960269,7,Genus,477
Prevotellaceae_UCG-001,0.46829269529711287,0.28825337190815975,7,Genus,477
Prevotellaceae_UCG-003,0.4795954307211926,0.2778669091868485,7,Genus,477
Prevotellaceae_UCG-004,0.4269638845674113,0.2397119559396848,7,Genus,477
Prevotellaceae_YAB2003_group,0.3715461580861059,0.266809282126693,7,Genus,477
Pseudobutyrivibrio,0.4224012631572888,0.21209943626941513,7,Genus,477
Pseudoscardovia,0.6011560693641618,NA,2,Genus,477
Rikenellaceae_RC9_gut_group,0.48786899725179333,0.25482383355692306,7,Genus,477
Ruminobacter,0.47609179991309736,0.17412900733887487,7,Genus,477
Ruminococcus,0.42354767762948914,0.2874874592618285,7,Genus,477
Saccharofermentans,0.43339585349113663,0.26093392124192955,7,Genus,477
Selenomonas,0.48600298186749,0.192527871151253,7,Genus,477
Shuttleworthia,0.3710702930636544,0.2500483023548667,5,Genus,477
Succiniclasticum,0.44732872077964736,0.1839712803254526,7,Genus,477
Succinimonas,0.3763638879087015,0.23473314424661998,6,Genus,477
Succinivibrio,0.41040196361630116,0.2161225666780751,7,Genus,477
Succinivibrionaceae_UCG-001,0.3537654477784295,0.2836677697352655,5,Genus,477
Succinivibrionaceae_UCG-002,0.4564814609229047,0.1895205181255482,7,Genus,477
Syntrophococcus,0.42093019035694196,0.05932438877301315,3,Genus,477
Treponema,0.46057137839555606,0.2540670373022852,7,Genus,477
Tyzzerella,0.6944444444444444,NA,2,Genus,477
U29-B03,0.32258064516129037,NA,2,Genus,477
UCG-005,0.4974075910310185,0.2305197964146828,7,Genus,477
Veillonellaceae_UCG-001,0.6779661016949152,NA,2,Genus,477
