from,PF_U,PF_U_sd,num_layers,unifrec_type,run
ASV_00001,0.30192754242478126,0.1218465344314285,5,d_1,426
ASV_00001,0.6185566654646472,0.15863863776564857,5,d_UW,426
ASV_00001,0.72054151227355,0.13400225990522696,5,d_0,426
ASV_00001,0.4998332376328906,0.14319489696704613,5,d_0.5,426
ASV_00002,0.3132241493917809,0.1091523349736432,7,d_1,426
ASV_00002,0.5882892157566783,0.05926966434536578,7,d_UW,426
ASV_00002,0.7014540347248225,0.07486845405579533,7,d_0,426
ASV_00002,0.4862547071968257,0.0909184554445147,7,d_0.5,426
ASV_00003,0.2759050542311555,0.1194640080612269,7,d_1,426
ASV_00003,0.627293916198953,0.1313193360941654,7,d_UW,426
ASV_00003,0.7142591507291163,0.11400838048925233,7,d_0,426
ASV_00003,0.48112372377818247,0.12747748007442122,7,d_0.5,426
ASV_00004,0.30079086792587556,0.11093159405390378,7,d_1,426
ASV_00004,0.5601253923670084,0.054480382582493214,7,d_UW,426
ASV_00004,0.6846927757558141,0.06844065539325897,7,d_0,426
ASV_00004,0.4680429353020229,0.08804814718512782,7,d_0.5,426
ASV_00005,0.2504272515003728,0.04038093681712354,7,d_1,426
ASV_00005,0.5853399920893911,0.06289101782161755,7,d_UW,426
ASV_00005,0.6785454692371284,0.05595453758718824,7,d_0,426
ASV_00005,0.4453277376738949,0.051032958151999534,7,d_0.5,426
ASV_00006,0.26679099750833035,0.06800472332047494,7,d_1,426
ASV_00006,0.595153505432621,0.09185196186924821,7,d_UW,426
ASV_00006,0.6974172920126986,0.07721473107542626,7,d_0,426
ASV_00006,0.4633111004343579,0.07556432484682056,7,d_0.5,426
ASV_00007,0.31627837122648306,0.10538838501157531,7,d_1,426
ASV_00007,0.6821691345240017,0.11125840497224455,7,d_UW,426
ASV_00007,0.7617369173560683,0.09188022541979378,7,d_0,426
ASV_00007,0.5243722546682009,0.10007183889938906,7,d_0.5,426
ASV_00008,0.2741250721192512,0.07303592610914551,7,d_1,426
ASV_00008,0.6551642285883482,0.1312255009013937,7,d_UW,426
ASV_00008,0.7365229547029372,0.10203230246756366,7,d_0,426
ASV_00008,0.49410114562432306,0.09962486182208212,7,d_0.5,426
ASV_00009,0.30434108352710465,0.11949879723131615,7,d_1,426
ASV_00009,0.6017975644425096,0.07293984059928185,7,d_UW,426
ASV_00009,0.7135996571885054,0.08661413840672061,7,d_0,426
ASV_00009,0.48764112978486907,0.10947105336491723,7,d_0.5,426
ASV_00010,0.3912441711572744,0.234424441494436,7,d_1,426
ASV_00010,0.6886801118539964,0.17046893797389015,7,d_UW,426
ASV_00010,0.7676479255645072,0.14075232665581078,7,d_0,426
ASV_00010,0.5717656681232758,0.21309017273207093,7,d_0.5,426
ASV_00011,0.38042481293863867,0.2670750707186747,7,d_1,426
ASV_00011,0.671668132281128,0.1919273284245743,7,d_UW,426
ASV_00011,0.7498003329496719,0.15455820631587103,7,d_0,426
ASV_00011,0.5537056770748706,0.23958002401730272,7,d_0.5,426
ASV_00012,0.23256554519640932,0.045821172921427546,6,d_1,426
ASV_00012,0.5751431072414442,0.05071410368238102,6,d_UW,426
ASV_00012,0.6812869539812008,0.06824037255589924,6,d_0,426
ASV_00012,0.436964258060354,0.05475354125083284,6,d_0.5,426
ASV_00013,0.2921815246433796,0.1483295889435613,7,d_1,426
ASV_00013,0.6262158262922153,0.15339112601555085,7,d_UW,426
ASV_00013,0.715854109562342,0.13570218793229066,7,d_0,426
ASV_00013,0.4816677667018032,0.15318188885424294,7,d_0.5,426
ASV_00014,0.2515980114115434,0.07080614779271738,7,d_1,426
ASV_00014,0.6173329674177641,0.1042113234843726,7,d_UW,426
ASV_00014,0.7171425278870616,0.09024216124999959,7,d_0,426
ASV_00014,0.4651672471741888,0.08560843290036738,7,d_0.5,426
ASV_00015,0.3009425303785177,0.07552719928816366,7,d_1,426
ASV_00015,0.6069860337743813,0.11804413773209747,7,d_UW,426
ASV_00015,0.7161121842314642,0.09594303730311728,7,d_0,426
ASV_00015,0.4902890201884283,0.09190806768079675,7,d_0.5,426
ASV_00016,0.35145659826283393,0.124567781640361,6,d_1,426
ASV_00016,0.6097875009557904,0.08102020360242494,6,d_UW,426
ASV_00016,0.7328808676942179,0.08819552279649014,6,d_0,426
