node_id,level1,leaf_id,layer_id,flow,node_name,layer_name
1,1,1497,1,2.7596e-4,ASV_00001,IT1
1,1,536,2,5.25684e-4,ASV_00001,IT2
1,1,2854,3,4.45737e-5,ASV_00001,IT3
1,1,330,5,6.71008e-4,ASV_00001,UK1
1,1,2617,6,1.18614e-4,ASV_00001,UK2
2,1,1813,1,2.32322e-4,ASV_00002,IT1
2,1,269,2,7.25996e-4,ASV_00002,IT2
2,1,2775,3,7.02567e-5,ASV_00002,IT3
2,1,1685,4,2.46608e-4,ASV_00002,FI1
2,1,700,5,4.61448e-4,ASV_00002,UK1
2,1,2066,6,1.9873e-4,ASV_00002,UK2
2,1,1437,7,2.85771e-4,ASV_00002,SE1
3,1,2245,1,1.73657e-4,ASV_00003,IT1
3,1,1062,2,3.55628e-4,ASV_00003,IT2
3,1,2886,3,3.79861e-5,ASV_00003,IT3
3,1,1436,4,2.85841e-4,ASV_00003,FI1
3,1,276,5,7.22083e-4,ASV_00003,UK1
3,1,1643,6,2.53218e-4,ASV_00003,UK2
3,1,1171,7,3.31564e-4,ASV_00003,SE1
4,1,1867,1,2.24905e-4,ASV_00004,IT1
4,1,865,2,4.0588e-4,ASV_00004,IT2
4,1,2896,3,3.61322e-5,ASV_00004,IT3
4,1,1163,4,3.33028e-4,ASV_00004,FI1
4,1,565,5,5.11936e-4,ASV_00004,UK1
4,1,2547,6,1.30138e-4,ASV_00004,UK2
4,1,661,7,4.74569e-4,ASV_00004,SE1
5,1,1764,1,2.37226e-4,ASV_00005,IT1
5,1,1129,2,3.40094e-4,ASV_00005,IT2
5,1,2962,3,2.47752e-5,ASV_00005,IT3
5,1,2285,4,1.67575e-4,ASV_00005,FI1
5,1,602,5,4.97839e-4,ASV_00005,UK1
5,1,2265,6,1.7026e-4,ASV_00005,UK2
5,1,1902,7,2.20665e-4,ASV_00005,SE1
6,1,1554,1,2.66007e-4,ASV_00006,IT1
6,1,373,2,6.36099e-4,ASV_00006,IT2
6,1,2818,3,5.45707e-5,ASV_00006,IT3
6,1,1228,4,3.19505e-4,ASV_00006,FI1
6,1,2139,6,1.88043e-4,ASV_00006,UK2
6,1,1526,7,2.70272e-4,ASV_00006,SE1
7,1,2720,1,9.15692e-5,ASV_00007,IT1
7,1,626,2,4.88146e-4,ASV_00007,IT2
7,1,2990,3,1.3753e-5,ASV_00007,IT3
7,1,2202,4,1.80613e-4,ASV_00007,FI1
7,1,304,5,6.93648e-4,ASV_00007,UK1
7,1,1929,6,2.16985e-4,ASV_00007,UK2
7,1,2789,7,6.45602e-5,ASV_00007,SE1
8,1,2700,1,9.87473e-5,ASV_00008,IT1
8,1,354,2,6.50802e-4,ASV_00008,IT2
8,1,2792,3,6.36657e-5,ASV_00008,IT3
8,1,2115,4,1.90641e-4,ASV_00008,FI1
8,1,128,5,8.34063e-4,ASV_00008,UK1
8,1,2180,6,1.83056e-4,ASV_00008,UK2
8,1,836,7,4.17541e-4,ASV_00008,SE1
9,1,1939,1,2.15874e-4,ASV_00009,IT1
9,1,637,2,4.84013e-4,ASV_00009,IT2
9,1,2839,3,4.78071e-5,ASV_00009,IT3
9,1,2326,4,1.62844e-4,ASV_00009,FI1
9,1,112,5,8.46198e-4,ASV_00009,UK1
9,1,2401,6,1.53264e-4,ASV_00009,UK2
9,1,2530,7,1.32871e-4,ASV_00009,SE1
10,1,2704,1,9.71903e-5,ASV_00010,IT1
10,1,171,2,7.96722e-4,ASV_00010,IT2
10,1,2923,3,3.1877e-5,ASV_00010,IT3
10,1,1500,4,2.75602e-4,ASV_00010,FI1
10,1,321,5,6.81145e-4,ASV_00010,UK1
10,1,1966,6,2.13061e-4,ASV_00010,UK2
10,1,681,7,4.66262e-4,ASV_00010,SE1
11,1,1977,1,2.10373e-4,ASV_00011,IT1
11,1,2595,2,1.23352e-4,ASV_00011,IT2
11,1,2987,3,1.67143e-5,ASV_00011,IT3
11,1,1250,4,3.15197e-4,ASV_00011,FI1
11,1,167,5,7.99811e-4,ASV_00011,UK1
11,1,2042,6,2.00936e-4,ASV_00011,UK2
11,1,654,7,4.75716e-4,ASV_00011,SE1
12,1,1811,1,2.32467e-4,ASV_00012,IT1
12,1,482,2,5.53755e-4,ASV_00012,IT2
12,1,2215,4,1.78066e-4,ASV_00012,FI1
12,1,152,5,8.15708e-4,ASV_00012,UK1
12,1,2563,6,1.27664e-4,ASV_00012,UK2
12,1,1259,7,3.14398e-4,ASV_00012,SE1
13,1,2661,1,1.07901e-4,ASV_00013,IT1
13,1,579,2,5.0543e-4,ASV_00013,IT2
13,1,2883,3,3.87366e-5,ASV_00013,IT3
13,1,1073,4,3.54005e-4,ASV_00013,FI1
13,1,79,5,8.77296e-4,ASV_00013,UK1
13,1,2570,6,1.26578e-4,ASV_00013,UK2
13,1,2105,7,1.92317e-4,ASV_00013,SE1
14,1,824,1,4.20065e-4,ASV_00014,IT1
14,1,1185,2,3.29702e-4,ASV_00014,IT2
14,1,2999,3,4.27851e-6,ASV_00014,IT3
14,1,1636,4,2.54787e-4,ASV_00014,FI1
14,1,599,5,4.9947e-4,ASV_00014,UK1
14,1,1698,6,2.45048e-4,ASV_00014,UK2
14,1,1670,7,2.48952e-4,ASV_00014,SE1
15,1,1673,1,2.48095e-4,ASV_00015,IT1
15,1,574,2,0.00050946400000000005,ASV_00015,IT2
15,1,2981,3,1.95839e-5,ASV_00015,IT3
15,1,2060,4,1.98982e-4,ASV_00015,FI1
15,1,33,5,9.43e-4,ASV_00015,UK1
15,1,2538,6,1.31869e-4,ASV_00015,UK2
15,1,1195,7,3.27019e-4,ASV_00015,SE1
16,1,1221,2,3.20759e-4,ASV_00016,IT2
16,1,2880,3,3.89175e-5,ASV_00016,IT3
16,1,835,4,4.17951e-4,ASV_00016,FI1
16,1,356,5,6.50161e-4,ASV_00016,UK1
16,1,2022,6,2.03543e-4,ASV_00016,UK2
16,1,1644,7,2.53157e-4,ASV_00016,SE1
17,1,1597,1,2.60124e-4,ASV_00017,IT1
17,1,1190,2,3.28258e-4,ASV_00017,IT2
17,1,2708,3,9.54815e-5,ASV_00017,IT3
17,1,281,5,7.19686e-4,ASV_00017,UK1
17,1,2748,6,8.28888e-5,ASV_00017,UK2
