taxa_from,PF_T,PF_T_sd,num_layers,taxa,run
Actinobacteria,0.39415894469024926,0.2814832067762871,6,Class,413
Alphaproteobacteria,0.30900488357543254,0.26482321946267545,6,Class,413
Bacilli,0.4263726025422908,0.31868127132755236,7,Class,413
Bacteroidia,0.5180404842438289,0.30944126689930035,7,Class,413
Clostridia,0.47952266495121576,0.2986883315762499,7,Class,413
Coriobacteriia,0.39528296704407884,0.2683058140102654,6,Class,413
Desulfovibrionia,0.5534136145753309,0.23259332828112694,6,Class,413
Fibrobacteria,0.42495688939095244,0.28295734777172615,7,Class,413
Gammaproteobacteria,0.5879885571464722,0.26901782230106164,7,Class,413
Gracilibacteria,0.49334687933972937,0.2691081925995008,7,Class,413
Kiritimatiellae,0.5467000796957946,0.3357981946936246,7,Class,413
Lentisphaeria,0.49143181780587963,0.27557723056285655,7,Class,413
MVP-15,0.7487179487179487,NA,2,Class,413
Methanobacteria,0.4004181335141815,0.28339755548227075,7,Class,413
Negativicutes,0.4712898868625283,0.2885677390196023,7,Class,413
Spirochaetia,0.479748187643488,0.28621727356253257,7,Class,413
Thermoplasmata,0.3268482490272373,NA,2,Class,413
Absconditabacteriales_(SR1),0.4882697799193881,0.2620785217726561,7,Order,413
Acetobacterales,0.32901606093981417,0.22106119930812312,4,Order,413
Acholeplasmatales,0.4310209842547918,0.30918481413432247,7,Order,413
Acidaminococcales,0.42211952827310295,0.2761322880208605,7,Order,413
Aeromonadales,0.5698935177143531,0.25766254814756906,7,Order,413
Bacteroidales,0.5140116914043702,0.30621137636894274,7,Order,413
Bifidobacteriales,0.39302886909301443,0.27791369742842675,6,Order,413
Burkholderiales,0.6116504854368932,NA,2,Order,413
Christensenellales,0.42943856885791065,0.2940850944154185,7,Order,413
Clostridia_UCG-014,0.4707905614124845,0.3143432482272593,7,Order,413
Clostridia_or,0.45305266910639175,0.24137791184971819,7,Order,413
Coriobacteriales,0.38485446149176883,0.2566629799584014,6,Order,413
Desulfovibrionales,0.542758436371608,0.22261118112724437,6,Order,413
Eubacteriales,0.2948717948717948,NA,2,Order,413
Fibrobacterales,0.42053186465661124,0.27708835020347083,7,Order,413
Lachnospirales,0.48933580838845553,0.29769574561995754,7,Order,413
Lactobacillales,0.7730850999296042,0.09845319555005257,3,Order,413
Methanobacteriales,0.3983797356915525,0.27986286603408117,7,Order,413
Methanomassiliicoccales,0.32806324110671936,NA,2,Order,413
Oligosphaerales,0.7001080748945123,0.18161053260223511,4,Order,413
Oscillospirales,0.4783111981974594,0.2952807749462504,7,Order,413
Peptostreptococcales-Tissierellales,0.5742824891107126,0.19696582093142703,6,Order,413
Rhodospirillales,0.4651430617946011,0.2570760472475249,4,Order,413
Spirochaetales,0.47818724531257767,0.28460363521839466,7,Order,413
Veillonellales-Selenomonadales,0.4739683578590251,0.290127796605339,7,Order,413
Victivallales,0.6025189298294652,0.25835032026682975,7,Order,413
WCHB1-41,0.5418675202514567,0.3307370927941162,7,Order,413
Acetobacteraceae,0.30301521593860614,0.19227907769939417,4,Family,413
Acholeplasmataceae,0.4217503175737182,0.3000455685952869,7,Family,413
Acidaminococcaceae,0.40932074903562093,0.26990370421486365,7,Family,413
Anaerovoracaceae,0.5622518063946872,0.18665366726786692,6,Family,413
Atopobiaceae,0.41687820593497515,0.2506139443168974,6,Family,413
Bacteroidales_BS11_gut_group,0.4764320360126051,0.30157520722054876,7,Family,413
Bacteroidales_RF16_group,0.45140051338531123,0.27647031615523343,7,Family,413
Bacteroidales_UCG-001,0.351778388271189,0.24196033264354147,4,Family,413
Bifidobacteriaceae,0.38808865986444163,0.26763132697126846,6,Family,413
Christensenellaceae,0.42868254921646864,0.290746223862168,7,Family,413
Defluviitaleaceae,0.5025632867927126,0.18193531568027965,5,Family,413
Desulfovibrionaceae,0.5310311554069685,0.21255567603537237,6,Family,413
Eggerthellaceae,0.3229357798165138,NA,2,Family,413
Eubacteriaceae,0.3172413793103448,NA,2,Family,413
F082,0.4387354921566869,0.2732366190202613,7,Family,413
Fibrobacteraceae,0.4131629512008672,0.26557398017801553,7,Family,413
Hungateiclostridiaceae,0.45015734253916595,0.23549072736389412,7,Family,413
Lachnospiraceae,0.48084662014539664,0.2853199874554984,7,Family,413
Lactobacillaceae,0.748249520292531,0.08865234971258089,3,Family,413
Methanobacteriaceae,0.3899927433663985,0.27070816844354656,7,Family,413
Methanomethylophilaceae,0.3370288248337029,NA,2,Family,413
Muribaculaceae,0.4507686481348929,0.2771899703882626,7,Family,413
Oligosphaeraceae,0.6885448007690119,0.16382970255443396,4,Family,413
Oscillospiraceae,0.5078632670448081,0.26890904952572486,7,Family,413
Prevotellaceae,0.5054543871392003,0.2893185089580398,7,Family,413
Rikenellaceae,0.4987505490003337,0.28029202274482856,7,Family,413
Ruminococcaceae,0.43009761102074834,0.30706951309005753,7,Family,413
Selenomonadaceae,0.41119076558497436,0.2989248028863664,7,Family,413
Spirochaetaceae,0.4686408161909542,0.2749600060102431,7,Family,413
Succinivibrionaceae,0.555554615352451,0.2378758321734179,7,Family,413
UCG-010,0.4492419271855173,0.32749034385436654,3,Family,413
Veillonellaceae,0.3662734660411585,0.3036981363922666,4,Family,413
p-251-o5,0.5073741493595779,0.28388864098407807,7,Family,413
vadinBE97,0.5760160068910337,0.23528378509502693,7,Family,413
Acetitomaculum,0.4730076848357795,0.22962930638971396,6,Genus,413
Acetobacter,0.24984649441171178,0.14327936648815104,4,Genus,413
Alloprevotella,0.5461124562819478,0.25699837323850194,3,Genus,413
Anaeroplasma,0.3996505975445337,0.28745292955875773,7,Genus,413
Anaerovibrio,0.6212903200555938,0.15840197924013114,5,Genus,413
Anaerovorax,0.44574990338427206,0.13613161148849315,5,Genus,413
Atopobium,0.24034334763948495,NA,2,Genus,413
Bifidobacterium,0.34466315546374754,0.27621438528302594,5,Genus,413
Blautia,0.4877056277056277,0.1453077748478468,3,Genus,413
Butyrivibrio,0.46059348681603374,0.1725142636757375,7,Genus,413
CAG-352,0.36438552088264575,0.18913574848814296,6,Genus,413
Christensenellaceae_R-7_group,0.4107526666566984,0.26867107061060846,7,Genus,413
Colidextribacter,0.4875687753107108,0.0529349246839431,3,Genus,413
Coprococcus,0.4500515035393029,0.27430058347543873,5,Genus,413
DNF00809,0.34256926952141054,NA,2,Genus,413
Defluviitaleaceae_UCG-011,0.44252064769708416,0.15510060896760985,5,Genus,413
Desulfovibrio,0.4252880551300115,0.18192213195170565,6,Genus,413
Dialister,0.34148444019917934,0.2548857066612094,4,Genus,413
Eubacterium,0.26890756302521013,NA,2,Genus,413
Family_XIII_AD3011_group,0.5035419402655107,0.15246082444656775,4,Genus,413
Fibrobacter,0.39942066380209323,0.2426141308117893,7,Genus,413
Lachnoclostridium,0.5512886677058414,0.13015682207807858,5,Genus,413
Lachnospira,0.5440498253622094,0.1350535771084784,4,Genus,413
Lachnospiraceae_AC2044_group,0.4720945982559011,0.25978024296779106,7,Genus,413
Lachnospiraceae_ND3007_group,0.43671436472006714,0.17029292909740765,4,Genus,413
Lachnospiraceae_NK3A20_group,0.4333564975320903,0.2887261546493928,7,Genus,413
Lachnospiraceae_NK4A136_group,0.3744112669111208,0.2329936176858948,7,Genus,413
Lachnospiraceae_UCG-009,0.5910222198380687,0.16642338899419648,5,Genus,413
Lachnospiraceae_XPB1014_group,0.4020002917212213,0.14993349454282248,6,Genus,413
Lactobacillus,0.6630527668412235,0.07310872999331418,3,Genus,413
Marvinbryantia,0.7321428571428572,NA,2,Genus,413
Methanobrevibacter,0.3844149395694752,0.2529103140688211,7,Genus,413
Methanosphaera,0.45469887364197953,0.17901853726169337,5,Genus,413
Mogibacterium,0.5095513751308515,0.15301896922380698,5,Genus,413
Moryella,0.3961020894799378,0.18615203828441335,7,Genus,413
NK4A214_group,0.4660194472848322,0.24777363882373732,7,Genus,413
Olsenella,0.39509274138076705,0.2039313482537976,6,Genus,413
Oribacterium,0.41594754748074747,0.1894706520009665,5,Genus,413
Prevotella,0.48732975803856704,0.2736292578453703,7,Genus,413
Prevotellaceae_Ga6A1_group,0.3604998115416039,0.22341456260115622,7,Genus,413
Prevotellaceae_NK3B31_group,0.42811548203143485,0.23602432392947406,7,Genus,413
Prevotellaceae_UCG-001,0.4679594277613465,0.2832989261529722,7,Genus,413
Prevotellaceae_UCG-003,0.48894635899536754,0.2769351354168512,7,Genus,413
Prevotellaceae_UCG-004,0.3741516054061582,0.19965003108539947,7,Genus,413
Prevotellaceae_YAB2003_group,0.4424607853453106,0.26145097506671805,7,Genus,413
Pseudobutyrivibrio,0.45984191599455576,0.24602496603215288,7,Genus,413
Pseudoscardovia,0.607843137254902,NA,2,Genus,413
Rikenellaceae_RC9_gut_group,0.48697537367133636,0.26165921013775956,7,Genus,413
Ruminobacter,0.4754136011893906,0.15963874965665661,7,Genus,413
Ruminococcus,0.41763519882582306,0.291099914926607,7,Genus,413
Saccharofermentans,0.41960613921679546,0.21030739541080098,7,Genus,413
Selenomonas,0.41695772585245666,0.19990813716964279,7,Genus,413
Shuttleworthia,0.42331862799783637,0.24356168560948868,5,Genus,413
Succiniclasticum,0.3762287060742098,0.2410438116435807,7,Genus,413
Succinimonas,0.42847449003768084,0.23895844806832842,6,Genus,413
Succinivibrio,0.4776532167139654,0.19656629259318045,7,Genus,413
Succinivibrionaceae_UCG-001,0.4099484151935378,0.22740717909345964,5,Genus,413
Succinivibrionaceae_UCG-002,0.4130276150955018,0.22868413359524717,7,Genus,413
Syntrophococcus,0.6706180715707194,0.04783685857817298,3,Genus,413
Treponema,0.4496343500254923,0.25703324811632355,7,Genus,413
Tyzzerella,0.6390041493775933,NA,2,Genus,413
U29-B03,0.48,NA,2,Genus,413
UCG-005,0.5071187035774142,0.22500574843721402,7,Genus,413
Veillonellaceae_UCG-001,0.5113636363636364,NA,2,Genus,413
Z20,0.39106260554562894,0.14490239278952985,3,Genus,413
horsej-a03,0.622030430616741,0.08934886230299843,3,Genus,413
probable_genus_10,0.4171242168957527,0.1707872401193219,5,Genus,413
