from,PF_J,PF_J_sd,num_layers,run
ASV_00001,0.0760530763546978,0.04994495324223374,5,413
ASV_00002,0.06981515812182651,0.05383577617824887,7,413
ASV_00003,0.06906760214546515,0.05769642476143698,7,413
ASV_00004,0.057138070913100344,0.04153163255032363,7,413
ASV_00005,0.06248210442877211,0.04782564770223135,7,413
ASV_00006,0.05789993962984324,0.048583345374933244,7,413
ASV_00007,0.06523760395208536,0.052353998846067215,7,413
ASV_00008,0.06260417294328376,0.044492725438655206,7,413
ASV_00009,0.061374712201491904,0.03642518297492049,7,413
ASV_00010,0.054765329999437645,0.04547957273540846,7,413
ASV_00011,0.07163428213643334,0.07284427427747601,7,413
ASV_00012,0.0793633044524301,0.04234298761006528,6,413
ASV_00013,0.061149949099391435,0.04300064833353558,7,413
ASV_00014,0.06682951265407648,0.03992461888778626,7,413
ASV_00015,0.05024836573141696,0.031597150141503993,7,413
ASV_00016,0.05102663082121201,0.048162886271709074,6,413
ASV_00017,0.048862485542390276,0.034572885636852776,5,413
ASV_00018,0.07552711818437324,0.04785753027748184,7,413
ASV_00019,0.057605589595496935,0.049668319664493,7,413
ASV_00020,0.050432109279055136,0.04552333428826607,7,413
ASV_00021,0.056921639032147954,0.03388165216914811,6,413
ASV_00022,0.06033688856078564,0.0345851817102908,7,413
ASV_00023,0.06702527748086592,0.04673813706560583,7,413
ASV_00024,0.0935066959723123,0.06570198610893148,7,413
ASV_00025,0.08079468459201984,0.06877566431267804,4,413
ASV_00026,0.05648871510860654,0.0540995217600174,7,413
ASV_00028,0.03438607739868517,0.03126419878345388,7,413
ASV_00029,0.06176475615609521,0.052134582314439376,7,413
ASV_00030,0.053400158054425974,0.03979240974848202,7,413
ASV_00031,0.07754766631282857,0.06496664848595783,7,413
ASV_00032,0.06559162528089409,0.04778361828334801,7,413
ASV_00033,0.05196847767428001,0.03978934112383397,7,413
ASV_00034,0.05836441502313715,0.04437217478841329,7,413
ASV_00035,0.05566054192134527,0.03709758624501999,7,413
ASV_00036,0.07667738576285729,0.05780920471994846,7,413
ASV_00037,0.049527801445032486,0.043966646337795026,6,413
ASV_00038,0.05959302935105589,0.044360518117569914,5,413
ASV_00039,0.08304642466035386,0.06120198952352692,5,413
ASV_00040,0.08092579354553488,0.052120199640314474,7,413
ASV_00041,0.051702480627378526,0.04362922701186234,6,413
ASV_00042,0.07422506414019679,0.05759404431345008,7,413
ASV_00043,0.09208485522792323,0.07203359028174429,5,413
ASV_00044,0.06220977809968919,0.04625524057710276,7,413
ASV_00045,0.08024329765070419,0.035382722051490435,6,413
ASV_00046,0.0671174093466455,0.0356382980794254,7,413
ASV_00047,0.0868427784641106,0.0358227456321603,4,413
ASV_00048,0.06983257507759985,0.04203285413032648,7,413
ASV_00049,0.05767293852222324,0.04852266738234761,6,413
ASV_00050,0.05092651526497407,0.03904697725930647,6,413
ASV_00051,0.07163027533133726,0.06329526542073187,7,413
ASV_00052,0.04937983803392888,0.030560251323664515,6,413
ASV_00053,0.07599673386485754,0.03786189917075926,7,413
ASV_00054,0.05495671553790269,0.05442575689014803,7,413
ASV_00055,0.06866497937746499,0.05546248275922758,7,413
ASV_00056,0.05240597890883853,0.041708055893649405,7,413
ASV_00057,0.06175587755810851,0.0331158366295878,7,413
ASV_00058,0.04935412120705228,0.04067879992255889,7,413
ASV_00059,0.08980290689202161,0.06192586249113139,7,413
ASV_00060,0.05336814871709518,0.02609424130375171,5,413
ASV_00061,0.07362221630106311,0.020578467637247903,5,413
ASV_00062,0.05825430675589408,0.04689942633663276,7,413
ASV_00063,0.06700480438016188,0.056941844198464285,7,413
ASV_00064,0.062249506716047134,0.04895587697467829,7,413
ASV_00065,0.1108649400561209,0.09604533352851995,4,413
ASV_00066,0.08874107730469402,0.04374820257428181,5,413
ASV_00067,0.052669543745763395,0.04915109649106385,7,413
ASV_00068,0.058711919214824305,0.0652983064517693,5,413
ASV_00069,0.049069377129097855,0.04151440340827978,6,413
ASV_00070,0.057273898754635566,0.04282416011287797,7,413
ASV_00071,0.06917287940164794,0.05099403831737348,7,413
ASV_00072,0.10244643073723465,0.0378928147085047,3,413
ASV_00073,0.06332808601825357,0.04600285798868558,5,413
ASV_00074,0.0845922325352687,0.052919070852597144,4,413
ASV_00075,0.07496722583945595,0.04280591329929965,5,413
ASV_00076,0.06028552642544044,0.032000874587701546,7,413
ASV_00077,0.04670430866438128,0.06733146214127451,3,413
ASV_00078,0.0695767220481917,0.05440321467070527,7,413
ASV_00079,0.07644716020042454,0.04496002185469077,5,413
ASV_00080,0.050144875546245964,0.03912104487583587,6,413
ASV_00081,0.05927100188597924,0.04240642444662626,7,413
ASV_00082,0.07661793619406558,0.03541254541902325,3,413
ASV_00083,0.0690815757300957,0.04811188131231147,7,413
ASV_00084,0.04714132668334225,0.03407756877388113,7,413
ASV_00085,0.044387383652031334,0.03756316176490377,5,413
ASV_00086,0.06575429636657067,0.04924511742660631,7,413
ASV_00087,0.06467966449447522,0.04436725419468691,7,413
ASV_00088,0.0643464040297271,0.041656689851220535,5,413
ASV_00089,0.044400337940811066,0.04609479312643266,5,413
ASV_00090,0.059889783423524724,0.03607184570407449,7,413
ASV_00091,0.04012609629109478,0.03717404005370965,5,413
ASV_00092,0.07392342192593995,0.0469679357416521,7,413
ASV_00093,0.0785911835868296,0.03560314351528175,6,413
ASV_00094,0.08945775930379227,0.03782060344041985,5,413
ASV_00095,0.05645692896602918,0.03851654375127221,6,413
ASV_00096,0.06296968373733969,0.04157585612045007,7,413
ASV_00097,0.054752762602207,0.044962073933985214,6,413
ASV_00098,0.07696073403788807,0.09114385187113969,4,413
ASV_00099,0.09897555224205878,0.06023514805342703,5,413
ASV_00100,0.059184431960305504,0.04206142612717474,6,413
ASV_00101,0.0909803729658444,0.041314954549936514,6,413
ASV_00102,0.048978710495766666,0.033629235857225395,5,413
ASV_00103,0.05220933723932286,0.0545320870886992,5,413
