node_id,module,layer_id,flow,node_name,layer_name
1,1,1,1.93804e-4,ASV_00001,IT1
1,1,2,2.30856e-4,ASV_00001,IT2
1,1,3,4.05624e-5,ASV_00001,IT3
1,1,5,9.51016e-4,ASV_00001,UK1
1,1,6,8.0558e-5,ASV_00001,UK2
2,1,1,2.27375e-4,ASV_00002,IT1
2,1,2,5.46557e-4,ASV_00002,IT2
2,1,3,4.74981e-5,ASV_00002,IT3
2,1,4,3.89515e-4,ASV_00002,FI1
2,1,5,0.00104445,ASV_00002,UK1
2,1,6,1.40609e-4,ASV_00002,UK2
2,1,7,2.25631e-4,ASV_00002,SE1
3,1,1,1.26722e-4,ASV_00003,IT1
3,1,2,5.33073e-4,ASV_00003,IT2
3,1,3,5.34225e-5,ASV_00003,IT3
3,1,4,2.56078e-4,ASV_00003,FI1
3,1,5,9.4221e-4,ASV_00003,UK1
3,1,6,1.01466e-4,ASV_00003,UK2
3,1,7,4.31596e-4,ASV_00003,SE1
4,1,1,4.13321e-4,ASV_00004,IT1
4,1,2,3.88937e-4,ASV_00004,IT2
4,1,3,6.3443e-5,ASV_00004,IT3
4,1,4,3.5275e-4,ASV_00004,FI1
4,1,5,3.58082e-4,ASV_00004,UK1
4,1,6,1.15362e-4,ASV_00004,UK2
4,1,7,5.08138e-4,ASV_00004,SE1
5,1,1,2.72994e-4,ASV_00005,IT1
5,1,2,6.10981e-4,ASV_00005,IT2
5,1,3,5.86281e-5,ASV_00005,IT3
5,1,4,4.29741e-4,ASV_00005,FI1
5,1,5,6.72715e-4,ASV_00005,UK1
5,1,6,1.53061e-4,ASV_00005,UK2
5,1,7,3.60934e-4,ASV_00005,SE1
6,1,1,2.98732e-4,ASV_00006,IT1
6,1,2,5.14183e-4,ASV_00006,IT2
6,1,3,3.29247e-5,ASV_00006,IT3
6,1,4,4.68204e-4,ASV_00006,FI1
6,1,5,8.80954e-4,ASV_00006,UK1
6,1,6,2.41082e-4,ASV_00006,UK2
6,1,7,4.78029e-4,ASV_00006,SE1
7,1,1,2.29309e-4,ASV_00007,IT1
7,1,2,3.42524e-4,ASV_00007,IT2
7,1,3,3.44209e-5,ASV_00007,IT3
7,1,4,5.24826e-4,ASV_00007,FI1
7,1,5,7.27745e-4,ASV_00007,UK1
7,1,6,2.16957e-4,ASV_00007,UK2
7,1,7,1.97005e-4,ASV_00007,SE1
8,1,1,1.93975e-4,ASV_00008,IT1
8,1,2,2.8767e-4,ASV_00008,IT2
8,1,3,2.46871e-5,ASV_00008,IT3
8,1,4,5.93302e-5,ASV_00008,FI1
8,1,5,7.8187e-4,ASV_00008,UK1
8,1,6,1.47463e-4,ASV_00008,UK2
8,1,7,3.36335e-4,ASV_00008,SE1
9,1,1,2.03458e-4,ASV_00009,IT1
9,1,2,2.76135e-4,ASV_00009,IT2
9,1,3,5.12129e-5,ASV_00009,IT3
9,1,4,2.65005e-4,ASV_00009,FI1
9,1,5,8.50116e-4,ASV_00009,UK1
9,1,6,1.27846e-4,ASV_00009,UK2
9,1,7,1.72595e-4,ASV_00009,SE1
10,1,1,1.43784e-4,ASV_00010,IT1
10,1,2,1.9802e-4,ASV_00010,IT2
10,1,3,3.43153e-5,ASV_00010,IT3
10,1,4,4.62568e-4,ASV_00010,FI1
10,1,5,5.11812e-4,ASV_00010,UK1
10,1,6,2.05199e-4,ASV_00010,UK2
10,1,7,3.31749e-4,ASV_00010,SE1
11,1,1,4.64445e-4,ASV_00011,IT1
11,1,2,5.64709e-4,ASV_00011,IT2
11,1,3,3.70212e-5,ASV_00011,IT3
11,1,4,2.62901e-4,ASV_00011,FI1
11,1,5,7.02104e-4,ASV_00011,UK1
11,1,6,1.32474e-4,ASV_00011,UK2
11,1,7,2.38226e-4,ASV_00011,SE1
12,1,1,2.46602e-4,ASV_00012,IT1
12,1,2,7.22203e-4,ASV_00012,IT2
12,1,4,3.59781e-4,ASV_00012,FI1
12,1,5,9.74164e-4,ASV_00012,UK1
12,1,6,1.71177e-4,ASV_00012,UK2
12,1,7,3.37597e-4,ASV_00012,SE1
13,1,1,2.39312e-4,ASV_00013,IT1
13,1,2,4.02473e-4,ASV_00013,IT2
13,1,3,2.39511e-5,ASV_00013,IT3
13,1,4,3.64048e-4,ASV_00013,FI1
13,1,5,5.55651e-4,ASV_00013,UK1
13,1,6,1.52901e-4,ASV_00013,UK2
13,1,7,3.70805e-4,ASV_00013,SE1
14,1,1,2.10889e-4,ASV_00014,IT1
14,1,2,2.30314e-4,ASV_00014,IT2
14,1,3,2.61172e-5,ASV_00014,IT3
14,1,4,2.65393e-4,ASV_00014,FI1
14,1,5,8.00054e-4,ASV_00014,UK1
14,1,6,2.0799e-4,ASV_00014,UK2
14,1,7,1.68645e-4,ASV_00014,SE1
15,1,1,2.49138e-4,ASV_00015,IT1
15,1,2,3.23502e-4,ASV_00015,IT2
15,1,3,3.2574e-5,ASV_00015,IT3
15,1,4,3.38275e-4,ASV_00015,FI1
15,1,5,6.14067e-4,ASV_00015,UK1
15,1,6,7.05857e-5,ASV_00015,UK2
15,1,7,6.17723e-4,ASV_00015,SE1
16,1,2,2.12208e-4,ASV_00016,IT2
16,1,3,1.88328e-5,ASV_00016,IT3
16,1,4,2.98452e-4,ASV_00016,FI1
16,1,5,8.30121e-4,ASV_00016,UK1
16,1,6,9.22266e-5,ASV_00016,UK2
16,1,7,5.27362e-4,ASV_00016,SE1
17,1,1,1.97165e-4,ASV_00017,IT1
17,1,2,5.38919e-4,ASV_00017,IT2
17,1,3,5.24238e-5,ASV_00017,IT3
17,1,5,7.20268e-4,ASV_00017,UK1
17,1,6,1.85332e-4,ASV_00017,UK2
18,1,1,1.99024e-4,ASV_00018,IT1
18,1,2,2.00012e-4,ASV_00018,IT2
18,1,3,4.12531e-5,ASV_00018,IT3
18,1,4,4.13645e-4,ASV_00018,FI1
18,1,5,7.78985e-4,ASV_00018,UK1
18,1,6,2.67151e-4,ASV_00018,UK2
18,1,7,4.43608e-4,ASV_00018,SE1
19,1,1,2.00156e-4,ASV_00019,IT1
19,1,2,4.46865e-4,ASV_00019,IT2
19,1,3,1.95302e-5,ASV_00019,IT3
19,1,4,3.27494e-4,ASV_00019,FI1
19,1,5,6.48208e-4,ASV_00019,UK1
19,1,6,2.67148e-4,ASV_00019,UK2
19,1,7,2.59391e-4,ASV_00019,SE1
20,1,1,3.21609e-4,ASV_00020,IT1
20,1,2,6.88812e-4,ASV_00020,IT2
20,1,3,5.29818e-5,ASV_00020,IT3
20,1,4,1.80388e-4,ASV_00020,FI1
20,1,5,4.279e-4,ASV_00020,UK1
20,1,6,1.39572e-4,ASV_00020,UK2
20,1,7,2.06461e-4,ASV_00020,SE1
21,1,2,4.04845e-4,ASV_00021,IT2
21,1,3,1.8051e-5,ASV_00021,IT3
21,1,4,3.12377e-4,ASV_00021,FI1
21,1,5,8.35833e-4,ASV_00021,UK1
21,1,6,1.56859e-4,ASV_00021,UK2
21,1,7,3.81055e-4,ASV_00021,SE1
22,1,1,2.40359e-4,ASV_00022,IT1
22,1,2,4.07198e-4,ASV_00022,IT2
22,1,3,5.10018e-5,ASV_00022,IT3
22,1,4,2.59159e-4,ASV_00022,FI1
22,1,5,9.77404e-4,ASV_00022,UK1
22,1,6,1.63203e-4,ASV_00022,UK2
22,1,7,3.70309e-4,ASV_00022,SE1
23,1,1,2.65194e-4,ASV_00023,IT1
23,1,2,4.12439e-4,ASV_00023,IT2
23,1,3,3.27897e-5,ASV_00023,IT3
23,1,4,3.59222e-4,ASV_00023,FI1
23,1,5,9.38488e-4,ASV_00023,UK1
23,1,6,1.50564e-4,ASV_00023,UK2
23,1,7,4.58377e-4,ASV_00023,SE1
24,1,1,1.95004e-4,ASV_00024,IT1
24,1,2,1.87482e-4,ASV_00024,IT2
24,1,3,3.42598e-5,ASV_00024,IT3
24,1,4,4.58317e-4,ASV_00024,FI1
24,1,5,8.24257e-4,ASV_00024,UK1
24,1,6,2.39971e-4,ASV_00024,UK2
24,1,7,1.63637e-4,ASV_00024,SE1
25,1,1,1.19057e-4,ASV_00025,IT1
25,1,2,4.27728e-4,ASV_00025,IT2
25,1,3,4.76519e-5,ASV_00025,IT3
25,1,5,5.72949e-4,ASV_00025,UK1
26,1,1,2.64021e-4,ASV_00026,IT1
26,1,2,3.03606e-4,ASV_00026,IT2
26,1,3,3.257e-5,ASV_00026,IT3
26,1,4,3.55817e-4,ASV_00026,FI1
26,1,5,7.69326e-4,ASV_00026,UK1
26,1,6,8.16078e-5,ASV_00026,UK2
26,1,7,3.2152e-4,ASV_00026,SE1
27,1,7,2.67785e-4,ASV_00027,SE1
28,1,1,2.22215e-4,ASV_00028,IT1
28,1,2,5.49398e-4,ASV_00028,IT2
28,1,3,3.34455e-5,ASV_00028,IT3
28,1,4,2.85077e-4,ASV_00028,FI1
28,1,5,8.54873e-4,ASV_00028,UK1
28,1,6,1.68024e-4,ASV_00028,UK2
28,1,7,1.95856e-4,ASV_00028,SE1
29,1,1,2.58306e-4,ASV_00029,IT1
29,1,2,2.25139e-4,ASV_00029,IT2
29,1,3,5.4503e-5,ASV_00029,IT3
29,1,4,2.26331e-4,ASV_00029,FI1
29,1,5,8.91024e-4,ASV_00029,UK1
29,1,6,2.01842e-4,ASV_00029,UK2
29,1,7,2.20541e-4,ASV_00029,SE1
30,1,1,2.40237e-4,ASV_00030,IT1
30,1,2,4.64292e-4,ASV_00030,IT2
30,1,3,5.09908e-5,ASV_00030,IT3
30,1,4,2.50924e-4,ASV_00030,FI1
30,1,5,7.12079e-4,ASV_00030,UK1
30,1,6,3.26135e-4,ASV_00030,UK2
30,1,7,3.93712e-4,ASV_00030,SE1
31,1,1,2.81507e-4,ASV_00031,IT1
31,1,2,2.5275e-4,ASV_00031,IT2
31,1,3,2.09009e-5,ASV_00031,IT3
31,1,4,2.95922e-4,ASV_00031,FI1
31,1,5,5.19428e-4,ASV_00031,UK1
31,1,6,1.41394e-4,ASV_00031,UK2
31,1,7,3.87839e-4,ASV_00031,SE1
32,1,1,1.78241e-4,ASV_00032,IT1
32,1,2,2.71192e-4,ASV_00032,IT2
32,1,3,2.35383e-5,ASV_00032,IT3
32,1,4,4.54851e-4,ASV_00032,FI1
32,1,5,8.41138e-4,ASV_00032,UK1
32,1,6,1.32261e-4,ASV_00032,UK2
32,1,7,1.92471e-4,ASV_00032,SE1
33,1,1,2.7161e-4,ASV_00033,IT1
33,1,2,3.61352e-4,ASV_00033,IT2
33,1,3,5.53296e-5,ASV_00033,IT3
33,1,4,3.29584e-4,ASV_00033,FI1
33,1,5,9.9869e-4,ASV_00033,UK1
33,1,6,1.75219e-4,ASV_00033,UK2
33,1,7,3.11909e-4,ASV_00033,SE1
34,1,1,2.54871e-4,ASV_00034,IT1
34,1,2,3.45902e-4,ASV_00034,IT2
34,1,3,2.77902e-5,ASV_00034,IT3
34,1,4,2.47485e-4,ASV_00034,FI1
34,1,5,6.05357e-4,ASV_00034,UK1
34,1,6,1.41489e-4,ASV_00034,UK2
34,1,7,1.56338e-4,ASV_00034,SE1
35,1,1,1.9129e-4,ASV_00035,IT1
35,1,2,5.09087e-4,ASV_00035,IT2
35,1,3,5.65397e-5,ASV_00035,IT3
35,1,4,3.23954e-4,ASV_00035,FI1
35,1,5,7.58864e-4,ASV_00035,UK1
35,1,6,1.53797e-4,ASV_00035,UK2
35,1,7,3.41266e-5,ASV_00035,SE1
36,1,1,2.09345e-4,ASV_00036,IT1
36,1,2,4.13108e-4,ASV_00036,IT2
36,1,3,4.38225e-5,ASV_00036,IT3
36,1,4,6.22395e-4,ASV_00036,FI1
36,1,5,9.20622e-4,ASV_00036,UK1
36,1,6,1.05432e-4,ASV_00036,UK2
36,1,7,2.41802e-4,ASV_00036,SE1
37,1,1,2.04419e-4,ASV_00037,IT1
37,1,2,3.12845e-4,ASV_00037,IT2
37,1,3,5.36449e-5,ASV_00037,IT3
37,1,5,5.99982e-4,ASV_00037,UK1
