taxa_from,PF_T,PF_T_sd,num_layers,taxa,run
Actinobacteria,0.38970001559550277,0.2800486163237213,6,Class,220
Alphaproteobacteria,0.36454239180505754,0.30127393336693997,6,Class,220
Bacilli,0.40337762295100427,0.31322648831993194,7,Class,220
Bacteroidia,0.5177635763862519,0.31352470200057864,7,Class,220
Clostridia,0.46688687936022605,0.2953856436552886,7,Class,220
Coriobacteriia,0.46709670613237625,0.3153267400396702,6,Class,220
Desulfovibrionia,0.565785077269906,0.2317247078788857,6,Class,220
Fibrobacteria,0.4476526284044431,0.25673942051724313,7,Class,220
Gammaproteobacteria,0.5605050698207206,0.25718650398585835,7,Class,220
Gracilibacteria,0.48173989014420987,0.24746149842411594,7,Class,220
Kiritimatiellae,0.5078304357026482,0.32900474214144976,7,Class,220
Lentisphaeria,0.5132729880704647,0.31031078523412947,7,Class,220
MVP-15,0.595959595959596,NA,2,Class,220
Methanobacteria,0.4217568120525221,0.2811622970350441,7,Class,220
Negativicutes,0.4892117073814693,0.28345739308287543,7,Class,220
Spirochaetia,0.4761481065051349,0.27970455258311105,7,Class,220
Thermoplasmata,0.15458937198067635,NA,2,Class,220
Absconditabacteriales_(SR1),0.47757373484663884,0.24268060992472149,7,Order,220
Acetobacterales,0.3769709069776185,0.31776676919303265,4,Order,220
Acholeplasmatales,0.4121857479866593,0.30577635778894907,7,Order,220
Acidaminococcales,0.48335742179879665,0.25440867529747335,7,Order,220
Aeromonadales,0.5238245563819327,0.23615670019616705,7,Order,220
Bacteroidales,0.5143967228560534,0.30997465004511054,7,Order,220
Bifidobacteriales,0.3877420236589979,0.27799729002330564,6,Order,220
Burkholderiales,0.419047619047619,NA,2,Order,220
Christensenellales,0.42289721452397033,0.27359091656999907,7,Order,220
Clostridia_UCG-014,0.4574900909460841,0.2977593234406664,7,Order,220
Clostridia_or,0.3764277982535923,0.250491383377101,7,Order,220
Coriobacteriales,0.457353920279349,0.30570458679679285,6,Order,220
Desulfovibrionales,0.552203641447782,0.22273566073511855,6,Order,220
Eubacteriales,0.6309523809523809,NA,2,Order,220
Fibrobacterales,0.44478188890682196,0.253079651352098,7,Order,220
Lachnospirales,0.48665493081900074,0.3024418612942566,7,Order,220
Lactobacillales,0.6592062255891065,0.10851972191129566,3,Order,220
Methanobacteriales,0.41867928371177826,0.27630239295504894,7,Order,220
Methanomassiliicoccales,0.1470588235294118,NA,2,Order,220
Oligosphaerales,0.781683866994353,0.06684647155653282,4,Order,220
Oscillospirales,0.45593868247169134,0.28544997265797706,7,Order,220
Peptostreptococcales-Tissierellales,0.6004246845338134,0.17926036546181914,6,Order,220
Rhodospirillales,0.47317316496659,0.2378888132223517,4,Order,220
Spirochaetales,0.47293898681036234,0.2752411491485693,7,Order,220
Veillonellales-Selenomonadales,0.46123250062606225,0.2823449255649362,7,Order,220
Victivallales,0.45472297582641047,0.24151190482945792,7,Order,220
WCHB1-41,0.50366444836092,0.32392522355038356,7,Order,220
Acetobacteraceae,0.374576972367549,0.307203663564634,4,Family,220
Acholeplasmataceae,0.40293591481312313,0.3020195473288395,7,Family,220
