from,PF_U,PF_U_sd,num_layers,unifrec_type,run
ASV_00001,0.3937407278246927,0.18566110465321292,5,d_1,266
ASV_00001,0.6371113977617697,0.1152062551700973,5,d_UW,266
ASV_00001,0.7593881474383903,0.12434278615094234,5,d_0,266
ASV_00001,0.5604981457396904,0.17133257041442854,5,d_0.5,266
ASV_00002,0.282919189406677,0.07878953501105197,7,d_1,266
ASV_00002,0.6432995218187963,0.10600679918946283,7,d_UW,266
ASV_00002,0.7414956754024739,0.09399272607282168,7,d_0,266
ASV_00002,0.4993983546899306,0.0933561243379581,7,d_0.5,266
ASV_00003,0.2543450510441886,0.055382785095633186,7,d_1,266
ASV_00003,0.6136657457842192,0.09464657660744423,7,d_UW,266
ASV_00003,0.7104723971298771,0.07962070504809754,7,d_0,266
ASV_00003,0.47123259438346754,0.07256434305512356,7,d_0.5,266
ASV_00004,0.2989504712005419,0.10172707890455882,7,d_1,266
ASV_00004,0.6536889397819413,0.07829951996696652,7,d_UW,266
ASV_00004,0.7443767190953717,0.07675849753434164,7,d_0,266
ASV_00004,0.5094034549691284,0.09241869859226759,7,d_0.5,266
ASV_00005,0.2670747208305949,0.08066067081211416,7,d_1,266
ASV_00005,0.6065602013689593,0.10094640653381705,7,d_UW,266
ASV_00005,0.7095336965194299,0.09134796298572724,7,d_0,266
ASV_00005,0.4723559876472567,0.09212259275485511,7,d_0.5,266
ASV_00006,0.24575011418848444,0.05431464184629113,7,d_1,266
ASV_00006,0.6207975662754811,0.10591116835858462,7,d_UW,266
ASV_00006,0.7108450643282327,0.08952607485631105,7,d_0,266
ASV_00006,0.46459518100309766,0.0809958490350042,7,d_0.5,266
ASV_00007,0.28200206781741494,0.12097692403412744,7,d_1,266
ASV_00007,0.5979999552467221,0.11057291610078827,7,d_UW,266
ASV_00007,0.7012935216540815,0.10514607340579356,7,d_0,266
ASV_00007,0.47394404797955136,0.12492851988483203,7,d_0.5,266
ASV_00008,0.2830051090041465,0.09989798377252905,7,d_1,266
ASV_00008,0.6517243894484223,0.10185971831058006,7,d_UW,266
ASV_00008,0.733826695489158,0.09094914660245364,7,d_0,266
ASV_00008,0.494980202224403,0.09754136706052746,7,d_0.5,266
ASV_00009,0.28797783575080127,0.08095099265796317,7,d_1,266
ASV_00009,0.5923308083715746,0.10142878763002165,7,d_UW,266
ASV_00009,0.7026305786180841,0.08871871017101145,7,d_0,266
ASV_00009,0.4755476029344376,0.09075303016356827,7,d_0.5,266
ASV_00010,0.26176937144767076,0.07132763218203399,7,d_1,266
ASV_00010,0.5770474192373765,0.08016320521567809,7,d_UW,266
ASV_00010,0.690529469321492,0.08349918981851008,7,d_0,266
ASV_00010,0.4570445266180252,0.08036498725652805,7,d_0.5,266
ASV_00011,0.3012613309016566,0.07985325472482127,7,d_1,266
ASV_00011,0.6676021581431705,0.09753183014307011,7,d_UW,266
ASV_00011,0.7606392693589421,0.07498683884286082,7,d_0,266
ASV_00011,0.5199697362523896,0.08029162476439773,7,d_0.5,266
ASV_00012,0.1947387879255612,0.03152608867122275,6,d_1,266
ASV_00012,0.5351155126137419,0.026842168282195426,6,d_UW,266
ASV_00012,0.640344114760295,0.03558417394339194,6,d_0,266
ASV_00012,0.3961863721425246,0.0389413926909491,6,d_0.5,266
ASV_00013,0.34279057161581405,0.169081823307894,7,d_1,266
ASV_00013,0.6067199971545885,0.10126968797554298,7,d_UW,266
ASV_00013,0.7235939765164963,0.1128365109873246,7,d_0,266
ASV_00013,0.5193062983664131,0.14908418343844046,7,d_0.5,266
ASV_00014,0.2866099710245732,0.09406975708537343,7,d_1,266
