taxa_from,PF_T,PF_T_sd,num_layers,taxa,run
Actinobacteria,0.3919233643427631,0.3038825416982685,6,Class,63
Alphaproteobacteria,0.32193743516396484,0.26597618575512555,6,Class,63
Bacilli,0.37064694192945413,0.31612617319891134,7,Class,63
Bacteroidia,0.5220681878542363,0.31494859644585377,7,Class,63
Clostridia,0.46688455551455915,0.3007586733064275,7,Class,63
Coriobacteriia,0.4937772387586404,0.24980446559672626,6,Class,63
Desulfovibrionia,0.47871585969796676,0.23778523222431439,6,Class,63
Fibrobacteria,0.43858966489754225,0.2701555444970269,7,Class,63
Gammaproteobacteria,0.5725718648725138,0.26122817016654876,7,Class,63
Gracilibacteria,0.5037728152969764,0.2363237151710512,7,Class,63
Kiritimatiellae,0.5639236557052865,0.33834911387184674,7,Class,63
Lentisphaeria,0.4637312104517207,0.25251007228080496,7,Class,63
MVP-15,0.36994219653179194,NA,2,Class,63
Methanobacteria,0.421365707446502,0.3056693367202132,7,Class,63
Negativicutes,0.5449273968904192,0.26855008112854833,7,Class,63
Spirochaetia,0.45871795588163544,0.272437448574319,7,Class,63
Thermoplasmata,0.5546666666666666,NA,2,Class,63
Absconditabacteriales_(SR1),0.4987010234759761,0.23300497288625036,7,Order,63
Acetobacterales,0.3980864435239877,0.16667686844759802,4,Order,63
Acholeplasmatales,0.3679148158208651,0.29989263608080213,7,Order,63
Acidaminococcales,0.47685211421504675,0.24973010201198048,7,Order,63
Aeromonadales,0.5557404699642984,0.2581174543587078,7,Order,63
Bacteroidales,0.5179425826105182,0.31097631662200753,7,Order,63
Bifidobacteriales,0.3844604685598628,0.2927180715738078,6,Order,63
Burkholderiales,0.4029850746268657,NA,2,Order,63
Christensenellales,0.4363153515691034,0.27862857578925826,7,Order,63
Clostridia_UCG-014,0.46112962278822334,0.2916806205557795,7,Order,63
Clostridia_or,0.4174285875677467,0.2623952768223317,7,Order,63
Coriobacteriales,0.48299167224256623,0.2421557036944331,6,Order,63
Desulfovibrionales,0.46277811166150257,0.2197645614630344,6,Order,63
Eubacteriales,0.7058823529411764,NA,2,Order,63
Fibrobacterales,0.4358493846148975,0.26585538816543414,7,Order,63
Lachnospirales,0.4712952540694071,0.30061587465493517,7,Order,63
Lactobacillales,0.7119250610065406,0.07979337114466045,3,Order,63
Methanobacteriales,0.4167539622104033,0.29897886852377853,7,Order,63
Methanomassiliicoccales,0.552278820375335,NA,2,Order,63
Oligosphaerales,0.6000807492288982,0.1780475757565187,4,Order,63
Oscillospirales,0.47044287937897095,0.3081309711325955,7,Order,63
Peptostreptococcales-Tissierellales,0.6138685368918161,0.17279046449547616,6,Order,63
Rhodospirillales,0.4971457025579341,0.2467019780884263,4,Order,63
Spirochaetales,0.45620738818117623,0.26875825771560824,7,Order,63
Veillonellales-Selenomonadales,0.5630161860809637,0.2660481351607128,7,Order,63
Victivallales,0.4996873642771398,0.2209361637114969,7,Order,63
WCHB1-41,0.5570224199942855,0.3319425281903825,7,Order,63
Acetobacteraceae,0.34458919989016057,0.1765766912349769,4,Family,63
Acholeplasmataceae,0.3630385644539636,0.2920552833845481,7,Family,63
Acidaminococcaceae,0.464574295990284,0.23826991282111307,7,Family,63
Anaerovoracaceae,0.6028678575104343,0.16410392852571692,6,Family,63
Atopobiaceae,0.530651331011462,0.23261162643024771,6,Family,63
Bacteroidales_BS11_gut_group,0.540085219449118,0.2715273307542133,7,Family,63
Bacteroidales_RF16_group,0.448911674406305,0.2661632564985369,7,Family,63
Bacteroidales_UCG-001,0.44788037146940907,0.1963842017701307,4,Family,63
Bifidobacteriaceae,0.3733947788434852,0.28518961589440267,6,Family,63
Christensenellaceae,0.43157656951295775,0.2690297609195738,7,Family,63
Defluviitaleaceae,0.6271540203754542,0.13575223171359047,5,Family,63
Desulfovibrionaceae,0.4465778558521798,0.21332018700831157,6,Family,63
Eggerthellaceae,0.4171779141104295,NA,2,Family,63
Eubacteriaceae,0.6701570680628273,NA,2,Family,63
F082,0.46342586699235294,0.28705700991367966,7,Family,63
Fibrobacteraceae,0.431779367797769,0.2598124032727261,7,Family,63
Hungateiclostridiaceae,0.4102428336458131,0.2503556770699864,7,Family,63
Lachnospiraceae,0.46298929437602965,0.29072255679973824,7,Family,63
Lactobacillaceae,0.6945812212181492,0.07893397012117599,3,Family,63
Methanobacteriaceae,0.4073074372233633,0.2889780353766588,7,Family,63
Methanomethylophilaceae,0.5476190476190477,NA,2,Family,63
Muribaculaceae,0.42124542672835047,0.2712691229591143,7,Family,63
Oligosphaeraceae,0.5941852582390601,0.1762997353015706,4,Family,63
Oscillospiraceae,0.5071529028850238,0.30052202426428815,7,Family,63
Prevotellaceae,0.5076800285562901,0.29490856235924434,7,Family,63
Rikenellaceae,0.4866805785974886,0.29178663018601564,7,Family,63
Ruminococcaceae,0.40802634747959177,0.3012516507519283,7,Family,63
Selenomonadaceae,0.46274242542924887,0.24645454148407547,7,Family,63
Spirochaetaceae,0.45297897489210515,0.26577681927452185,7,Family,63
Succinivibrionaceae,0.5398674329189171,0.24319529009016672,7,Family,63
UCG-010,0.41147577038231503,0.1325420348860763,3,Family,63
Veillonellaceae,0.41013414825941247,0.29254833365067184,4,Family,63
p-251-o5,0.4753287640147335,0.2907632808517925,7,Family,63
vadinBE97,0.4798416548906609,0.20183877910766018,7,Family,63
Acetitomaculum,0.5187735418356862,0.15632239560066963,6,Genus,63
Acetobacter,0.30412908615802436,0.19063006614253603,4,Genus,63
Alloprevotella,0.38583540929155197,0.14793504056941642,3,Genus,63
Anaeroplasma,0.35433569756384625,0.28661945407298844,7,Genus,63
Anaerovibrio,0.6849368978667234,0.0673217314527537,5,Genus,63
Anaerovorax,0.5715758497128548,0.1063913602449066,5,Genus,63
Atopobium,0.4620938628158845,NA,2,Genus,63
Bifidobacterium,0.3330926456628414,0.3076715813357058,5,Genus,63
Blautia,0.4095941556613864,0.2310023140452523,3,Genus,63
Butyrivibrio,0.3725743976900271,0.19877123239074737,7,Genus,63
CAG-352,0.4793684663744102,0.18476474954490746,6,Genus,63
Christensenellaceae_R-7_group,0.41010086398163675,0.2519915372756727,7,Genus,63
Colidextribacter,0.4754535254341631,0.1610636400791939,3,Genus,63
Coprococcus,0.3914585202452958,0.27155491437821533,5,Genus,63
DNF00809,0.4571428571428572,NA,2,Genus,63
Defluviitaleaceae_UCG-011,0.5634833065251262,0.0923250603078168,5,Genus,63
Desulfovibrio,0.40555456267446544,0.1956698490290268,6,Genus,63
Dialister,0.3673912844423507,0.24799747354134324,4,Genus,63
Eubacterium,0.6163522012578616,NA,2,Genus,63
Family_XIII_AD3011_group,0.6138190016961146,0.08712891486867658,4,Genus,63
Fibrobacter,0.42199515822204975,0.2456133462112204,7,Genus,63
Lachnoclostridium,0.5000206599660864,0.1609624241015244,5,Genus,63
Lachnospira,0.48824097926472076,0.18633419299385875,4,Genus,63
Lachnospiraceae_AC2044_group,0.4123680007976644,0.2835024698506544,7,Genus,63
Lachnospiraceae_ND3007_group,0.46347219782135435,0.15101854734735518,4,Genus,63
Lachnospiraceae_NK3A20_group,0.45431635419549243,0.2744449601193176,7,Genus,63
Lachnospiraceae_NK4A136_group,0.3787171566809027,0.24875800490133387,7,Genus,63
Lachnospiraceae_UCG-009,0.5398693471307716,0.09841459498689471,5,Genus,63
Lachnospiraceae_XPB1014_group,0.5671386296706794,0.11392798615940927,6,Genus,63
Lactobacillus,0.6566415951858062,0.07190542880575397,3,Genus,63
Marvinbryantia,0.7045454545454546,NA,2,Genus,63
Methanobrevibacter,0.3977928552967692,0.26905244761824776,7,Genus,63
Methanosphaera,0.5094246303370253,0.10565169743016081,5,Genus,63
Mogibacterium,0.5128675160812197,0.15727671488788555,5,Genus,63
Moryella,0.36548548928179436,0.21747818282839126,7,Genus,63
NK4A214_group,0.48040546727459527,0.27652804846322376,7,Genus,63
Olsenella,0.5271579989942855,0.16031649054725725,6,Genus,63
Oribacterium,0.3945795714649053,0.24079193041632488,5,Genus,63
Prevotella,0.4912700446542233,0.2770936781092625,7,Genus,63
Prevotellaceae_Ga6A1_group,0.4716059428404196,0.20984264053516843,7,Genus,63
Prevotellaceae_NK3B31_group,0.46690828580148136,0.24929444416092375,7,Genus,63
Prevotellaceae_UCG-001,0.47485356802233536,0.2925096275657336,7,Genus,63
Prevotellaceae_UCG-003,0.4758016113449974,0.28971555047436987,7,Genus,63
Prevotellaceae_UCG-004,0.4314892110927815,0.2363134899519233,7,Genus,63
Prevotellaceae_YAB2003_group,0.4205154157305514,0.2211262399615853,7,Genus,63
