node_id,level1,leaf_id,layer_id,flow,node_name,layer_name
1,1,864,1,4.06936e-4,ASV_00001,IT1
1,1,604,2,5.0119e-4,ASV_00001,IT2
1,1,2967,3,2.01962e-5,ASV_00001,IT3
1,1,79,5,8.85391e-4,ASV_00001,UK1
1,1,2112,6,1.89155e-4,ASV_00001,UK2
2,1,1297,1,3.10426e-4,ASV_00002,IT1
2,1,2673,2,1.09021e-4,ASV_00002,IT2
2,1,2828,3,5.49737e-5,ASV_00002,IT3
2,1,1428,4,2.86297e-4,ASV_00002,FI1
2,1,127,5,8.29802e-4,ASV_00002,UK1
2,1,2158,6,1.84913e-4,ASV_00002,UK2
2,1,1513,7,2.75595e-4,ASV_00002,SE1
3,1,992,1,3.73515e-4,ASV_00003,IT1
3,1,932,2,3.86687e-4,ASV_00003,IT2
3,1,2928,3,3.07513e-5,ASV_00003,IT3
3,1,471,4,5.71327e-4,ASV_00003,FI1
3,1,230,5,7.34221e-4,ASV_00003,UK1
3,1,2441,6,1.47432e-4,ASV_00003,UK2
3,1,2300,7,1.65014e-4,ASV_00003,SE1
4,1,2256,1,1.7055e-4,ASV_00004,IT1
4,1,493,2,5.56669e-4,ASV_00004,IT2
4,1,2756,3,8.34588e-5,ASV_00004,IT3
4,1,607,4,4.98816e-4,ASV_00004,FI1
4,1,176,5,7.8538e-4,ASV_00004,UK1
4,1,2095,6,1.90397e-4,ASV_00004,UK2
4,1,1002,7,3.70753e-4,ASV_00004,SE1
5,1,1219,1,3.25116e-4,ASV_00005,IT1
5,1,553,2,0.00053101000000000005,ASV_00005,IT2
5,1,2894,3,3.83196e-5,ASV_00005,IT3
5,1,1276,4,3.14901e-4,ASV_00005,FI1
5,1,590,5,5.09333e-4,ASV_00005,UK1
5,1,2124,6,1.87523e-4,ASV_00005,UK2
5,1,1559,7,2.68413e-4,ASV_00005,SE1
6,1,1805,1,2.29135e-4,ASV_00006,IT1
6,1,976,2,3.76689e-4,ASV_00006,IT2
6,1,2872,3,4.31447e-5,ASV_00006,IT3
6,1,1975,4,2.05773e-4,ASV_00006,FI1
6,1,174,5,7.85718e-4,ASV_00006,UK1
6,1,2241,6,1.72639e-4,ASV_00006,UK2
6,1,1387,7,2.94355e-4,ASV_00006,SE1
7,1,2240,1,1.72848e-4,ASV_00007,IT1
7,1,675,2,4.70373e-4,ASV_00007,IT2
7,1,2925,3,3.10011e-5,ASV_00007,IT3
7,1,1059,4,3.57431e-4,ASV_00007,FI1
7,1,257,5,7.19615e-4,ASV_00007,UK1
7,1,2084,6,1.91334e-4,ASV_00007,UK2
7,1,1246,7,3.19554e-4,ASV_00007,SE1
8,1,2058,1,1.95062e-4,ASV_00008,IT1
8,1,577,2,5.15201e-4,ASV_00008,IT2
8,1,2777,3,7.55385e-5,ASV_00008,IT3
8,1,524,4,5.43057e-4,ASV_00008,FI1
8,1,296,5,7.01536e-4,ASV_00008,UK1
8,1,2437,6,1.48125e-4,ASV_00008,UK2
8,1,959,7,3.80462e-4,ASV_00008,SE1
9,1,610,1,4.98158e-4,ASV_00009,IT1
9,1,1781,2,2.32408e-4,ASV_00009,IT2
9,1,2937,3,2.84934e-5,ASV_00009,IT3
9,1,868,4,4.04341e-4,ASV_00009,FI1
9,1,57,5,9.11411e-4,ASV_00009,UK1
9,1,2008,6,2.01501e-4,ASV_00009,UK2
