taxa_from,PF_T,PF_T_sd,num_layers,taxa,run
Actinobacteria,0.43227156079722423,0.26802109717439065,6,Class,131
Alphaproteobacteria,0.31620655598333075,0.22326218666014236,6,Class,131
Bacilli,0.3830153844187305,0.2984564108713333,7,Class,131
Bacteroidia,0.5203738777858727,0.3157726443162588,7,Class,131
Clostridia,0.47040078115655437,0.30391951719330923,7,Class,131
Coriobacteriia,0.42101869340341824,0.301876389028004,6,Class,131
Desulfovibrionia,0.515488386443883,0.21842213283451178,6,Class,131
Fibrobacteria,0.4571498711110613,0.259350837311855,7,Class,131
Gammaproteobacteria,0.5618696225776817,0.283281566842905,7,Class,131
Gracilibacteria,0.42512048702269745,0.24036108251516136,7,Class,131
Kiritimatiellae,0.5404996340959765,0.3419983329117455,7,Class,131
Lentisphaeria,0.46359518736654803,0.24629343532388157,7,Class,131
MVP-15,0.6805555555555556,NA,2,Class,131
Methanobacteria,0.44121385636474303,0.3070946775698252,7,Class,131
Negativicutes,0.49440160547837525,0.27573911682375407,7,Class,131
Spirochaetia,0.46484339876569997,0.28089071440621044,7,Class,131
Thermoplasmata,0.25,NA,2,Class,131
Absconditabacteriales_(SR1),0.4172016833836841,0.23443517118108562,7,Order,131
Acetobacterales,0.3889468114307031,0.1679320384946689,4,Order,131
Acholeplasmatales,0.3886566232139616,0.2876049741563706,7,Order,131
Acidaminococcales,0.44424323914114977,0.2610491952257065,7,Order,131
Aeromonadales,0.532949515707312,0.26587556066136164,7,Order,131
Bacteroidales,0.5164698627623068,0.3134168214632831,7,Order,131
Bifidobacteriales,0.42716551720373336,0.2625749129518206,6,Order,131
Burkholderiales,0.6027397260273972,NA,2,Order,131
Christensenellales,0.43362703744327347,0.29784364880509545,7,Order,131
Clostridia_UCG-014,0.4578708822215277,0.29295426782415396,7,Order,131
Clostridia_or,0.44540128340327906,0.2970445096832816,7,Order,131
Coriobacteriales,0.4079461413866391,0.28543078752716977,6,Order,131
Desulfovibrionales,0.5083216597370528,0.21090095973688003,6,Order,131
Eubacteriales,0.7903225806451613,NA,2,Order,131
Fibrobacterales,0.45280839261948524,0.25515233300404255,7,Order,131
Lachnospirales,0.4739152523138199,0.30372433577808866,7,Order,131
