from,PF_U,PF_U_sd,num_layers,unifrec_type,run
ASV_00001,0.39679622648494306,0.24970142382706792,5,d_1,43
ASV_00001,0.7080348576220605,0.18861495587363822,5,d_UW,43
ASV_00001,0.7865703567433147,0.15481329866533258,5,d_0,43
ASV_00001,0.5940858237139828,0.2304215645923367,5,d_0.5,43
ASV_00002,0.3002501941987259,0.11163344756599476,7,d_1,43
ASV_00002,0.582211878551461,0.09709421239227518,7,d_UW,43
ASV_00002,0.6994010818414615,0.09508776730242728,7,d_0,43
ASV_00002,0.47426673254684565,0.10823007619733578,7,d_0.5,43
ASV_00003,0.37228876085768237,0.23610032712172557,7,d_1,43
ASV_00003,0.64778691206675,0.18005809762704142,7,d_UW,43
ASV_00003,0.7399514601084853,0.14810828580550767,7,d_0,43
ASV_00003,0.5496231672367654,0.21467952763967707,7,d_0.5,43
ASV_00004,0.25502362541220325,0.0718294098073146,7,d_1,43
ASV_00004,0.5877841328546156,0.09984352911218519,7,d_UW,43
ASV_00004,0.6909794390469532,0.0939910269550075,7,d_0,43
ASV_00004,0.45248909591817943,0.08851728743215036,7,d_0.5,43
ASV_00005,0.26366904157475224,0.09600132252436741,7,d_1,43
ASV_00005,0.6549410383808616,0.11296937278167533,7,d_UW,43
ASV_00005,0.7337289298896553,0.09764862804688978,7,d_0,43
ASV_00005,0.49174522335057314,0.10728603022196856,7,d_0.5,43
ASV_00006,0.2827176098524224,0.08240195637587082,7,d_1,43
ASV_00006,0.6117676927171156,0.1285500206818961,7,d_UW,43
ASV_00006,0.7036256963157889,0.10895926170311765,7,d_0,43
ASV_00006,0.4704726943599485,0.10189873868446903,7,d_0.5,43
ASV_00007,0.3174197703019762,0.1704489867366932,7,d_1,43
ASV_00007,0.6240653518986061,0.13134993860289754,7,d_UW,43
ASV_00007,0.7276934877419077,0.11927730041537789,7,d_0,43
ASV_00007,0.5142040166737915,0.154060632721536,7,d_0.5,43
ASV_00008,0.34514111742792203,0.14991079174246041,7,d_1,43
ASV_00008,0.6321750786742958,0.08771738884119615,7,d_UW,43
ASV_00008,0.7348329870507342,0.09088750915978444,7,d_0,43
ASV_00008,0.5287649495474867,0.12499911716548016,7,d_0.5,43
ASV_00009,0.3092221728078767,0.16068324329926,7,d_1,43
ASV_00009,0.5931576333982337,0.10694758489389368,7,d_UW,43
ASV_00009,0.6914745967711005,0.10714796756205727,7,d_0,43
ASV_00009,0.4758662817475754,0.1399961605946551,7,d_0.5,43
ASV_00010,0.2632822597012533,0.11673563738749904,7,d_1,43
ASV_00010,0.5520882842242113,0.06436752249927746,7,d_UW,43
ASV_00010,0.679957983139661,0.08391999337073705,7,d_0,43
ASV_00010,0.44807898063052626,0.10426726236537112,7,d_0.5,43
ASV_00011,0.39471241251762984,0.330022298094004,7,d_1,43
ASV_00011,0.6632607098400406,0.19712169865864826,7,d_UW,43
ASV_00011,0.7396725616961881,0.1645469528343671,7,d_0,43
ASV_00011,0.5532748138722883,0.2655655484176085,7,d_0.5,43
ASV_00012,0.2835042208623718,0.1353071850133232,6,d_1,43
ASV_00012,0.6022963834285664,0.06746585974681574,6,d_UW,43
ASV_00012,0.7155580064426541,0.0887380456903999,6,d_0,43
ASV_00012,0.4786431460206922,0.11584147449575379,6,d_0.5,43
ASV_00013,0.23270386450099775,0.07705880743735077,7,d_1,43
ASV_00013,0.6164299293789142,0.1293484585776464,7,d_UW,43
ASV_00013,0.7061208215631126,0.10985059327719544,7,d_0,43
ASV_00013,0.45256761187222405,0.1066459567843116,7,d_0.5,43
ASV_00014,0.31796077721411237,0.16284085334110104,7,d_1,43
ASV_00014,0.5876999270594286,0.09370906413328368,7,d_UW,43
ASV_00014,0.7047114313129795,0.1074149397267186,7,d_0,43
ASV_00014,0.49673788178726686,0.144867270075796,7,d_0.5,43
ASV_00015,0.24053390077027645,0.0799941221567957,7,d_1,43
ASV_00015,0.579789164322925,0.10719755374027187,7,d_UW,43
ASV_00015,0.6800809414054987,0.09981416809872168,7,d_0,43
ASV_00015,0.43947836891195113,0.0946491758792517,7,d_0.5,43
ASV_00016,0.25460060667721773,0.11076653551683158,6,d_1,43
ASV_00016,0.5906986137902801,0.08864433614994525,6,d_UW,43
ASV_00016,0.7047847231356186,0.09518492853953617,6,d_0,43
ASV_00016,0.45744735756686183,0.10514389182506287,6,d_0.5,43
ASV_00017,0.2915952870765054,0.09115969853993401,5,d_1,43
ASV_00017,0.6668110234284688,0.10353724255367591,5,d_UW,43
ASV_00017,0.7533771987972332,0.11045662733975797,5,d_0,43
ASV_00017,0.5110473451534574,0.097991265923751375,5,d_0.5,43
ASV_00018,0.40447749833249863,0.2472497299291467,7,d_1,43
ASV_00018,0.6551810221199196,0.17811164853296393,7,d_UW,43
ASV_00018,0.7489366561421918,0.1452035359459803,7,d_0,43
ASV_00018,0.5660668752380693,0.21854955832806888,7,d_0.5,43
ASV_00019,0.30435786670616505,0.0705437983010283,7,d_1,43
ASV_00019,0.6256086621705897,0.09932812349656951,7,d_UW,43
ASV_00019,0.7269285153913906,0.0807407524026587,7,d_0,43
ASV_00019,0.5024540957335849,0.07947004461636527,7,d_0.5,43
ASV_00020,0.30825952860720507,0.19852687896864604,7,d_1,43
ASV_00020,0.5941193048687737,0.10683887437641228,7,d_UW,43
ASV_00020,0.7126592572296385,0.1220144030378804,7,d_0,43
ASV_00020,0.48969409159603494,0.16972877797485156,7,d_0.5,43
ASV_00021,0.3670507361731477,0.21645611398274622,6,d_1,43
ASV_00021,0.6518770529407545,0.15686205692122457,6,d_UW,43
ASV_00021,0.7476679521014677,0.1317771603457557,6,d_0,43
ASV_00021,0.5469619075617529,0.19305589950038918,6,d_0.5,43
ASV_00022,0.3200580557115742,0.07868781953051615,7,d_1,43
ASV_00022,0.6653827786366023,0.10450646011887774,7,d_UW,43
ASV_00022,0.7479725461467208,0.08145823315471887,7,d_0,43
ASV_00022,0.5207616059014974,0.08492253747387209,7,d_0.5,43
ASV_00023,0.32406537742271274,0.1268904561907212,7,d_1,43
ASV_00023,0.6360067661264532,0.07854301052178848,7,d_UW,43
ASV_00023,0.7417128346986336,0.07932139412344044,7,d_0,43
ASV_00023,0.51833856252433,0.10628989844240125,7,d_0.5,43
ASV_00024,0.27508387379916155,0.09988190711874752,7,d_1,43
ASV_00024,0.5950918616410746,0.08380110110343797,7,d_UW,43
ASV_00024,0.7024409397732932,0.09342435115665537,7,d_0,43
ASV_00024,0.4715892026224042,0.10054308248007672,7,d_0.5,43
ASV_00025,0.27324732065518087,0.11722285662532748,4,d_1,43
ASV_00025,0.6618778128035605,0.1931262555956146,4,d_UW,43
ASV_00025,0.7483440314355355,0.1613147814724489,4,d_0,43
ASV_00025,0.5062392767579835,0.16142269052942906,4,d_0.5,43
ASV_00026,0.2655019796248759,0.053211205850236434,7,d_1,43
ASV_00026,0.5934646035354088,0.04722430039744539,7,d_UW,43
ASV_00026,0.7014629050120236,0.054625036148324875,7,d_0,43
ASV_00026,0.4631188070743066,0.04953158661682365,7,d_0.5,43
ASV_00028,0.27232543525669217,0.08487831076419651,7,d_1,43
ASV_00028,0.6327568832785951,0.1011795065158562,7,d_UW,43
ASV_00028,0.7283377611066268,0.0925647945971803,7,d_0,43
ASV_00028,0.485635541787787,0.0972053034495651,7,d_0.5,43
ASV_00029,0.23977088440384636,0.08885808943154311,7,d_1,43
ASV_00029,0.5771923209520587,0.0727321332625008,7,d_UW,43
ASV_00029,0.6869445740765973,0.08717397506191031,7,d_0,43
ASV_00029,0.4388169642982999,0.09032575236364077,7,d_0.5,43
ASV_00030,0.39350574228356344,0.2572841418248532,7,d_1,43
ASV_00030,0.6539860090092362,0.20555540784437507,7,d_UW,43
ASV_00030,0.7360373992330979,0.16641484683127022,7,d_0,43
ASV_00030,0.5615421350230156,0.2397000706998764,7,d_0.5,43
ASV_00031,0.2500712799873373,0.09126900959003795,7,d_1,43
ASV_00031,0.6321918649751472,0.15331242155627417,7,d_UW,43
ASV_00031,0.71726297214786,0.11933120729679694,7,d_0,43
ASV_00031,0.4681781642856801,0.11465698351311145,7,d_0.5,43
ASV_00032,0.37342704418095657,0.25247764705634235,7,d_1,43
ASV_00032,0.671622628065927,0.1671632359227314,7,d_UW,43
ASV_00032,0.7521488362331492,0.14309206357560758,7,d_0,43
ASV_00032,0.5580937461225649,0.2190167865054293,7,d_0.5,43
ASV_00033,0.3640807412570451,0.18858823875016192,7,d_1,43
ASV_00033,0.6451765173869326,0.1340452182602694,7,d_UW,43
ASV_00033,0.7466873221090188,0.1150456461068608,7,d_0,43
ASV_00033,0.5495451234960138,0.1701124769388331,7,d_0.5,43
ASV_00034,0.3285465000766116,0.1780110361485809,7,d_1,43
ASV_00034,0.627281105472022,0.1055796749704248,7,d_UW,43
ASV_00034,0.7309640493086103,0.10463174837968274,7,d_0,43
ASV_00034,0.5120159866570559,0.15205421035087183,7,d_0.5,43
ASV_00035,0.33538224534631894,0.14570288947670867,7,d_1,43
ASV_00035,0.6460261209989702,0.11891984480910452,7,d_UW,43
ASV_00035,0.7363557670579686,0.11597847884487891,7,d_0,43
ASV_00035,0.5223252305366158,0.134866602204522,7,d_0.5,43
ASV_00036,0.30069350960471575,0.14879633272113668,7,d_1,43
ASV_00036,0.6369957952279119,0.09701097037590505,7,d_UW,43
ASV_00036,0.7356796461845229,0.09960267164336861,7,d_0,43
ASV_00036,0.50484920876829,0.13223434889935776,7,d_0.5,43
ASV_00037,0.30935384757304685,0.1244134108712855,6,d_1,43
ASV_00037,0.6773288122560832,0.11381795172415488,6,d_UW,43
ASV_00037,0.761735592030458,0.09642982997064227,6,d_0,43
ASV_00037,0.5204772734465537,0.11736012882177696,6,d_0.5,43
ASV_00038,0.4849038585186737,0.25148633374544394,5,d_1,43
ASV_00038,0.7039653898271117,0.21929443017604575,5,d_UW,43
ASV_00038,0.7999594310510978,0.16162662485470258,5,d_0,43
ASV_00038,0.6473747279498342,0.23486223209041993,5,d_0.5,43
ASV_00039,0.21159939829159413,0.05780252984338752,5,d_1,43
ASV_00039,0.5629351789310886,0.07346228174262738,5,d_UW,43
ASV_00039,0.6566515493644867,0.07765496665579891,5,d_0,43
ASV_00039,0.4131885813980064,0.0725065211553753,5,d_0.5,43
ASV_00040,0.37445305605106033,0.11726692898067907,7,d_1,43
ASV_00040,0.6340891846158212,0.07888893404976209,7,d_UW,43
ASV_00040,0.7524471245474342,0.07172390076536266,7,d_0,43
ASV_00040,0.5534569760628125,0.10099808736313656,7,d_0.5,43
ASV_00041,0.34455431908057604,0.14048969310572595,6,d_1,43
ASV_00041,0.6467771709382241,0.09023865566618028,6,d_UW,43
ASV_00041,0.7563464218964712,0.08900836030916516,6,d_0,43
ASV_00041,0.5418851727494245,0.11779366622398708,6,d_0.5,43
