node_id,level1,leaf_id,layer_id,flow,node_name,layer_name
1,6,72,1,2.94628e-4,ASV_00001,IT1
1,2,165,2,4.4834e-4,ASV_00001,IT2
1,6,356,3,5.42325e-5,ASV_00001,IT3
1,1,378,5,5.87702e-4,ASV_00001,UK1
1,4,356,6,1.5989e-4,ASV_00001,UK2
2,6,197,1,2.11155e-4,ASV_00002,IT1
2,2,217,2,4.01511e-4,ASV_00002,IT2
2,6,373,3,4.98656e-5,ASV_00002,IT3
2,5,14,4,5.77384e-4,ASV_00002,FI1
2,1,59,5,9.1664e-4,ASV_00002,UK1
2,4,393,6,1.51331e-4,ASV_00002,UK2
2,3,5,7,6.0096e-4,ASV_00002,SE1
3,6,86,1,2.8314e-4,ASV_00003,IT1
3,2,320,2,3.37345e-4,ASV_00003,IT2
3,6,394,3,4.27554e-5,ASV_00003,IT3
3,5,212,4,2.59748e-4,ASV_00003,FI1
3,1,444,5,4.92804e-4,ASV_00003,UK1
3,4,279,6,1.75881e-4,ASV_00003,UK2
3,3,91,7,4.04656e-4,ASV_00003,SE1
4,6,239,1,1.76076e-4,ASV_00004,IT1
4,2,6,2,7.40149e-4,ASV_00004,IT2
4,6,476,3,2.31798e-5,ASV_00004,IT3
4,5,314,4,1.21407e-4,ASV_00004,FI1
4,1,80,5,8.8382e-4,ASV_00004,UK1
4,4,117,6,2.20369e-4,ASV_00004,UK2
4,3,385,7,1.86294e-4,ASV_00004,SE1
5,6,223,1,1.91032e-4,ASV_00005,IT1
5,2,245,2,3.83695e-4,ASV_00005,IT2
5,6,330,3,6.67635e-5,ASV_00005,IT3
5,5,328,4,9.02018e-5,ASV_00005,FI1
5,1,214,5,7.52225e-4,ASV_00005,UK1
5,4,121,6,2.18798e-4,ASV_00005,UK2
5,3,199,7,3.12482e-4,ASV_00005,SE1
6,6,37,1,3.31839e-4,ASV_00006,IT1
6,2,184,2,4.27387e-4,ASV_00006,IT2
6,6,514,3,1.02279e-5,ASV_00006,IT3
6,5,89,4,3.868e-4,ASV_00006,FI1
6,1,301,5,6.71105e-4,ASV_00006,UK1
6,4,520,6,1.15108e-4,ASV_00006,UK2
6,3,70,7,4.27614e-4,ASV_00006,SE1
7,6,153,1,2.34898e-4,ASV_00007,IT1
7,2,46,2,5.83411e-4,ASV_00007,IT2
7,6,360,3,5.30996e-5,ASV_00007,IT3
7,5,114,4,3.59365e-4,ASV_00007,FI1
7,1,117,5,8.47984e-4,ASV_00007,UK1
7,4,484,6,1.25745e-4,ASV_00007,UK2
7,3,28,7,5.0087e-4,ASV_00007,SE1
8,6,193,1,2.13772e-4,ASV_00008,IT1
8,2,359,2,3.20111e-4,ASV_00008,IT2
8,6,441,3,3.09602e-5,ASV_00008,IT3
8,5,299,4,1.62815e-4,ASV_00008,FI1
8,1,31,5,9.68441e-4,ASV_00008,UK1
8,4,412,6,1.45003e-4,ASV_00008,UK2
8,3,406,7,1.60189e-4,ASV_00008,SE1
9,6,186,1,2.18219e-4,ASV_00009,IT1
9,2,390,2,3.03557e-4,ASV_00009,IT2
9,6,445,3,3.0261e-5,ASV_00009,IT3
9,5,264,4,2.03096e-4,ASV_00009,FI1
9,1,315,5,6.56545e-4,ASV_00009,UK1
9,4,545,6,1.07633e-4,ASV_00009,UK2
9,3,55,7,4.54243e-4,ASV_00009,SE1
10,6,118,1,2.64543e-4,ASV_00010,IT1
10,2,555,2,1.49056e-4,ASV_00010,IT2
10,6,311,3,8.21851e-5,ASV_00010,IT3
10,5,34,4,4.90253e-4,ASV_00010,FI1
10,1,428,5,5.19633e-4,ASV_00010,UK1
10,4,435,6,1.38183e-4,ASV_00010,UK2
10,3,42,7,4.75178e-4,ASV_00010,SE1
11,6,227,1,1.87762e-4,ASV_00011,IT1
11,2,141,2,4.75265e-4,ASV_00011,IT2
11,6,308,3,8.59337e-5,ASV_00011,IT3
11,5,90,4,3.86263e-4,ASV_00011,FI1
11,1,71,5,8.98193e-4,ASV_00011,UK1
11,4,44,6,2.61979e-4,ASV_00011,UK2
11,3,133,7,3.59452e-4,ASV_00011,SE1
12,6,77,1,2.88975e-4,ASV_00012,IT1
12,2,239,2,3.88255e-4,ASV_00012,IT2
12,5,141,4,3.3197e-4,ASV_00012,FI1
12,1,351,5,6.18623e-4,ASV_00012,UK1
12,4,16,6,2.96569e-4,ASV_00012,UK2
12,3,443,7,1.1951e-4,ASV_00012,SE1
13,6,149,1,2.37377e-4,ASV_00013,IT1
13,2,369,2,3.15719e-4,ASV_00013,IT2
13,6,413,3,3.85756e-5,ASV_00013,IT3
13,5,96,4,3.78622e-4,ASV_00013,FI1
13,1,477,5,3.98698e-4,ASV_00013,UK1
13,4,443,6,1.36118e-4,ASV_00013,UK2
13,3,186,7,3.1937e-4,ASV_00013,SE1
14,6,51,1,3.10559e-4,ASV_00014,IT1
14,2,296,2,3.50425e-4,ASV_00014,IT2
14,6,412,3,3.86315e-5,ASV_00014,IT3
14,5,302,4,1.55845e-4,ASV_00014,FI1
14,1,105,5,8.61536e-4,ASV_00014,UK1
14,4,251,6,1.81605e-4,ASV_00014,UK2
14,3,452,7,9.55574e-5,ASV_00014,SE1
15,6,293,1,1.21213e-4,ASV_00015,IT1
15,2,282,2,3.57759e-4,ASV_00015,IT2
15,6,362,3,5.2796e-5,ASV_00015,IT3
15,5,45,4,4.67243e-4,ASV_00015,FI1
15,1,30,5,9.68714e-4,ASV_00015,UK1
15,4,9,6,3.08069e-4,ASV_00015,UK2
15,3,18,7,5.42488e-4,ASV_00015,SE1
16,2,303,2,3.47781e-4,ASV_00016,IT2
16,6,390,3,4.48646e-5,ASV_00016,IT3
16,5,298,4,1.63437e-4,ASV_00016,FI1
16,1,27,5,9.71656e-4,ASV_00016,UK1
16,4,341,6,1.63213e-4,ASV_00016,UK2
16,3,404,7,1.64613e-4,ASV_00016,SE1
17,6,312,1,8.13572e-5,ASV_00017,IT1
17,2,23,2,6.40862e-4,ASV_00017,IT2
17,6,324,3,7.09306e-5,ASV_00017,IT3
