taxa_from,PF_T,PF_T_sd,num_layers,taxa,run
Actinobacteria,0.3907351823291832,0.285618112971527,6,Class,435
Alphaproteobacteria,0.39113286419953674,0.28328328310978124,6,Class,435
Bacilli,0.42259709798932027,0.2845932376107282,7,Class,435
Bacteroidia,0.5193763293039824,0.3122577909782922,7,Class,435
Clostridia,0.4783518730177428,0.3071397956885179,7,Class,435
Coriobacteriia,0.45235182544319885,0.26435845750799514,6,Class,435
Desulfovibrionia,0.6097368563351496,0.2505197111072457,6,Class,435
Fibrobacteria,0.4369592677569431,0.26804407821841797,7,Class,435
Gammaproteobacteria,0.556533719337734,0.29443963283759883,7,Class,435
Gracilibacteria,0.4282044250953809,0.26482254846469316,7,Class,435
Kiritimatiellae,0.523081695546438,0.3258721931809079,7,Class,435
Lentisphaeria,0.46312738448672924,0.2570922765050881,7,Class,435
MVP-15,0.4301075268817204,NA,2,Class,435
Methanobacteria,0.43374754689540934,0.29636682907681855,7,Class,435
Negativicutes,0.5071198631917395,0.27915692055324587,7,Class,435
Spirochaetia,0.48593054789248596,0.2690188498727604,7,Class,435
Thermoplasmata,0.18952618453865333,NA,2,Class,435
Absconditabacteriales_(SR1),0.41938835046584166,0.2639462214017959,7,Order,435
Acetobacterales,0.5304033472242891,0.2549947831469945,4,Order,435
Acholeplasmatales,0.43847102648911346,0.284332322941054,7,Order,435
Acidaminococcales,0.502320301468583,0.2643759004386307,7,Order,435
Aeromonadales,0.5261062593046575,0.27579125460052667,7,Order,435
Bacteroidales,0.5148223836513364,0.30803865721746554,7,Order,435
Bifidobacteriales,0.3887601650765362,0.28195380475295406,6,Order,435
Burkholderiales,0.5919282511210762,NA,2,Order,435
Christensenellales,0.43109032516525764,0.272516644026491,7,Order,435
Clostridia_UCG-014,0.48390696701090813,0.32159469365540416,7,Order,435
Clostridia_or,0.4525430215915511,0.2781251438794082,7,Order,435
Coriobacteriales,0.446463152519356,0.2578802638435008,6,Order,435
Desulfovibrionales,0.5972391534108492,0.24153734563184664,6,Order,435
Eubacteriales,0.5120772946859904,NA,2,Order,435
Fibrobacterales,0.4330696459553488,0.2633247049389729,7,Order,435
Lachnospirales,0.47802740245935726,0.3082505654923192,7,Order,435
Lactobacillales,0.6493726065705566,0.09682386403075213,3,Order,435
Methanobacteriales,0.42780278300045915,0.28891765812185943,7,Order,435
Methanomassiliicoccales,0.19240506329113927,NA,2,Order,435
Oligosphaerales,0.5556891826478287,0.28513817448038137,4,Order,435
Oscillospirales,0.4860827984177288,0.3117679210472488,7,Order,435
Peptostreptococcales-Tissierellales,0.6094679019879946,0.17489496444974786,6,Order,435
Rhodospirillales,0.4110134733093573,0.2617071344681946,4,Order,435
Spirochaetales,0.480682584073555,0.26349552918981234,7,Order,435
Veillonellales-Selenomonadales,0.48163720422685424,0.2812094417259928,7,Order,435
Victivallales,0.5244394579269032,0.22050396168439587,7,Order,435
WCHB1-41,0.5171799125977397,0.3198244397073833,7,Order,435
Acetobacteraceae,0.5130971276458525,0.23323879806430114,4,Family,435
Acholeplasmataceae,0.43072544862636386,0.2785548039222844,7,Family,435
Acidaminococcaceae,0.4815561349220985,0.2546819827636248,7,Family,435
Anaerovoracaceae,0.601361465553849,0.17190674245003154,6,Family,435
Atopobiaceae,0.48082128090311826,0.2504666431650662,6,Family,435
Bacteroidales_BS11_gut_group,0.4764403865651799,0.32250773522700493,7,Family,435
Bacteroidales_RF16_group,0.47905594552998476,0.24554371795756808,7,Family,435
Bacteroidales_UCG-001,0.4281202754318737,0.24881495217780636,4,Family,435
Bifidobacteriaceae,0.38193375586218986,0.27159443513079873,6,Family,435
Christensenellaceae,0.4285607540382815,0.26860708648328147,7,Family,435
Defluviitaleaceae,0.5549523362531008,0.15299175411950808,5,Family,435
Desulfovibrionaceae,0.5811892910437811,0.2304583866642813,6,Family,435
Eggerthellaceae,0.43091334894613587,NA,2,Family,435
Eubacteriaceae,0.5405405405405406,NA,2,Family,435
F082,0.4669915800034597,0.27923160443434153,7,Family,435
Fibrobacteraceae,0.42019693154520477,0.24954597795430788,7,Family,435
Hungateiclostridiaceae,0.44456678805409694,0.26614117502526663,7,Family,435
Lachnospiraceae,0.4698222793448292,0.29741263504398036,7,Family,435
Lactobacillaceae,0.6151686435160816,0.07877796559388056,3,Family,435
Methanobacteriaceae,0.4179979263444488,0.28269253086232143,7,Family,435
Methanomethylophilaceae,0.18487394957983194,NA,2,Family,435
Muribaculaceae,0.41418573484948623,0.292339698252029,7,Family,435
Oligosphaeraceae,0.539390315062284,0.2865718304576378,4,Family,435
Oscillospiraceae,0.5150201722124513,0.29175356865855057,7,Family,435
Prevotellaceae,0.5007071254612319,0.29327560082796583,7,Family,435
Rikenellaceae,0.5016666439334463,0.28407590049129183,7,Family,435
Ruminococcaceae,0.43579360543483514,0.32802442010018973,7,Family,435
Selenomonadaceae,0.435940495452588,0.29330041263311113,7,Family,435
Spirochaetaceae,0.4758049656458536,0.26054507027257306,7,Family,435
Succinivibrionaceae,0.5135503810394045,0.2616589900544778,7,Family,435
UCG-010,0.4951491660793987,0.16288919289414425,3,Family,435
Veillonellaceae,0.4649549442607513,0.3866285979195852,4,Family,435
p-251-o5,0.537135605786501,0.25231368375228774,7,Family,435
vadinBE97,0.5197348474507841,0.2171180020867045,7,Family,435
