from,PF_J,PF_J_sd,num_layers,run
ASV_00001,0.04280114537654097,0.03587081322735294,5,445
ASV_00002,0.06502736588780018,0.042435082156262315,7,445
ASV_00003,0.06783460654895342,0.05412261941650244,7,445
ASV_00004,0.08407321779769321,0.0695417846403685,7,445
ASV_00005,0.0652986111236594,0.05723770580148095,7,445
ASV_00006,0.06020524615684895,0.0473978320238809,7,445
ASV_00007,0.06816282865847909,0.03719281597660544,7,445
ASV_00008,0.05886352091036172,0.04457640587899171,7,445
ASV_00009,0.06254653996788702,0.06379484665978548,7,445
ASV_00010,0.060966749074951976,0.045592507068021475,7,445
ASV_00011,0.05808429224542553,0.044651147167116025,7,445
ASV_00012,0.060790218584282546,0.03705964385711567,6,445
ASV_00013,0.054243338337441736,0.041485645179270725,7,445
ASV_00014,0.06689725819937743,0.05933898160233576,7,445
ASV_00015,0.07026076238835396,0.04969236180217822,7,445
ASV_00016,0.04413478811076805,0.03332652170834725,6,445
ASV_00017,0.06919224485952077,0.04298910096614938,5,445
ASV_00018,0.05892258075796528,0.03706052235336851,7,445
ASV_00019,0.04320103288745428,0.038379053023318635,7,445
ASV_00020,0.05415100031027688,0.042535498728252207,7,445
ASV_00021,0.06336221902486835,0.05288115364897453,6,445
ASV_00022,0.05312726379729598,0.046153983886197646,7,445
ASV_00023,0.06073009144380078,0.04060991623351017,7,445
ASV_00024,0.06159062319278367,0.05563357130718076,7,445
ASV_00025,0.05439401650723147,0.05286985700516325,4,445
ASV_00026,0.07130552569040498,0.04187639850490688,7,445
ASV_00028,0.06562628628750297,0.04724964746823778,7,445
ASV_00029,0.05277384146738831,0.04467382103976068,7,445
ASV_00030,0.0629304607407634,0.06157600724566406,7,445
ASV_00031,0.07765938116692171,0.05433907049145533,7,445
ASV_00032,0.04133774902302902,0.037769324641010245,7,445
ASV_00033,0.054880764507101006,0.04838222362306336,7,445
ASV_00034,0.0796720744702291,0.06123909079637647,7,445
ASV_00035,0.046038803543235515,0.04184642755365299,7,445
ASV_00036,0.07938228549761862,0.06776266606149126,7,445
ASV_00037,0.0787686730614113,0.07099845932188865,6,445
ASV_00038,0.06635046921536944,0.0436119654291105,5,445
ASV_00039,0.07555557609105822,0.038117965522141785,5,445
ASV_00040,0.055400606208274895,0.0464109686569258,7,445
ASV_00041,0.06332554053829446,0.0341119493251977,6,445
