node_id,level1,leaf_id,layer_id,flow,node_name,layer_name
1,1,1694,1,2.4609e-4,ASV_00001,IT1
1,1,495,2,5.61212e-4,ASV_00001,IT2
1,1,2893,3,3.24588e-5,ASV_00001,IT3
1,1,429,5,6.07139e-4,ASV_00001,UK1
1,1,2554,6,1.25297e-4,ASV_00001,UK2
2,1,2141,1,1.84347e-4,ASV_00002,IT1
2,1,1562,2,2.6553e-4,ASV_00002,IT2
2,1,2984,3,1.35449e-5,ASV_00002,IT3
2,1,2708,4,9.35604e-5,ASV_00002,FI1
2,1,447,5,5.9642e-4,ASV_00002,UK1
2,1,2658,6,1.06798e-4,ASV_00002,UK2
2,1,1871,7,2.22483e-4,ASV_00002,SE1
3,1,1408,1,2.90869e-4,ASV_00003,IT1
3,1,464,2,5.80865e-4,ASV_00003,IT2
3,1,2759,3,7.37466e-5,ASV_00003,IT3
3,1,2005,4,2.01927e-4,ASV_00003,FI1
3,1,403,5,6.26823e-4,ASV_00003,UK1
3,1,1516,6,2.74136e-4,ASV_00003,UK2
3,1,1867,7,2.22767e-4,ASV_00003,SE1
4,1,1866,1,2.22929e-4,ASV_00004,IT1
4,1,1181,2,3.30147e-4,ASV_00004,IT2
4,1,2838,3,4.42783e-5,ASV_00004,IT3
4,1,1531,4,2.7181e-4,ASV_00004,FI1
4,1,561,5,5.17564e-4,ASV_00004,UK1
4,1,2331,6,1.58998e-4,ASV_00004,UK2
4,1,817,7,4.14858e-4,ASV_00004,SE1
5,1,2462,1,1.42567e-4,ASV_00005,IT1
5,1,2027,2,1.98408e-4,ASV_00005,IT2
5,1,2949,3,2.26227e-5,ASV_00005,IT3
5,1,676,4,4.61064e-4,ASV_00005,FI1
5,1,18,5,9.92283e-4,ASV_00005,UK1
5,1,2215,6,1.76127e-4,ASV_00005,UK2
5,1,1677,7,2.48824e-4,ASV_00005,SE1
6,1,702,1,4.50662e-4,ASV_00006,IT1
6,1,2188,2,1.78493e-4,ASV_00006,IT2
6,1,2932,3,2.56181e-5,ASV_00006,IT3
6,1,795,4,4.23084e-4,ASV_00006,FI1
6,1,313,5,6.94051e-4,ASV_00006,UK1
6,1,2372,6,1.54757e-4,ASV_00006,UK2
