taxa_from,PF_T,PF_T_sd,num_layers,taxa,run
Actinobacteria,0.37521003407162384,0.2698630285354094,6,Class,46
Alphaproteobacteria,0.3171153846864143,0.2722753867609107,6,Class,46
Bacilli,0.41280698566218355,0.32507989285256084,7,Class,46
Bacteroidia,0.5212009689054095,0.3116374262444909,7,Class,46
Clostridia,0.4750219361660124,0.3026489655008367,7,Class,46
Coriobacteriia,0.4749588481888082,0.23940551173956767,6,Class,46
Desulfovibrionia,0.5729831434459557,0.235254488342596,6,Class,46
Fibrobacteria,0.46101520680546354,0.2760543283134197,7,Class,46
Gammaproteobacteria,0.5591788455882076,0.2630841845206866,7,Class,46
Gracilibacteria,0.4645218821455578,0.2589668171621559,7,Class,46
Kiritimatiellae,0.5008685934339112,0.31305788680471114,7,Class,46
Lentisphaeria,0.516854987391669,0.2323645963529753,6,Class,46
MVP-15,0.5133689839572193,NA,2,Class,46
Methanobacteria,0.4520873537956893,0.30650845784727027,7,Class,46
Negativicutes,0.5146780143964554,0.2668841980479414,7,Class,46
Spirochaetia,0.476770643795526,0.26910725386713347,7,Class,46
Thermoplasmata,0.38288288288288286,NA,2,Class,46
Absconditabacteriales_(SR1),0.45983739617948227,0.2549644464779138,7,Order,46
Acetobacterales,0.46347459316607975,0.34152569780550257,4,Order,46
Acholeplasmatales,0.3989483688345922,0.2939132882929464,7,Order,46
Acidaminococcales,0.48092795869448646,0.2649962964497676,7,Order,46
Aeromonadales,0.5411599148248915,0.2527813502890835,7,Order,46
Bacteroidales,0.5176158331098045,0.3082371882816648,7,Order,46
Bifidobacteriales,0.36397537042064515,0.25540226949955636,6,Order,46
Burkholderiales,0.34444444444444444,NA,2,Order,46
Christensenellales,0.4061808102800337,0.2646422492212023,7,Order,46
Clostridia_UCG-014,0.4670743757449705,0.2845535787968338,7,Order,46
Clostridia_or,0.4224342476733307,0.2770922041837265,7,Order,46
Coriobacteriales,0.4687329417832688,0.23132033017691347,6,Order,46
Desulfovibrionales,0.5617571711015908,0.2281443573528195,6,Order,46
Eubacteriales,0.5138888888888888,NA,2,Order,46
Fibrobacterales,0.45517407182743397,0.27050035879434825,7,Order,46
Lachnospirales,0.48598747438107387,0.30938570469690724,7,Order,46
Lactobacillales,0.6701872291255605,0.1028122187891518,3,Order,46
Methanobacteriales,0.4463888302765569,0.3004359894401802,7,Order,46
Methanomassiliicoccales,0.3755656108597285,NA,2,Order,46
Oligosphaerales,0.649680616895524,0.24077285349117022,4,Order,46
Oscillospirales,0.4832148065753918,0.30253175366713925,7,Order,46
Peptostreptococcales-Tissierellales,0.5351767291396929,0.20510380821459978,6,Order,46
Rhodospirillales,0.40754165813649257,0.25412536950738573,4,Order,46
Spirochaetales,0.47311920699845245,0.2660394986883711,7,Order,46
Veillonellales-Selenomonadales,0.5251532802417405,0.25657754389841164,7,Order,46
Victivallales,0.5998756786877806,0.15800497869134159,6,Order,46
WCHB1-41,0.49539135367817005,0.3070983722019625,7,Order,46
Acetobacteraceae,0.4464647242539899,0.31099755035782445,4,Family,46
Acholeplasmataceae,0.39343758667111134,0.2891509428325801,7,Family,46
Acidaminococcaceae,0.4703316279404663,0.24906596089440655,7,Family,46
Anaerovoracaceae,0.5313723167557107,0.2018572739313643,6,Family,46
Atopobiaceae,0.518332267162276,0.2172012699325458,6,Family,46
Bacteroidales_BS11_gut_group,0.48766718228800515,0.30757058356594824,7,Family,46
Bacteroidales_RF16_group,0.4577263613459885,0.261839849565203,7,Family,46
Bacteroidales_UCG-001,0.40369678913945906,0.18193515081011594,4,Family,46
Bifidobacteriaceae,0.3570059535158137,0.24816635826332598,6,Family,46
Christensenellaceae,0.40195848864309286,0.2614934710160008,7,Family,46
Defluviitaleaceae,0.6545636805945865,0.1057400464539537,5,Family,46
Desulfovibrionaceae,0.5407335207476986,0.2173381882169921,6,Family,46
Eggerthellaceae,0.34317343173431736,NA,2,Family,46
Eubacteriaceae,0.4776119402985075,NA,2,Family,46
F082,0.4819499396032737,0.2793628533953704,7,Family,46
Fibrobacteraceae,0.4490605821795504,0.26016171368178087,7,Family,46
Hungateiclostridiaceae,0.4192498692876878,0.2674618720091051,7,Family,46
Lachnospiraceae,0.47970368741049424,0.30135107397872785,7,Family,46
Lactobacillaceae,0.6632987706688661,0.10576548939515303,3,Family,46
Methanobacteriaceae,0.4380956504496599,0.29414797413165006,7,Family,46
Methanomethylophilaceae,0.3740648379052369,NA,2,Family,46
Muribaculaceae,0.4403745459551401,0.2759142566683074,7,Family,46
Oligosphaeraceae,0.6011030130393374,0.20011870873334928,4,Family,46
Oscillospiraceae,0.5219287019986509,0.29066808843791775,7,Family,46
