node_id,level1,leaf_id,layer_id,flow,node_name,layer_name
1,1,2420,1,1.45507e-4,ASV_00001,IT1
1,1,627,2,4.88959e-4,ASV_00001,IT2
1,1,2944,3,2.35841e-5,ASV_00001,IT3
1,1,686,5,4.62101e-4,ASV_00001,UK1
1,1,2739,6,8.1766e-5,ASV_00001,UK2
2,1,2554,1,1.24507e-4,ASV_00002,IT1
2,1,228,2,7.4924e-4,ASV_00002,IT2
2,1,2905,3,2.97985e-5,ASV_00002,IT3
2,1,1863,4,2.23281e-4,ASV_00002,FI1
2,1,316,5,6.86426e-4,ASV_00002,UK1
2,1,2607,6,1.17526e-4,ASV_00002,UK2
2,1,818,7,4.16071e-4,ASV_00002,SE1
3,1,2143,1,1.85216e-4,ASV_00003,IT1
3,1,377,2,6.36343e-4,ASV_00003,IT2
3,1,2880,3,3.44835e-5,ASV_00003,IT3
3,1,1356,4,2.99304e-4,ASV_00003,FI1
3,1,84,5,8.97091e-4,ASV_00003,UK1
3,1,2397,6,1.50012e-4,ASV_00003,UK2
3,1,468,7,5.67623e-4,ASV_00003,SE1
4,1,1712,1,2.48228e-4,ASV_00004,IT1
4,1,631,2,4.86947e-4,ASV_00004,IT2
4,1,2850,3,4.06497e-5,ASV_00004,IT3
4,1,2724,4,8.69251e-5,ASV_00004,FI1
4,1,573,5,5.19149e-4,ASV_00004,UK1
4,1,2711,6,9.0842e-5,ASV_00004,UK2
4,1,1040,7,3.60063e-4,ASV_00004,SE1
5,1,2453,1,1.39665e-4,ASV_00005,IT1
5,1,543,2,5.34988e-4,ASV_00005,IT2
5,1,2802,3,5.66911e-5,ASV_00005,IT3
5,1,905,4,3.90345e-4,ASV_00005,FI1
5,1,191,5,7.79677e-4,ASV_00005,UK1
5,1,1669,6,2.55075e-4,ASV_00005,UK2
5,1,557,7,5.26333e-4,ASV_00005,SE1
6,1,2271,1,1.66211e-4,ASV_00006,IT1
6,1,558,2,5.26163e-4,ASV_00006,IT2
6,1,2836,3,4.52802e-5,ASV_00006,IT3
6,1,2619,4,1.15704e-4,ASV_00006,FI1
6,1,334,5,6.76957e-4,ASV_00006,UK1
6,1,2561,6,1.23833e-4,ASV_00006,UK2
6,1,2757,7,7.52066e-5,ASV_00006,SE1
7,1,1299,1,3.08913e-4,ASV_00007,IT1
7,1,1211,2,3.24461e-4,ASV_00007,IT2
7,1,2913,3,2.89382e-5,ASV_00007,IT3
7,1,1904,4,2.17469e-4,ASV_00007,FI1
7,1,21,5,9.9614e-4,ASV_00007,UK1
7,1,1795,6,2.34346e-4,ASV_00007,UK2
7,1,1360,7,2.98646e-4,ASV_00007,SE1
8,1,1794,1,2.34427e-4,ASV_00008,IT1
8,1,872,2,3.99846e-4,ASV_00008,IT2
8,1,2937,3,2.46343e-5,ASV_00008,IT3
8,1,1687,4,2.53058e-4,ASV_00008,FI1
8,1,238,5,7.39508e-4,ASV_00008,UK1
8,1,1870,6,2.22275e-4,ASV_00008,UK2
8,1,1177,7,3.32372e-4,ASV_00008,SE1
9,1,1927,1,2.15746e-4,ASV_00009,IT1
9,1,1557,2,2.67094e-4,ASV_00009,IT2
9,1,2894,3,3.17304e-5,ASV_00009,IT3
9,1,741,4,4.46032e-4,ASV_00009,FI1
9,1,2422,6,1.45411e-4,ASV_00009,UK2
9,1,1806,7,2.33167e-4,ASV_00009,SE1
10,1,1971,1,2.09423e-4,ASV_00010,IT1
10,1,455,2,5.76102e-4,ASV_00010,IT2
10,1,2899,3,3.11202e-5,ASV_00010,IT3
10,1,986,4,3.70413e-4,ASV_00010,FI1
10,1,183,5,7.89274e-4,ASV_00010,UK1
10,1,1592,6,2.6366e-4,ASV_00010,UK2
10,1,848,7,4.06978e-4,ASV_00010,SE1
11,1,2315,1,1.59578e-4,ASV_00011,IT1
11,1,2286,2,1.64754e-4,ASV_00011,IT2
11,1,2785,3,6.48206e-5,ASV_00011,IT3
11,1,2296,4,1.63041e-4,ASV_00011,FI1
11,1,291,5,6.98749e-4,ASV_00011,UK1
11,1,1714,6,2.48062e-4,ASV_00011,UK2
11,1,2226,7,1.73901e-4,ASV_00011,SE1
12,1,1948,1,2.12655e-4,ASV_00012,IT1
12,1,2307,2,1.615e-4,ASV_00012,IT2
12,1,921,4,3.8594e-4,ASV_00012,FI1
12,1,440,5,5.8951e-4,ASV_00012,UK1
12,1,2458,6,1.38811e-4,ASV_00012,UK2
12,1,783,7,4.2569e-4,ASV_00012,SE1
13,1,1014,1,3.65027e-4,ASV_00013,IT1
13,1,1291,2,3.09755e-4,ASV_00013,IT2
13,1,3000,3,3.29633e-6,ASV_00013,IT3
13,1,1566,4,2.66332e-4,ASV_00013,FI1
13,1,201,5,7.71953e-4,ASV_00013,UK1
13,1,2062,6,1.95209e-4,ASV_00013,UK2
13,1,1370,7,2.97749e-4,ASV_00013,SE1
14,1,1859,1,2.24683e-4,ASV_00014,IT1
14,1,2056,2,1.96377e-4,ASV_00014,IT2
14,1,2832,3,4.64537e-5,ASV_00014,IT3
14,1,1997,4,2.05629e-4,ASV_00014,FI1
14,1,170,5,8.00229e-4,ASV_00014,UK1
14,1,1910,6,2.1699e-4,ASV_00014,UK2
14,1,689,7,4.60738e-4,ASV_00014,SE1
15,1,1348,1,3.00453e-4,ASV_00015,IT1
15,1,407,2,6.15799e-4,ASV_00015,IT2
15,1,2838,3,4.38502e-5,ASV_00015,IT3
15,1,2446,4,1.40816e-4,ASV_00015,FI1
15,1,419,5,6.06979e-4,ASV_00015,UK1
15,1,1410,6,2.88878e-4,ASV_00015,UK2
15,1,1282,7,3.11594e-4,ASV_00015,SE1
16,1,1935,2,2.14438e-4,ASV_00016,IT2
16,1,2813,3,5.32128e-5,ASV_00016,IT3
16,1,1882,4,2.2107e-4,ASV_00016,FI1
16,1,180,5,7.92613e-4,ASV_00016,UK1
16,1,2099,6,1.89805e-4,ASV_00016,UK2
16,1,1401,7,2.90732e-4,ASV_00016,SE1
17,1,1992,1,2.06421e-4,ASV_00017,IT1
17,1,1388,2,2.92868e-4,ASV_00017,IT2
17,1,2857,3,3.92511e-5,ASV_00017,IT3
17,1,381,5,6.33501e-4,ASV_00017,UK1
17,1,2178,6,1.7978e-4,ASV_00017,UK2
18,1,1990,1,2.067e-4,ASV_00018,IT1
18,1,1113,2,3.46021e-4,ASV_00018,IT2
18,1,2846,3,4.14867e-5,ASV_00018,IT3
18,1,2547,4,1.25855e-4,ASV_00018,FI1
18,1,515,5,5.46616e-4,ASV_00018,UK1
18,1,2087,6,1.91986e-4,ASV_00018,UK2
18,1,694,7,4.58947e-4,ASV_00018,SE1
19,1,1200,1,3.26737e-4,ASV_00019,IT1
19,1,1577,2,2.65161e-4,ASV_00019,IT2
19,1,2848,3,4.14301e-5,ASV_00019,IT3
19,1,1765,4,2.40287e-4,ASV_00019,FI1
19,1,276,5,7.0841e-4,ASV_00019,UK1
19,1,1881,6,2.21159e-4,ASV_00019,UK2
19,1,1554,7,2.6732e-4,ASV_00019,SE1
20,1,2565,1,1.23361e-4,ASV_00020,IT1
20,1,1873,2,2.2172e-4,ASV_00020,IT2
20,1,2977,3,1.57367e-5,ASV_00020,IT3
20,1,1225,4,3.21169e-4,ASV_00020,FI1
20,1,120,5,8.45336e-4,ASV_00020,UK1
20,1,1925,6,2.15829e-4,ASV_00020,UK2
20,1,2242,7,1.7114e-4,ASV_00020,SE1
21,1,1054,2,3.57635e-4,ASV_00021,IT2
21,1,2890,3,3.2043e-5,ASV_00021,IT3
21,1,803,4,4.1958e-4,ASV_00021,FI1
21,1,951,5,3.78808e-4,ASV_00021,UK1
21,1,1747,6,2.43743e-4,ASV_00021,UK2
21,1,1561,7,2.66888e-4,ASV_00021,SE1
22,1,1426,1,2.85828e-4,ASV_00022,IT1
22,1,372,2,6.41302e-4,ASV_00022,IT2
22,1,2900,3,3.10406e-5,ASV_00022,IT3
22,1,1924,4,2.15859e-4,ASV_00022,FI1
22,1,504,5,5.53098e-4,ASV_00022,UK1
22,1,2735,6,8.391e-5,ASV_00022,UK2
22,1,1872,7,2.2199e-4,ASV_00022,SE1
23,1,1549,1,2.67982e-4,ASV_00023,IT1
23,1,1408,2,2.89144e-4,ASV_00023,IT2
23,1,2965,3,1.92781e-5,ASV_00023,IT3
23,1,571,4,5.19205e-4,ASV_00023,FI1
23,1,456,5,5.75874e-4,ASV_00023,UK1
23,1,1897,6,2.18955e-4,ASV_00023,UK2
23,1,527,7,5.43345e-4,ASV_00023,SE1
24,1,2216,1,1.74984e-4,ASV_00024,IT1
24,1,2196,2,1.77157e-4,ASV_00024,IT2
24,1,2819,3,5.15112e-5,ASV_00024,IT3
24,1,2126,4,1.87294e-4,ASV_00024,FI1
24,1,472,5,5.66374e-4,ASV_00024,UK1
24,1,2766,6,7.28254e-5,ASV_00024,UK2
24,1,1117,7,3.44934e-4,ASV_00024,SE1
25,1,2249,1,1.69558e-4,ASV_00025,IT1
25,1,1829,2,2.28693e-4,ASV_00025,IT2
25,1,2860,3,3.87358e-5,ASV_00025,IT3
25,1,208,5,7.67145e-4,ASV_00025,UK1
26,1,2030,1,2.00539e-4,ASV_00026,IT1
26,1,1974,2,2.08917e-4,ASV_00026,IT2
26,1,2917,3,2.80714e-5,ASV_00026,IT3
26,1,858,4,4.03214e-4,ASV_00026,FI1
26,1,198,5,7.76314e-4,ASV_00026,UK1
26,1,2613,6,1.16744e-4,ASV_00026,UK2
26,1,1826,7,2.29378e-4,ASV_00026,SE1
27,1,1284,7,3.11361e-4,ASV_00027,SE1
28,1,2042,1,1.98205e-4,ASV_00028,IT1
28,1,1355,2,2.99331e-4,ASV_00028,IT2
28,1,2916,3,2.81542e-5,ASV_00028,IT3
28,1,1271,4,3.13083e-4,ASV_00028,FI1
28,1,92,5,8.81722e-4,ASV_00028,UK1
28,1,2118,6,1.88441e-4,ASV_00028,UK2
28,1,2322,7,1.58985e-4,ASV_00028,SE1
29,1,2110,1,1.89274e-4,ASV_00029,IT1
29,1,1448,2,2.83294e-4,ASV_00029,IT2
29,1,2939,3,2.40057e-5,ASV_00029,IT3
29,1,1842,4,2.26726e-4,ASV_00029,FI1
29,1,49,5,9.4221e-4,ASV_00029,UK1
29,1,2535,6,1.27928e-4,ASV_00029,UK2
29,1,1039,7,3.60327e-4,ASV_00029,SE1
30,1,2151,1,1.83767e-4,ASV_00030,IT1
30,1,1660,2,2.55904e-4,ASV_00030,IT2
30,1,2951,3,2.16739e-5,ASV_00030,IT3
30,1,1541,4,2.69128e-4,ASV_00030,FI1
30,1,355,5,6.56379e-4,ASV_00030,UK1
30,1,2208,6,1.75597e-4,ASV_00030,UK2
30,1,1228,7,3.20886e-4,ASV_00030,SE1
31,1,2037,1,1.98945e-4,ASV_00031,IT1
31,1,2423,2,1.4536e-4,ASV_00031,IT2
31,1,2987,3,1.21954e-5,ASV_00031,IT3
31,1,1346,4,3.00758e-4,ASV_00031,FI1
31,1,263,5,7.19017e-4,ASV_00031,UK1
31,1,2695,6,9.46084e-5,ASV_00031,UK2
31,1,2763,7,7.3615e-5,ASV_00031,SE1
32,1,1690,1,2.52386e-4,ASV_00032,IT1
32,1,674,2,4.65465e-4,ASV_00032,IT2
32,1,2815,3,5.25935e-5,ASV_00032,IT3
32,1,1114,4,3.45257e-4,ASV_00032,FI1
32,1,259,5,7.20604e-4,ASV_00032,UK1
32,1,2396,6,1.50045e-4,ASV_00032,UK2
32,1,1966,7,2.10393e-4,ASV_00032,SE1
33,1,1309,1,3.07267e-4,ASV_00033,IT1
33,1,1696,2,2.51186e-4,ASV_00033,IT2
33,1,2986,3,1.22344e-5,ASV_00033,IT3
33,1,391,4,6.26779e-4,ASV_00033,FI1
33,1,584,5,5.12939e-4,ASV_00033,UK1
33,1,2706,6,9.1482e-5,ASV_00033,UK2
33,1,1003,7,3.66819e-4,ASV_00033,SE1
34,1,1457,1,2.81798e-4,ASV_00034,IT1
34,1,712,2,4.53236e-4,ASV_00034,IT2
34,1,2866,3,3.64218e-5,ASV_00034,IT3
34,1,1614,4,2.61202e-4,ASV_00034,FI1
34,1,369,5,6.43522e-4,ASV_00034,UK1
34,1,2625,6,1.13739e-4,ASV_00034,UK2
34,1,469,7,5.67326e-4,ASV_00034,SE1
35,1,1622,1,2.59961e-4,ASV_00035,IT1
35,1,1707,2,2.49089e-4,ASV_00035,IT2
35,1,2804,3,5.6549e-5,ASV_00035,IT3
35,1,668,4,4.68599e-4,ASV_00035,FI1
35,1,423,5,6.01907e-4,ASV_00035,UK1
35,1,2649,6,1.0814e-4,ASV_00035,UK2
35,1,742,7,4.45761e-4,ASV_00035,SE1
36,1,1691,1,2.51896e-4,ASV_00036,IT1
36,1,385,2,6.30245e-4,ASV_00036,IT2
36,1,2852,3,4.01595e-5,ASV_00036,IT3
36,1,1124,4,3.43577e-4,ASV_00036,FI1
36,1,507,5,5.50241e-4,ASV_00036,UK1
36,1,2376,6,1.5208e-4,ASV_00036,UK2
36,1,786,7,4.24749e-4,ASV_00036,SE1
37,1,2117,1,1.88695e-4,ASV_00037,IT1
37,1,1245,2,3.16067e-4,ASV_00037,IT2
37,1,2873,3,3.54309e-5,ASV_00037,IT3
37,1,159,5,8.12806e-4,ASV_00037,UK1
