from,PF_J,PF_J_sd,num_layers,run
ASV_00001,0.06856250009105244,0.06331230944450246,5,109
ASV_00002,0.05851644665769638,0.04968945305240401,7,109
ASV_00003,0.06995537202095059,0.05318348766030564,7,109
ASV_00004,0.06413097311715704,0.04926598521435047,7,109
ASV_00005,0.07147820554630523,0.06746756759813381,7,109
ASV_00006,0.06628634798850526,0.04714162046891998,7,109
ASV_00007,0.06625795603704591,0.050241498296142384,7,109
ASV_00008,0.056010405776945174,0.03594867129249087,7,109
ASV_00009,0.07091948657538245,0.040220278937037765,7,109
ASV_00010,0.0706782024483813,0.04233345656384171,7,109
ASV_00011,0.06772986473246936,0.06094500259434215,7,109
ASV_00012,0.07146552800908643,0.05384970732428293,6,109
ASV_00013,0.060297344326683586,0.04666515810505852,7,109
ASV_00014,0.05172941360399717,0.033351448192973795,7,109
ASV_00015,0.05458348374988649,0.026908813595500354,7,109
ASV_00016,0.06717692435037792,0.04414082008823089,6,109
ASV_00017,0.063842320379141,0.04525580766433798,5,109
ASV_00018,0.04449260973360605,0.03422741477556425,7,109
ASV_00019,0.05017970012273879,0.039633546757988074,7,109
ASV_00020,0.05504385298331576,0.042447083021770145,7,109
ASV_00021,0.0645509188309124,0.05723565916330329,6,109
ASV_00022,0.05145506317566095,0.03660885107432478,7,109
ASV_00023,0.06468656584405258,0.05371959514708774,7,109
ASV_00024,0.05486287049248054,0.047163863213130396,7,109
ASV_00025,0.043198445059671964,0.04687181208502213,4,109
ASV_00026,0.06353486387775129,0.05085910503508407,7,109
ASV_00028,0.06746400585772563,0.04280275824142718,7,109
ASV_00029,0.061000638058649116,0.04473789614807625,7,109
ASV_00030,0.06048716068761293,0.04080745163126572,7,109
ASV_00031,0.06098042601157808,0.03291018996387018,7,109
ASV_00032,0.06423660321466904,0.044688204750327865,7,109
ASV_00033,0.055398074786584595,0.03269978933668234,7,109
ASV_00034,0.06297024915255771,0.03583133365145458,7,109
ASV_00035,0.051960900148683334,0.05070511359993535,7,109
ASV_00036,0.05151741684545599,0.04087468965766255,7,109
ASV_00037,0.059300103171131505,0.04610582711566163,6,109
ASV_00038,0.0494453007772102,0.045030998884755376,5,109
ASV_00039,0.09051365496147926,0.04075329727391205,5,109
ASV_00040,0.05492720592587248,0.03691165444791324,7,109
ASV_00041,0.056318412492086536,0.047265763595187985,6,109
ASV_00042,0.08157052691873842,0.06226512328826668,7,109
ASV_00043,0.05746973506364202,0.04320508021124891,5,109
ASV_00044,0.05700660570196161,0.041281058116796554,7,109
ASV_00045,0.08410051099476024,0.03455915658686667,6,109
ASV_00046,0.08675935188892961,0.05370663035621539,7,109
ASV_00047,0.06950121142741368,0.059332717367966394,4,109
ASV_00048,0.06651306918368315,0.048444948668688,7,109
ASV_00049,0.05811717139753967,0.04369148348502444,6,109
ASV_00050,0.04643617906148676,0.030321146388670842,6,109
ASV_00051,0.05330111130715137,0.032712830468669477,7,109
ASV_00052,0.06961164973433139,0.0548853672405465,6,109
ASV_00053,0.039892504197145885,0.0393033268707847,7,109
ASV_00054,0.04904661513282366,0.03990689345008109,7,109
ASV_00055,0.07813936777939047,0.04978700455022579,7,109
ASV_00056,0.06016853224038754,0.05853991421581194,7,109
ASV_00057,0.07063396628131527,0.06213017541585766,7,109
ASV_00058,0.03711978072273651,0.03017708302037734,7,109
ASV_00059,0.08315823208060859,0.07049330948337962,7,109
ASV_00060,0.08871424247612382,0.039751563191159786,5,109
