taxa_from,PF_T,PF_T_sd,num_layers,taxa,run
Actinobacteria,0.39427973229635255,0.29721017335374134,6,Class,130
Alphaproteobacteria,0.30348092634751433,0.26480910731033774,6,Class,130
Bacilli,0.3708926059389307,0.3319842922266635,7,Class,130
Bacteroidia,0.5192165960233098,0.3123395188363561,7,Class,130
Clostridia,0.4682884708433845,0.2996256180327457,7,Class,130
Coriobacteriia,0.47653377761706606,0.24605020176700693,6,Class,130
Desulfovibrionia,0.6092167723328498,0.20238653606668214,6,Class,130
Fibrobacteria,0.44524549866282026,0.2709914158947306,7,Class,130
Gammaproteobacteria,0.5308782660551749,0.2691181819169984,7,Class,130
Gracilibacteria,0.4237254008142547,0.27336730798502584,7,Class,130
Kiritimatiellae,0.5356656731880048,0.34193096583054444,7,Class,130
Lentisphaeria,0.44249794930946895,0.262000305875536,7,Class,130
MVP-15,0.6770833333333333,NA,2,Class,130
Methanobacteria,0.4343535609612649,0.30336623909144766,7,Class,130
Negativicutes,0.49202113718529644,0.29371969662930764,7,Class,130
Spirochaetia,0.4943278270659773,0.27948698835343383,7,Class,130
Thermoplasmata,0.2992125984251969,NA,2,Class,130
Absconditabacteriales_(SR1),0.4208383497840944,0.26907306355144556,7,Order,130
Acetobacterales,0.2973363931181269,0.28835539092077817,4,Order,130
Acholeplasmatales,0.370726324313568,0.3174876395399321,7,Order,130
Acidaminococcales,0.45877023290487146,0.2865028317971971,7,Order,130
Aeromonadales,0.49960037532793133,0.2508942663833175,7,Order,130
Bacteroidales,0.5152794290904786,0.31034013860622384,7,Order,130
Bifidobacteriales,0.3874308844318097,0.2895836220920924,6,Order,130
Burkholderiales,0.675,NA,2,Order,130
Christensenellales,0.4275363419733213,0.2651883196159226,7,Order,130
Clostridia_UCG-014,0.49116590863335907,0.31334090946882226,7,Order,130
Clostridia_or,0.4347685850063549,0.2797678731567028,7,Order,130
Coriobacteriales,0.4737039069772559,0.24298072467270573,6,Order,130
Desulfovibrionales,0.5968580443915034,0.19246340390989533,6,Order,130
Eubacteriales,0.5826771653543308,NA,2,Order,130
Fibrobacterales,0.44240744418692846,0.26774846378361244,7,Order,130
Lachnospirales,0.47408570428202457,0.29965853711794,7,Order,130
Lactobacillales,0.4857778402909904,0.179577677291602,3,Order,130
Methanobacteriales,0.43173671323916435,0.2994305307013047,7,Order,130
Methanomassiliicoccales,0.2857142857142857,NA,2,Order,130
