from,PF_J,PF_J_sd,num_layers,run
ASV_00001,0.05608290511786633,0.02778512559305366,5,465
ASV_00002,0.059514475512292477,0.04391254076111503,7,465
ASV_00003,0.05823504495354375,0.04473604170624808,7,465
ASV_00004,0.05784534572556154,0.04125486343207427,7,465
ASV_00005,0.06103177180046757,0.04317133500671158,7,465
ASV_00006,0.05966410450145879,0.04306283517829426,7,465
ASV_00007,0.06561813639333942,0.050104564937858975,7,465
ASV_00008,0.06686412685244572,0.038976892383270755,7,465
ASV_00009,0.0659015960018288,0.04500682902080941,7,465
ASV_00010,0.058213392544060896,0.04128527868064795,7,465
ASV_00011,0.07222495343496307,0.04383895312688204,7,465
ASV_00012,0.0860316612139264,0.035222056131094866,6,465
ASV_00013,0.0503942343103003,0.0375878132333773,7,465
ASV_00014,0.06140926636944636,0.03872375368407227,7,465
ASV_00015,0.08103168328961129,0.04487934055624549,7,465
ASV_00016,0.060264039787861316,0.0557215076358117,6,465
ASV_00017,0.06237278798446201,0.0641708408190907,5,465
ASV_00018,0.06337117588752697,0.04097788239429569,7,465
ASV_00019,0.07051051737922248,0.04967139410972235,7,465
ASV_00020,0.08690564592082793,0.05519471851893623,7,465
ASV_00021,0.048183113465389,0.039378242992220855,6,465
ASV_00022,0.06820326049204488,0.0548360880180055,7,465
ASV_00023,0.06130227839281515,0.04875919490225097,7,465
ASV_00024,0.06368280966157236,0.03986398805203029,7,465
ASV_00025,0.042464352162892495,0.048780016381557656,4,465
ASV_00026,0.03436739975727859,0.025647327450888716,7,465
ASV_00028,0.06424573349580229,0.04518808515062376,7,465
ASV_00029,0.060596193333066616,0.042999589032276096,7,465
ASV_00030,0.06809172336982496,0.05292390502821803,7,465
ASV_00031,0.069283171439141,0.05244855628911613,7,465
ASV_00032,0.05726296590697008,0.044597211359842875,7,465
ASV_00033,0.0665484019675916,0.054027552976125104,7,465
ASV_00034,0.05963666387409186,0.06036833584956071,7,465
ASV_00035,0.05672939121049518,0.04573048328733334,7,465
ASV_00036,0.047141951789130054,0.04848696159955583,7,465
ASV_00037,0.05783022088374585,0.037282173062913954,6,465
ASV_00038,0.08174693341906175,0.04897926650201997,5,465
ASV_00039,0.08711644936434863,0.03665381083880544,5,465
ASV_00040,0.06423904026826789,0.05184164526073315,7,465
ASV_00041,0.0671350798308532,0.05550188321374174,6,465
ASV_00042,0.06272520385327934,0.043443392295598605,7,465
ASV_00043,0.044734997878077755,0.04031680273186442,5,465
ASV_00044,0.06912545057147727,0.046579798775290344,7,465
ASV_00045,0.08892606136691704,0.035896692400856696,6,465
ASV_00046,0.05988238228535424,0.03834607005929507,7,465
ASV_00047,0.06453143968877119,0.043902091973105274,4,465
ASV_00048,0.05018269271730592,0.027589817796262062,7,465
ASV_00049,0.060216472598510214,0.06075093569621347,6,465
ASV_00050,0.04312347488087493,0.03703471655886362,6,465
ASV_00051,0.05645646476891117,0.053170202123597826,7,465
ASV_00052,0.05268066294459055,0.04686969461298649,6,465
