node_id,module,layer_id,flow,node_name,layer_name
1,1,1,1.91874e-4,ASV_00001,IT1
1,1,2,4.28065e-4,ASV_00001,IT2
1,1,3,1.6407e-5,ASV_00001,IT3
1,1,5,4.86092e-4,ASV_00001,UK1
1,1,6,1.07697e-4,ASV_00001,UK2
2,1,1,1.97749e-4,ASV_00002,IT1
2,1,2,3.45613e-4,ASV_00002,IT2
2,1,3,3.2398e-5,ASV_00002,IT3
2,1,4,4.74935e-4,ASV_00002,FI1
2,1,5,5.04042e-4,ASV_00002,UK1
2,1,6,2.25804e-4,ASV_00002,UK2
2,1,7,2.77668e-4,ASV_00002,SE1
3,1,1,3.79557e-4,ASV_00003,IT1
3,1,2,2.86259e-4,ASV_00003,IT2
3,1,3,3.39687e-6,ASV_00003,IT3
3,1,4,2.18031e-4,ASV_00003,FI1
3,1,5,0.00109315,ASV_00003,UK1
3,1,6,1.70398e-4,ASV_00003,UK2
3,1,7,3.84043e-4,ASV_00003,SE1
4,1,1,2.40683e-4,ASV_00004,IT1
4,1,2,5.51474e-4,ASV_00004,IT2
4,1,3,1.8951e-5,ASV_00004,IT3
4,1,4,2.80419e-4,ASV_00004,FI1
4,1,5,9.96333e-4,ASV_00004,UK1
4,1,6,1.811e-4,ASV_00004,UK2
4,1,7,2.67979e-4,ASV_00004,SE1
5,1,1,3.05637e-4,ASV_00005,IT1
5,1,2,2.3194e-4,ASV_00005,IT2
5,1,3,5.6367e-5,ASV_00005,IT3
5,1,4,4.49039e-4,ASV_00005,FI1
5,1,5,7.56981e-4,ASV_00005,UK1
5,1,6,1.00949e-4,ASV_00005,UK2
5,1,7,3.40365e-4,ASV_00005,SE1
6,1,1,1.63794e-4,ASV_00006,IT1
6,1,2,4.44042e-4,ASV_00006,IT2
6,1,3,4.19664e-5,ASV_00006,IT3
6,1,4,4.46455e-4,ASV_00006,FI1
6,1,5,8.88025e-4,ASV_00006,UK1
6,1,6,2.4411e-4,ASV_00006,UK2
6,1,7,1.46844e-4,ASV_00006,SE1
7,1,1,3.06415e-4,ASV_00007,IT1
7,1,2,3.87829e-4,ASV_00007,IT2
7,1,3,2.48645e-5,ASV_00007,IT3
7,1,4,2.35457e-4,ASV_00007,FI1
7,1,5,9.69199e-4,ASV_00007,UK1
7,1,6,2.27541e-4,ASV_00007,UK2
7,1,7,2.17605e-4,ASV_00007,SE1
8,1,1,2.04148e-4,ASV_00008,IT1
8,1,2,2.89376e-4,ASV_00008,IT2
8,1,3,5.02684e-5,ASV_00008,IT3
8,1,4,1.41388e-4,ASV_00008,FI1
8,1,5,6.2476e-4,ASV_00008,UK1
8,1,6,8.21028e-5,ASV_00008,UK2
8,1,7,3.00089e-4,ASV_00008,SE1
9,1,1,2.80188e-4,ASV_00009,IT1
9,1,2,4.62961e-4,ASV_00009,IT2
9,1,3,3.19907e-5,ASV_00009,IT3
9,1,4,2.43236e-4,ASV_00009,FI1
9,1,5,9.93823e-4,ASV_00009,UK1
9,1,6,1.19284e-4,ASV_00009,UK2
9,1,7,4.02894e-4,ASV_00009,SE1
10,1,1,1.42106e-4,ASV_00010,IT1
10,1,2,4.46623e-4,ASV_00010,IT2
10,1,3,4.88878e-5,ASV_00010,IT3
10,1,4,4.99462e-4,ASV_00010,FI1
10,1,5,2.49299e-4,ASV_00010,UK1
10,1,6,1.84481e-4,ASV_00010,UK2
10,1,7,3.20452e-4,ASV_00010,SE1
11,1,1,3.58656e-4,ASV_00011,IT1
11,1,2,4.81207e-4,ASV_00011,IT2
11,1,3,2.86055e-5,ASV_00011,IT3
11,1,4,3.70512e-4,ASV_00011,FI1
11,1,5,5.64402e-4,ASV_00011,UK1
11,1,6,1.51391e-4,ASV_00011,UK2
11,1,7,4.95772e-4,ASV_00011,SE1
12,1,1,2.47696e-4,ASV_00012,IT1
12,1,2,3.5621e-4,ASV_00012,IT2
12,1,4,2.60718e-4,ASV_00012,FI1
12,1,5,0.00103368,ASV_00012,UK1
12,1,6,1.39134e-4,ASV_00012,UK2
12,1,7,6.9285e-5,ASV_00012,SE1
13,1,1,1.7445e-4,ASV_00013,IT1
13,1,2,2.69139e-4,ASV_00013,IT2
13,1,3,5.9289e-5,ASV_00013,IT3
13,1,4,2.31202e-4,ASV_00013,FI1
13,1,5,8.80661e-4,ASV_00013,UK1
13,1,6,1.58274e-4,ASV_00013,UK2
13,1,7,2.33287e-4,ASV_00013,SE1
14,1,1,1.72427e-4,ASV_00014,IT1
14,1,2,5.02494e-4,ASV_00014,IT2
14,1,3,3.49369e-5,ASV_00014,IT3
14,1,4,3.92047e-4,ASV_00014,FI1
14,1,5,9.24322e-4,ASV_00014,UK1
14,1,6,1.56939e-4,ASV_00014,UK2
14,1,7,2.55094e-4,ASV_00014,SE1
15,1,1,2.0004e-4,ASV_00015,IT1
15,1,2,5.79013e-4,ASV_00015,IT2
15,1,3,4.16453e-5,ASV_00015,IT3
15,1,4,3.43917e-4,ASV_00015,FI1
15,1,5,9.33932e-4,ASV_00015,UK1
15,1,6,2.19874e-4,ASV_00015,UK2
15,1,7,4.67992e-4,ASV_00015,SE1
16,1,2,4.31773e-4,ASV_00016,IT2
16,1,3,4.1793e-5,ASV_00016,IT3
16,1,4,3.44774e-4,ASV_00016,FI1
16,1,5,0.00112579,ASV_00016,UK1
16,1,6,1.25218e-4,ASV_00016,UK2
16,1,7,4.37532e-4,ASV_00016,SE1
17,1,1,2.8178e-4,ASV_00017,IT1
17,1,2,5.53164e-4,ASV_00017,IT2
17,1,3,2.82554e-5,ASV_00017,IT3
17,1,5,7.02926e-4,ASV_00017,UK1
17,1,6,3.76713e-4,ASV_00017,UK2
18,1,1,2.69631e-4,ASV_00018,IT1
18,1,2,3.16512e-4,ASV_00018,IT2
18,1,3,1.92003e-5,ASV_00018,IT3
18,1,4,2.37188e-4,ASV_00018,FI1
18,1,5,6.97879e-4,ASV_00018,UK1
18,1,6,2.60022e-4,ASV_00018,UK2
18,1,7,2.09866e-4,ASV_00018,SE1
19,1,1,1.88831e-4,ASV_00019,IT1
19,1,2,3.56797e-4,ASV_00019,IT2
19,1,3,1.70308e-5,ASV_00019,IT3
19,1,4,4.40666e-4,ASV_00019,FI1
19,1,5,8.54711e-4,ASV_00019,UK1
19,1,6,1.28521e-4,ASV_00019,UK2
19,1,7,3.12919e-4,ASV_00019,SE1
20,1,1,2.63265e-4,ASV_00020,IT1
20,1,2,3.30398e-4,ASV_00020,IT2
20,1,3,3.02934e-5,ASV_00020,IT3
20,1,4,4.34596e-4,ASV_00020,FI1
20,1,5,7.19025e-4,ASV_00020,UK1
20,1,6,2.70564e-4,ASV_00020,UK2
20,1,7,5.05629e-4,ASV_00020,SE1
21,1,2,2.3521e-4,ASV_00021,IT2
21,1,3,1.5095e-5,ASV_00021,IT3
21,1,4,2.44426e-4,ASV_00021,FI1
21,1,5,4.74612e-4,ASV_00021,UK1
21,1,6,1.71441e-4,ASV_00021,UK2
21,1,7,3.42392e-4,ASV_00021,SE1
22,1,1,2.51416e-4,ASV_00022,IT1
22,1,2,4.25549e-4,ASV_00022,IT2
22,1,3,3.81879e-5,ASV_00022,IT3
22,1,4,3.06296e-4,ASV_00022,FI1
22,1,5,9.12204e-4,ASV_00022,UK1
22,1,6,2.30338e-4,ASV_00022,UK2
22,1,7,5.15443e-4,ASV_00022,SE1
23,1,1,9.20524e-5,ASV_00023,IT1
23,1,2,2.40975e-4,ASV_00023,IT2
23,1,3,2.21547e-5,ASV_00023,IT3
23,1,4,3.73961e-4,ASV_00023,FI1
23,1,5,5.9476e-4,ASV_00023,UK1
23,1,6,1.60198e-4,ASV_00023,UK2
23,1,7,3.72436e-4,ASV_00023,SE1
24,1,1,2.01141e-4,ASV_00024,IT1
24,1,2,3.69824e-4,ASV_00024,IT2
24,1,3,3.37654e-5,ASV_00024,IT3
24,1,4,4.16255e-4,ASV_00024,FI1
24,1,5,7.13213e-4,ASV_00024,UK1
24,1,6,1.41202e-4,ASV_00024,UK2
24,1,7,1.47172e-4,ASV_00024,SE1
25,1,1,3.17125e-4,ASV_00025,IT1
25,1,2,5.30724e-4,ASV_00025,IT2
25,1,3,1.51822e-5,ASV_00025,IT3
25,1,5,9.22561e-4,ASV_00025,UK1
26,1,1,3.77011e-4,ASV_00026,IT1
26,1,2,3.54258e-4,ASV_00026,IT2
26,1,3,3.71e-5,ASV_00026,IT3
26,1,4,2.40546e-4,ASV_00026,FI1
26,1,5,6.0466e-4,ASV_00026,UK1
26,1,6,1.74801e-4,ASV_00026,UK2
26,1,7,9.56702e-5,ASV_00026,SE1
27,1,7,3.70625e-4,ASV_00027,SE1
28,1,1,2.70348e-4,ASV_00028,IT1
28,1,2,5.24909e-4,ASV_00028,IT2
28,1,3,6.49949e-5,ASV_00028,IT3
28,1,4,2.13811e-4,ASV_00028,FI1
28,1,5,7.04073e-4,ASV_00028,UK1
28,1,6,1.53585e-4,ASV_00028,UK2
28,1,7,2.09356e-4,ASV_00028,SE1
29,1,1,2.36153e-4,ASV_00029,IT1
29,1,2,4.91531e-4,ASV_00029,IT2
29,1,3,5.93251e-5,ASV_00029,IT3
29,1,4,2.93006e-4,ASV_00029,FI1
29,1,5,8.25252e-4,ASV_00029,UK1
29,1,6,2.45164e-4,ASV_00029,UK2
29,1,7,5.14646e-4,ASV_00029,SE1
30,1,1,1.33102e-4,ASV_00030,IT1
30,1,2,5.08581e-4,ASV_00030,IT2
30,1,3,3.64043e-5,ASV_00030,IT3
30,1,4,3.32539e-4,ASV_00030,FI1
30,1,5,6.98796e-4,ASV_00030,UK1
30,1,6,1.6907e-4,ASV_00030,UK2
30,1,7,2.03055e-4,ASV_00030,SE1
31,1,1,2.62963e-4,ASV_00031,IT1
31,1,2,6.31366e-4,ASV_00031,IT2
31,1,3,6.23621e-5,ASV_00031,IT3
31,1,4,1.76144e-4,ASV_00031,FI1
31,1,5,7.05526e-4,ASV_00031,UK1
31,1,6,2.5336e-4,ASV_00031,UK2
31,1,7,4.47149e-4,ASV_00031,SE1
32,1,1,3.13943e-4,ASV_00032,IT1
32,1,2,2.6086e-4,ASV_00032,IT2
32,1,3,5.81207e-5,ASV_00032,IT3
32,1,4,2.07587e-4,ASV_00032,FI1
32,1,5,8.92852e-4,ASV_00032,UK1
32,1,6,1.83563e-4,ASV_00032,UK2
32,1,7,1.87335e-4,ASV_00032,SE1
33,1,1,3.11473e-4,ASV_00033,IT1
33,1,2,6.18432e-4,ASV_00033,IT2
33,1,3,3.37449e-5,ASV_00033,IT3
33,1,4,3.83419e-4,ASV_00033,FI1
33,1,5,6.62685e-4,ASV_00033,UK1
33,1,6,2.65791e-4,ASV_00033,UK2
33,1,7,2.95928e-4,ASV_00033,SE1
34,1,1,2.74821e-4,ASV_00034,IT1
34,1,2,4.99874e-4,ASV_00034,IT2
34,1,3,1.89442e-5,ASV_00034,IT3
34,1,4,4.45438e-4,ASV_00034,FI1
34,1,5,7.79777e-4,ASV_00034,UK1
34,1,6,1.7754e-4,ASV_00034,UK2
34,1,7,3.54767e-4,ASV_00034,SE1
