taxa_from,PF_T,PF_T_sd,num_layers,taxa,run
Actinobacteria,0.401676646866022,0.2656170072352136,6,Class,234
Alphaproteobacteria,0.35904986403972594,0.2424402994408272,6,Class,234
Bacilli,0.38959486112132674,0.29083487647797807,7,Class,234
Bacteroidia,0.516484141279404,0.31084535881408154,7,Class,234
Clostridia,0.46866604857029304,0.2991632858118683,7,Class,234
Coriobacteriia,0.4783014557714413,0.2591709822810015,6,Class,234
Desulfovibrionia,0.554719816848031,0.2056239037385875,6,Class,234
Fibrobacteria,0.45090808265446114,0.26597094018616113,7,Class,234
Gammaproteobacteria,0.5715041342180112,0.26806995776122855,7,Class,234
Gracilibacteria,0.4795441897751511,0.26592071603311423,7,Class,234
Kiritimatiellae,0.5099891498421197,0.32321307404303645,7,Class,234
Lentisphaeria,0.5006656041288892,0.24101038022011642,7,Class,234
MVP-15,0.6428571428571428,NA,2,Class,234
Methanobacteria,0.447047420919531,0.2931329257125091,7,Class,234
Negativicutes,0.5351792762628375,0.2879276991611652,7,Class,234
Spirochaetia,0.4680477327510893,0.2798129939548135,7,Class,234
Thermoplasmata,0.29333333333333333,NA,2,Class,234
Absconditabacteriales_(SR1),0.47042353642474743,0.26033799704421245,7,Order,234
Acetobacterales,0.40735078265191593,0.21791442469681807,4,Order,234
Acholeplasmatales,0.4034095552943741,0.2950945345357446,7,Order,234
Acidaminococcales,0.5207229435925006,0.27455548982682687,7,Order,234
Aeromonadales,0.5512298024647554,0.2576579495660397,7,Order,234
Bacteroidales,0.5133611408726613,0.30772750908850693,7,Order,234
Bifidobacteriales,0.3949269864911922,0.2576159222152391,6,Order,234
Burkholderiales,0.762589928057554,NA,2,Order,234
Christensenellales,0.4218374481932152,0.27352359504710894,7,Order,234
Clostridia_UCG-014,0.452577057235103,0.2965323973670417,7,Order,234
Clostridia_or,0.41447763486287725,0.25619058844929904,7,Order,234
Coriobacteriales,0.4693968872417102,0.24971233608487323,6,Order,234
Desulfovibrionales,0.5445792038396379,0.19658306010630142,6,Order,234
Eubacteriales,0.7236842105263157,NA,2,Order,234
Fibrobacterales,0.4451611206775383,0.25932735221308767,7,Order,234
Lachnospirales,0.4729359386008591,0.30563731380003595,7,Order,234
Lactobacillales,0.5850386754988238,0.19140736107879167,3,Order,234
Methanobacteriales,0.44265438003113633,0.2885955449660493,7,Order,234
Methanomassiliicoccales,0.28648648648648645,NA,2,Order,234
Oligosphaerales,0.5513596686201034,0.24332338804578488,4,Order,234
Oscillospirales,0.48405482937171634,0.29406560768350903,7,Order,234
Peptostreptococcales-Tissierellales,0.593565360943224,0.18483748415048476,6,Order,234
Rhodospirillales,0.5071783193170005,0.23525838666859494,4,Order,234
Spirochaetales,0.4639529399034914,0.275790930687131,7,Order,234
Veillonellales-Selenomonadales,0.5082902980688808,0.2879190103643367,7,Order,234
Victivallales,0.5194770765416676,0.17917571311184244,7,Order,234
WCHB1-41,0.5046628962852395,0.31830937218597066,7,Order,234
Acetobacteraceae,0.3978483987434092,0.1966178748082808,4,Family,234
Acholeplasmataceae,0.39396121030119213,0.28459037978028895,7,Family,234
Acidaminococcaceae,0.5144999948539936,0.25908267768704024,7,Family,234
Anaerovoracaceae,0.5863827979465369,0.17706449135773053,6,Family,234
Atopobiaceae,0.5106177301757215,0.2176142870887318,6,Family,234
Bacteroidales_BS11_gut_group,0.513196930940299,0.31904442580071574,7,Family,234
Bacteroidales_RF16_group,0.46117127997870194,0.2640371776973356,7,Family,234
Bacteroidales_UCG-001,0.3893621893049374,0.22958850421327454,4,Family,234
Bifidobacteriaceae,0.3893881706235071,0.25384363237776947,6,Family,234
Christensenellaceae,0.4184419356168005,0.26679192611651686,7,Family,234
Defluviitaleaceae,0.5805533376891024,0.19444576838639874,5,Family,234
Desulfovibrionaceae,0.5361529619441087,0.18085436844695305,6,Family,234
Eggerthellaceae,0.4973357015985791,NA,2,Family,234
Eubacteriaceae,0.7,NA,2,Family,234
F082,0.4697413249925537,0.2825763240531814,7,Family,234
Fibrobacteraceae,0.4397862828759658,0.25432574775622363,7,Family,234
Hungateiclostridiaceae,0.41327795122797506,0.24881323433033128,7,Family,234
Lachnospiraceae,0.46752399597737937,0.3001452177392938,7,Family,234
Lactobacillaceae,0.5545022644692399,0.1713307372636659,3,Family,234
Methanobacteriaceae,0.438228670297169,0.2809375264674949,7,Family,234
Methanomethylophilaceae,0.2990654205607477,NA,2,Family,234
Muribaculaceae,0.440037355573489,0.2871427759313332,7,Family,234
Oligosphaeraceae,0.5296156148429542,0.24905287490423925,4,Family,234
Oscillospiraceae,0.5240862229190137,0.2688416470576311,7,Family,234
Prevotellaceae,0.5076352691607336,0.2954867492990964,7,Family,234
Rikenellaceae,0.4826898878671953,0.2931197585140783,7,Family,234
Ruminococcaceae,0.4261186432721362,0.29868640659401396,7,Family,234
Selenomonadaceae,0.43383471241893556,0.299650315628808,7,Family,234
Spirochaetaceae,0.4617050962715248,0.27097696292643625,7,Family,234
Succinivibrionaceae,0.5419086810859179,0.23938541178548806,7,Family,234
UCG-010,0.5282887506766865,0.25429234752351565,3,Family,234
Veillonellaceae,0.46116860403519794,0.3140115889561164,4,Family,234
p-251-o5,0.6623143445991777,0.1415325222713346,6,Family,234
vadinBE97,0.4864905354931958,0.16016769265847133,7,Family,234
Acetitomaculum,0.5050286756759679,0.18609544860384641,6,Genus,234
Acetobacter,0.34865480614590516,0.1520220372652354,4,Genus,234
Alloprevotella,0.48914325483711035,0.14225178332960822,3,Genus,234
Anaeroplasma,0.37786725213677375,0.26668574090899394,7,Genus,234
Anaerovibrio,0.6300239637757588,0.10402038476411009,5,Genus,234
Anaerovorax,0.5304812236262084,0.13159168227258908,5,Genus,234
Atopobium,0.5729729729729729,NA,2,Genus,234
