taxa_from,PF_T,PF_T_sd,num_layers,taxa,run
Actinobacteria,0.41721668175204996,0.30887768274987454,6,Class,439
Alphaproteobacteria,0.33336785528825386,0.28921538216426396,6,Class,439
Bacilli,0.42699153936175677,0.2923306834150869,7,Class,439
Bacteroidia,0.5217763859774771,0.31105275183759407,7,Class,439
Clostridia,0.4723941988524104,0.3034224585980951,7,Class,439
Coriobacteriia,0.4520086565805644,0.27794642340178866,6,Class,439
Desulfovibrionia,0.5910257658451683,0.2079820474124649,6,Class,439
Fibrobacteria,0.4535115744200035,0.28382149776029314,7,Class,439
Gammaproteobacteria,0.5774000791625469,0.23987462546121635,7,Class,439
Gracilibacteria,0.4695289288463063,0.2723632618275703,7,Class,439
Kiritimatiellae,0.5359931622528875,0.3315426356731802,7,Class,439
Lentisphaeria,0.48497800854600304,0.3066493028997758,7,Class,439
MVP-15,0.656934306569343,NA,2,Class,439
Methanobacteria,0.40342373689519656,0.279594126367967,7,Class,439
Negativicutes,0.5215958031044631,0.2798069053435629,7,Class,439
Spirochaetia,0.46599828070393323,0.28195441157975437,7,Class,439
Thermoplasmata,0.306930693069307,NA,2,Class,439
Absconditabacteriales_(SR1),0.46756767502216623,0.26898833184773385,7,Order,439
Acetobacterales,0.3722976317075289,0.2866980943585209,4,Order,439
Acholeplasmatales,0.4382244227945578,0.28929929997939513,7,Order,439
Acidaminococcales,0.5030149351387307,0.2526755105600092,7,Order,439
Aeromonadales,0.5548550901139054,0.22873658785395326,7,Order,439
Bacteroidales,0.5176084450089006,0.3066184573516431,7,Order,439
Bifidobacteriales,0.41218759607575156,0.3047090477264719,6,Order,439
Burkholderiales,0.5375,NA,2,Order,439
Christensenellales,0.4109776733054359,0.2667996831725103,7,Order,439
Clostridia_UCG-014,0.46318916164427854,0.2997275617668264,7,Order,439
Clostridia_or,0.4110112168638694,0.3155196628697942,7,Order,439
Coriobacteriales,0.44353886639899487,0.27038909931790545,6,Order,439
Desulfovibrionales,0.5722283296076788,0.195837118714085,6,Order,439
Eubacteriales,0.8061224489795918,NA,2,Order,439
Fibrobacterales,0.44997644279189214,0.2789594708578811,7,Order,439
Lachnospirales,0.48370590398771396,0.30746700443306196,7,Order,439
Lactobacillales,0.5072860500204952,0.17957896322500677,3,Order,439
Methanobacteriales,0.40088576901224404,0.2758516016046627,7,Order,439
Methanomassiliicoccales,0.3015075376884422,NA,2,Order,439
Oligosphaerales,0.6600401846860784,0.11287772654671978,4,Order,439
Oscillospirales,0.48078240574208414,0.30556161883643923,7,Order,439
Peptostreptococcales-Tissierellales,0.5463930422234968,0.20524212778814102,6,Order,439
Rhodospirillales,0.4562745270741713,0.24518375785392438,4,Order,439
Spirochaetales,0.46306494498106077,0.2786601790849875,7,Order,439
Veillonellales-Selenomonadales,0.48965380030315536,0.28149440363799966,7,Order,439
Victivallales,0.4689612265060243,0.2581010951662221,7,Order,439
WCHB1-41,0.5303636039608667,0.3253361946249492,7,Order,439
Acetobacteraceae,0.3521742639245699,0.2620726080794973,4,Family,439
Acholeplasmataceae,0.4334038147095943,0.2858994637750935,7,Family,439
Acidaminococcaceae,0.4868091025315928,0.22948015917294523,7,Family,439
Anaerovoracaceae,0.5352360345627245,0.19521473666676603,6,Family,439
