node_id,level1,leaf_id,layer_id,flow,node_name,layer_name
1,1,1007,1,3.72746e-4,ASV_00001,IT1
1,1,722,2,4.59019e-4,ASV_00001,IT2
1,1,2894,3,3.88796e-5,ASV_00001,IT3
1,1,851,5,4.15115e-4,ASV_00001,UK1
1,1,2602,6,1.24142e-4,ASV_00001,UK2
2,1,1589,1,2.59648e-4,ASV_00002,IT1
2,1,904,2,3.96001e-4,ASV_00002,IT2
2,1,2779,3,6.63722e-5,ASV_00002,IT3
2,1,960,4,3.81756e-4,ASV_00002,FI1
2,1,244,5,7.21647e-4,ASV_00002,UK1
2,1,2623,6,1.21287e-4,ASV_00002,UK2
2,1,655,7,4.8525e-4,ASV_00002,SE1
3,1,1925,1,2.15314e-4,ASV_00003,IT1
3,1,1200,2,3.25763e-4,ASV_00003,IT2
3,1,2824,3,5.25065e-5,ASV_00003,IT3
3,1,683,4,4.75479e-4,ASV_00003,FI1
3,1,335,5,6.58712e-4,ASV_00003,UK1
3,1,2344,6,1.59958e-4,ASV_00003,UK2
3,1,549,7,5.27974e-4,ASV_00003,SE1
4,1,1969,1,2.09834e-4,ASV_00004,IT1
4,1,1363,2,2.94737e-4,ASV_00004,IT2
4,1,2977,3,1.85201e-5,ASV_00004,IT3
4,1,2676,4,1.10043e-4,ASV_00004,FI1
4,1,773,5,4.38458e-4,ASV_00004,UK1
4,1,2755,6,8.11325e-5,ASV_00004,UK2
4,1,943,7,3.85678e-4,ASV_00004,SE1
5,1,1849,1,2.24772e-4,ASV_00005,IT1
5,1,653,2,4.85717e-4,ASV_00005,IT2
5,1,2928,3,3.22709e-5,ASV_00005,IT3
5,1,973,4,3.78792e-4,ASV_00005,FI1
5,1,268,5,7.00603e-4,ASV_00005,UK1
5,1,1939,6,2.13998e-4,ASV_00005,UK2
5,1,768,7,4.41603e-4,ASV_00005,SE1
6,1,1482,1,2.75527e-4,ASV_00006,IT1
6,1,805,2,4.26673e-4,ASV_00006,IT2
6,1,2970,3,2.14916e-5,ASV_00006,IT3
6,1,2715,4,9.86669e-5,ASV_00006,FI1
6,1,306,5,6.76065e-4,ASV_00006,UK1
6,1,1593,6,2.57912e-4,ASV_00006,UK2
6,1,1148,7,3.36365e-4,ASV_00006,SE1
7,1,1719,1,2.41769e-4,ASV_00007,IT1
7,1,1773,2,2.34544e-4,ASV_00007,IT2
7,1,2852,3,4.76967e-5,ASV_00007,IT3
7,1,588,4,5.12386e-4,ASV_00007,FI1
7,1,389,5,6.19044e-4,ASV_00007,UK1
7,1,2517,6,1.36174e-4,ASV_00007,UK2
