node_id,level1,leaf_id,layer_id,flow,node_name,layer_name
1,1,1616,1,2.57637e-4,ASV_00001,IT1
1,1,653,2,4.76097e-4,ASV_00001,IT2
1,1,2761,3,7.51541e-5,ASV_00001,IT3
1,1,576,5,5.18994e-4,ASV_00001,UK1
1,1,1904,6,2.18974e-4,ASV_00001,UK2
2,1,643,1,4.78883e-4,ASV_00002,IT1
2,1,1118,2,3.45621e-4,ASV_00002,IT2
2,1,2833,3,4.96994e-5,ASV_00002,IT3
2,1,761,4,4.36473e-4,ASV_00002,FI1
2,1,121,5,8.26645e-4,ASV_00002,UK1
2,1,2148,6,1.86723e-4,ASV_00002,UK2
2,1,2581,7,1.24839e-4,ASV_00002,SE1
3,1,1383,1,2.96061e-4,ASV_00003,IT1
3,1,752,2,4.38725e-4,ASV_00003,IT2
3,1,2953,3,2.45263e-5,ASV_00003,IT3
3,1,1437,4,2.86535e-4,ASV_00003,FI1
3,1,38,5,9.65914e-4,ASV_00003,UK1
3,1,2037,6,2.01353e-4,ASV_00003,UK2
3,1,1150,7,3.39407e-4,ASV_00003,SE1
4,1,1242,1,3.18942e-4,ASV_00004,IT1
4,1,1297,2,3.10289e-4,ASV_00004,IT2
4,1,2859,3,4.35611e-5,ASV_00004,IT3
4,1,1360,4,2.99405e-4,ASV_00004,FI1
4,1,152,5,7.95695e-4,ASV_00004,UK1
4,1,2509,6,1.36936e-4,ASV_00004,UK2
4,1,519,7,5.44398e-4,ASV_00004,SE1
5,1,1401,1,2.92365e-4,ASV_00005,IT1
5,1,1533,2,2.71519e-4,ASV_00005,IT2
5,1,2990,3,1.45407e-5,ASV_00005,IT3
5,1,702,4,4.6031e-4,ASV_00005,FI1
5,1,260,5,7.12158e-4,ASV_00005,UK1
5,1,2604,6,1.21058e-4,ASV_00005,UK2
5,1,1365,7,2.98363e-4,ASV_00005,SE1
6,1,2160,1,1.85993e-4,ASV_00006,IT1
6,1,722,2,4.52992e-4,ASV_00006,IT2
6,1,2938,3,2.85294e-5,ASV_00006,IT3
6,1,1647,4,2.53828e-4,ASV_00006,FI1
6,1,10,5,0.00104406,ASV_00006,UK1
6,1,2176,6,1.8355e-4,ASV_00006,UK2
6,1,1664,7,2.51459e-4,ASV_00006,SE1
7,1,1110,1,3.48389e-4,ASV_00007,IT1
7,1,644,2,4.78842e-4,ASV_00007,IT2
7,1,2994,3,1.40111e-5,ASV_00007,IT3
7,1,675,4,4.69287e-4,ASV_00007,FI1
7,1,330,5,6.66042e-4,ASV_00007,UK1
7,1,1368,6,2.97995e-4,ASV_00007,UK2
7,1,1379,7,2.96409e-4,ASV_00007,SE1
8,1,1722,1,2.42917e-4,ASV_00008,IT1
8,1,1012,2,3.71578e-4,ASV_00008,IT2
8,1,2942,3,2.76162e-5,ASV_00008,IT3
8,1,1627,4,2.56353e-4,ASV_00008,FI1
8,1,554,5,5.26287e-4,ASV_00008,UK1
8,1,2206,6,1.79859e-4,ASV_00008,UK2
8,1,426,7,5.99139e-4,ASV_00008,SE1
9,1,1445,1,2.85377e-4,ASV_00009,IT1
9,1,678,2,4.68583e-4,ASV_00009,IT2
9,1,2870,3,4.16344e-5,ASV_00009,IT3
9,1,1112,4,3.47492e-4,ASV_00009,FI1
9,1,20,5,0.00100508,ASV_00009,UK1
9,1,2333,6,1.62498e-4,ASV_00009,UK2
9,1,2529,7,1.34029e-4,ASV_00009,SE1
10,1,1195,1,3.29504e-4,ASV_00010,IT1
10,1,1289,2,3.11668e-4,ASV_00010,IT2
10,1,2846,3,4.65602e-5,ASV_00010,IT3
10,1,957,4,3.8076e-4,ASV_00010,FI1
10,1,256,5,7.20802e-4,ASV_00010,UK1
10,1,2164,6,1.85615e-4,ASV_00010,UK2
10,1,1145,7,3.40403e-4,ASV_00010,SE1
11,1,2245,1,1.74943e-4,ASV_00011,IT1
11,1,946,2,3.85488e-4,ASV_00011,IT2
11,1,2915,3,3.29511e-5,ASV_00011,IT3
11,1,719,4,4.53404e-4,ASV_00011,FI1
11,1,363,5,6.4455e-4,ASV_00011,UK1
11,1,2372,6,1.57335e-4,ASV_00011,UK2
11,1,1263,7,3.15486e-4,ASV_00011,SE1
12,1,1352,1,3.01623e-4,ASV_00012,IT1
12,1,2013,2,2.04269e-4,ASV_00012,IT2
