node_id,level1,leaf_id,layer_id,flow,node_name,layer_name
1,1,2263,1,1.70095e-4,ASV_00001,IT1
1,1,690,2,4.5701e-4,ASV_00001,IT2
1,1,2883,3,3.60927e-5,ASV_00001,IT3
1,1,433,5,5.95056e-4,ASV_00001,UK1
1,1,2542,6,1.28774e-4,ASV_00001,UK2
2,1,2680,1,1.03176e-4,ASV_00002,IT1
2,1,992,2,3.75329e-4,ASV_00002,IT2
2,1,2919,3,2.8333e-5,ASV_00002,IT3
2,1,520,4,5.33261e-4,ASV_00002,FI1
2,1,162,5,8.12461e-4,ASV_00002,UK1
2,1,2078,6,1.96858e-4,ASV_00002,UK2
2,1,2514,7,1.33281e-4,ASV_00002,SE1
3,1,1969,1,2.10099e-4,ASV_00003,IT1
3,1,941,2,3.88047e-4,ASV_00003,IT2
3,1,2885,3,3.5588e-5,ASV_00003,IT3
3,1,875,4,4.05545e-4,ASV_00003,FI1
3,1,122,5,8.52043e-4,ASV_00003,UK1
3,1,2196,6,1.78764e-4,ASV_00003,UK2
3,1,1912,7,2.17301e-4,ASV_00003,SE1
4,1,1282,1,3.13765e-4,ASV_00004,IT1
4,1,1076,2,3.54745e-4,ASV_00004,IT2
4,1,2960,3,2.01548e-5,ASV_00004,IT3
4,1,1182,4,3.32639e-4,ASV_00004,FI1
4,1,42,5,9.7401e-4,ASV_00004,UK1
4,1,1805,6,2.30689e-4,ASV_00004,UK2
4,1,1459,7,2.82334e-4,ASV_00004,SE1
5,1,1826,1,2.2782e-4,ASV_00005,IT1
5,1,1641,2,2.55519e-4,ASV_00005,IT2
5,1,2946,3,2.40222e-5,ASV_00005,IT3
5,1,2546,4,1.28141e-4,ASV_00005,FI1
5,1,15,5,0.00102325,ASV_00005,UK1
5,1,2153,6,1.85203e-4,ASV_00005,UK2
5,1,1086,7,3.52281e-4,ASV_00005,SE1
6,1,1340,1,3.04746e-4,ASV_00006,IT1
6,1,1434,2,2.86153e-4,ASV_00006,IT2
6,1,2943,3,2.46701e-5,ASV_00006,IT3
6,1,2357,4,1.55573e-4,ASV_00006,FI1
6,1,287,5,6.86905e-4,ASV_00006,UK1
6,1,2265,6,1.69941e-4,ASV_00006,UK2
6,1,871,7,4.06647e-4,ASV_00006,SE1
7,1,1229,1,3.24057e-4,ASV_00007,IT1
7,1,2172,2,1.81432e-4,ASV_00007,IT2
7,1,2992,3,9.86694e-6,ASV_00007,IT3
7,1,747,4,4.4089e-4,ASV_00007,FI1
7,1,77,5,9.08875e-4,ASV_00007,UK1
7,1,2299,6,1.65175e-4,ASV_00007,UK2
7,1,1467,7,2.80994e-4,ASV_00007,SE1
8,1,2257,1,1.71314e-4,ASV_00008,IT1
8,1,1280,2,3.14109e-4,ASV_00008,IT2
8,1,2879,3,3.7261e-5,ASV_00008,IT3
8,1,1160,4,3.36177e-4,ASV_00008,FI1
8,1,778,5,4.31763e-4,ASV_00008,UK1
8,1,1845,6,2.25319e-4,ASV_00008,UK2
8,1,1137,7,3.4029e-4,ASV_00008,SE1
9,1,1630,1,2.56768e-4,ASV_00009,IT1
9,1,802,2,4.25665e-4,ASV_00009,IT2
9,1,2927,3,2.74526e-5,ASV_00009,IT3
9,1,530,4,5.25866e-4,ASV_00009,FI1
9,1,401,5,6.15582e-4,ASV_00009,UK1
9,1,2458,6,1.4208e-4,ASV_00009,UK2
9,1,2527,7,1.31525e-4,ASV_00009,SE1
10,1,1450,1,2.8365e-4,ASV_00010,IT1
10,1,824,2,4.19458e-4,ASV_00010,IT2
10,1,2809,3,5.41861e-5,ASV_00010,IT3
10,1,1372,4,2.95667e-4,ASV_00010,FI1
10,1,363,5,6.37885e-4,ASV_00010,UK1
10,1,2224,6,1.74929e-4,ASV_00010,UK2
10,1,2696,7,9.8381e-5,ASV_00010,SE1
11,1,2302,1,1.64686e-4,ASV_00011,IT1
11,1,707,2,4.51001e-4,ASV_00011,IT2
11,1,2975,3,1.64497e-5,ASV_00011,IT3
11,1,658,4,4.66673e-4,ASV_00011,FI1
11,1,615,5,4.83823e-4,ASV_00011,UK1
11,1,2286,6,1.66505e-4,ASV_00011,UK2
11,1,730,7,4.44874e-4,ASV_00011,SE1
12,1,2708,1,9.59404e-5,ASV_00012,IT1
12,1,1796,2,2.3262e-4,ASV_00012,IT2
12,1,1305,4,3.09535e-4,ASV_00012,FI1
12,1,666,5,4.64404e-4,ASV_00012,UK1
12,1,2200,6,1.7832e-4,ASV_00012,UK2
12,1,700,7,4.54868e-4,ASV_00012,SE1
13,1,2576,1,1.2262e-4,ASV_00013,IT1
13,1,892,2,4.00063e-4,ASV_00013,IT2
13,1,2901,3,3.1749e-5,ASV_00013,IT3
13,1,1148,4,3.38642e-4,ASV_00013,FI1
13,1,62,5,9.35195e-4,ASV_00013,UK1
13,1,1079,6,3.54592e-4,ASV_00013,UK2
13,1,1984,7,2.09104e-4,ASV_00013,SE1
14,1,1583,1,2.63281e-4,ASV_00014,IT1
14,1,1053,2,3.5934e-4,ASV_00014,IT2
14,1,2931,3,2.70727e-5,ASV_00014,IT3
14,1,581,4,5.05116e-4,ASV_00014,FI1
14,1,360,5,6.40422e-4,ASV_00014,UK1
14,1,2179,6,1.8054e-4,ASV_00014,UK2
14,1,1834,7,2.26502e-4,ASV_00014,SE1
15,1,1325,1,3.06572e-4,ASV_00015,IT1
15,1,1602,2,2.60779e-4,ASV_00015,IT2
15,1,2766,3,7.46237e-5,ASV_00015,IT3
15,1,1538,4,2.70535e-4,ASV_00015,FI1
15,1,10,5,0.00104335,ASV_00015,UK1
15,1,1722,6,2.43768e-4,ASV_00015,UK2
15,1,915,7,3.93707e-4,ASV_00015,SE1
16,1,639,2,4.74969e-4,ASV_00016,IT2
16,1,2857,3,4.1092e-5,ASV_00016,IT3
16,1,1139,4,3.39749e-4,ASV_00016,FI1
16,1,225,5,7.47147e-4,ASV_00016,UK1
16,1,2416,6,1.48583e-4,ASV_00016,UK2
16,1,687,7,4.57062e-4,ASV_00016,SE1
17,1,2136,1,1.87168e-4,ASV_00017,IT1
17,1,1030,2,3.6522e-4,ASV_00017,IT2
17,1,2959,3,2.09958e-5,ASV_00017,IT3
17,1,181,5,7.9171e-4,ASV_00017,UK1
17,1,2434,6,1.45255e-4,ASV_00017,UK2
18,1,1504,1,2.75426e-4,ASV_00018,IT1
18,1,1702,2,2.46532e-4,ASV_00018,IT2
18,1,2944,3,2.4401e-5,ASV_00018,IT3
18,1,729,4,4.44916e-4,ASV_00018,FI1
18,1,24,5,9.98653e-4,ASV_00018,UK1
18,1,2067,6,1.98461e-4,ASV_00018,UK2
18,1,825,7,4.1912e-4,ASV_00018,SE1
19,1,2018,1,2.04362e-4,ASV_00019,IT1
19,1,2134,2,1.87535e-4,ASV_00019,IT2
19,1,2998,3,5.82246e-6,ASV_00019,IT3
19,1,932,4,3.89481e-4,ASV_00019,FI1
