taxa_from,PF_T,PF_T_sd,num_layers,taxa,run
Actinobacteria,0.39426719336672367,0.2863916290887104,6,Class,197
Alphaproteobacteria,0.3223771942910999,0.2992368582240309,6,Class,197
Bacilli,0.3860813000316495,0.30194366348602897,7,Class,197
Bacteroidia,0.5219743094106714,0.3072689979941064,7,Class,197
Clostridia,0.4648029866392941,0.29931190746696634,7,Class,197
Coriobacteriia,0.4968348129550148,0.24927813628202547,6,Class,197
Desulfovibrionia,0.5349503135785635,0.2015710565491044,6,Class,197
Fibrobacteria,0.44849517409513107,0.27705444432134113,7,Class,197
Gammaproteobacteria,0.525480878949341,0.27075506531820825,7,Class,197
Gracilibacteria,0.43320884770449547,0.2600499138160243,7,Class,197
Kiritimatiellae,0.5305250484074866,0.3384578403703825,7,Class,197
Lentisphaeria,0.4620515421148889,0.2846262298557799,7,Class,197
MVP-15,0.5643564356435644,NA,2,Class,197
Methanobacteria,0.4650495412183336,0.2696200702560338,7,Class,197
Negativicutes,0.49295420996466704,0.3050342182178598,7,Class,197
Spirochaetia,0.45711432474939295,0.26441163661395223,7,Class,197
Thermoplasmata,0.2192393736017897,NA,2,Class,197
Absconditabacteriales_(SR1),0.4251118930656316,0.25407346496523814,7,Order,197
Acetobacterales,0.37115051508522,0.3084007844612301,4,Order,197
Acholeplasmatales,0.3881185550289034,0.2853342067998598,7,Order,197
Acidaminococcales,0.4686088801660448,0.2828599784657787,7,Order,197
Aeromonadales,0.4902839544461768,0.25223861225194844,7,Order,197
Bacteroidales,0.5181668830540891,0.3039756122949058,7,Order,197
Bifidobacteriales,0.38652412412444775,0.2809948099909113,6,Order,197
Burkholderiales,0.5100671140939597,NA,2,Order,197
Christensenellales,0.43293282137736466,0.2817621355375322,7,Order,197
Clostridia_UCG-014,0.45182290073880776,0.2990438715243791,7,Order,197
Clostridia_or,0.44215362015633464,0.2790357048545931,7,Order,197
Coriobacteriales,0.4901729020320995,0.24290245080076164,6,Order,197
Desulfovibrionales,0.5287699519059651,0.19889399665273996,6,Order,197
Eubacteriales,0.641025641025641,NA,2,Order,197
Fibrobacterales,0.44360777848664507,0.27354339720009263,7,Order,197
Lachnospirales,0.4741160781991226,0.30274475021964387,7,Order,197
Lactobacillales,0.5532850055167889,0.16004695780030706,3,Order,197
Methanobacteriales,0.4609517684698859,0.2664607833121443,7,Order,197
Methanomassiliicoccales,0.2222222222222222,NA,2,Order,197
Oligosphaerales,0.7573700172051883,0.09462115960289331,4,Order,197
Oscillospirales,0.46673433455753427,0.30049115632747625,7,Order,197
Peptostreptococcales-Tissierellales,0.5178637291206322,0.21319961506617088,6,Order,197
Rhodospirillales,0.34593548604530266,0.2875894119490131,4,Order,197
Spirochaetales,0.45294823994258826,0.2590702387241771,7,Order,197
Veillonellales-Selenomonadales,0.47419208735410295,0.3028930965839729,7,Order,197
Victivallales,0.49384514423471815,0.24744513944546787,7,Order,197
WCHB1-41,0.5257276985778048,0.3340745493714219,7,Order,197
Acetobacteraceae,0.35969873070669606,0.2792090470552625,4,Family,197
Acholeplasmataceae,0.37924666363523485,0.27977790365525534,7,Family,197
Acidaminococcaceae,0.45940734217982887,0.27268556719815057,7,Family,197
Anaerovoracaceae,0.5117451027847912,0.2026505068440831,6,Family,197
Atopobiaceae,0.5382298746229895,0.17991497238725265,6,Family,197
