node_id,module,layer_id,flow,node_name,layer_name
1,1,1,1.29731e-4,ASV_00001,IT1
1,1,2,4.86925e-4,ASV_00001,IT2
1,1,3,1.46568e-5,ASV_00001,IT3
1,1,5,6.61404e-4,ASV_00001,UK1
1,1,6,9.81044e-5,ASV_00001,UK2
2,1,1,3.12444e-4,ASV_00002,IT1
2,1,2,3.86065e-4,ASV_00002,IT2
2,1,3,1.62288e-5,ASV_00002,IT3
2,1,4,4.89236e-4,ASV_00002,FI1
2,1,5,7.32425e-4,ASV_00002,UK1
2,1,6,1.5131e-4,ASV_00002,UK2
2,1,7,1.18627e-4,ASV_00002,SE1
3,1,1,4.36045e-4,ASV_00003,IT1
3,1,2,3.30813e-4,ASV_00003,IT2
3,1,3,4.892e-5,ASV_00003,IT3
3,1,4,4.49624e-4,ASV_00003,FI1
3,1,5,7.5272e-4,ASV_00003,UK1
3,1,6,2.01231e-4,ASV_00003,UK2
3,1,7,4.87284e-4,ASV_00003,SE1
4,1,1,2.69223e-4,ASV_00004,IT1
4,1,2,3.90035e-4,ASV_00004,IT2
4,1,3,5.24905e-5,ASV_00004,IT3
4,1,4,2.41819e-4,ASV_00004,FI1
4,1,5,6.00621e-4,ASV_00004,UK1
4,1,6,1.77908e-4,ASV_00004,UK2
4,1,7,3.77601e-4,ASV_00004,SE1
5,1,1,2.32358e-4,ASV_00005,IT1
5,1,2,4.32281e-4,ASV_00005,IT2
5,1,3,3.84382e-5,ASV_00005,IT3
5,1,4,4.64347e-4,ASV_00005,FI1
5,1,5,3.92547e-4,ASV_00005,UK1
5,1,6,8.22913e-5,ASV_00005,UK2
5,1,7,2.31659e-4,ASV_00005,SE1
6,1,1,2.76638e-4,ASV_00006,IT1
6,1,2,3.77276e-4,ASV_00006,IT2
6,1,3,8.77893e-5,ASV_00006,IT3
6,1,4,4.63078e-4,ASV_00006,FI1
6,1,5,9.06289e-4,ASV_00006,UK1
6,1,6,1.74271e-4,ASV_00006,UK2
6,1,7,4.48848e-4,ASV_00006,SE1
7,1,1,3.24032e-4,ASV_00007,IT1
7,1,2,4.33254e-4,ASV_00007,IT2
7,1,3,1.78592e-5,ASV_00007,IT3
7,1,4,4.87951e-4,ASV_00007,FI1
7,1,5,6.79588e-4,ASV_00007,UK1
7,1,6,1.45018e-4,ASV_00007,UK2
7,1,7,3.17585e-4,ASV_00007,SE1
8,1,1,2.75408e-4,ASV_00008,IT1
8,1,2,4.68642e-4,ASV_00008,IT2
8,1,3,9.87445e-5,ASV_00008,IT3
8,1,4,2.86086e-4,ASV_00008,FI1
8,1,5,7.22998e-4,ASV_00008,UK1
8,1,6,1.71317e-4,ASV_00008,UK2
8,1,7,4.87603e-4,ASV_00008,SE1
9,1,1,3.47369e-4,ASV_00009,IT1
9,1,2,3.60463e-4,ASV_00009,IT2
9,1,3,2.4911e-5,ASV_00009,IT3
9,1,4,3.03738e-4,ASV_00009,FI1
9,1,5,8.25547e-4,ASV_00009,UK1
9,1,6,1.42782e-4,ASV_00009,UK2
9,1,7,3.03927e-4,ASV_00009,SE1
10,1,1,2.05743e-4,ASV_00010,IT1
