from,PF_U,PF_U_sd,num_layers,unifrec_type,run
ASV_00001,0.45162474475895686,0.28957537406270434,5,d_1,317
ASV_00001,0.7197836949797628,0.20025988957073484,5,d_UW,317
ASV_00001,0.7903476826369653,0.16230534542908087,5,d_0,317
ASV_00001,0.6133745659825803,0.2531894759130216,5,d_0.5,317
ASV_00002,0.285420798416282,0.11195289484521682,7,d_1,317
ASV_00002,0.6459349999965746,0.10155379813920558,7,d_UW,317
ASV_00002,0.7422957505131133,0.0941154640221699,7,d_0,317
ASV_00002,0.5005368605767332,0.10569651662228281,7,d_0.5,317
ASV_00003,0.39546800683779004,0.19707502589963835,7,d_1,317
ASV_00003,0.6995909207628183,0.1269114741377103,7,d_UW,317
ASV_00003,0.7824036882571506,0.10603101373790363,7,d_0,317
ASV_00003,0.5879094785421914,0.16687454321006343,7,d_0.5,317
ASV_00004,0.312170458364176,0.1201280835374625,7,d_1,317
ASV_00004,0.6274623980136359,0.11251187379415707,7,d_UW,317
ASV_00004,0.7250168340337946,0.10499181278122846,7,d_0,317
ASV_00004,0.501625010264109,0.12138593944083693,7,d_0.5,317
ASV_00005,0.37244020357300833,0.24045154339974154,7,d_1,317
ASV_00005,0.6800917533832624,0.16757805022927783,7,d_UW,317
ASV_00005,0.7636143858780438,0.13887394249490076,7,d_0,317
ASV_00005,0.5610821037281961,0.21539669723232685,7,d_0.5,317
ASV_00006,0.2908353660935427,0.0938613372538406,7,d_1,317
ASV_00006,0.6132831372025532,0.12421402794691214,7,d_UW,317
ASV_00006,0.7160786473624103,0.10002978029116591,7,d_0,317
ASV_00006,0.4905064982653053,0.10305299432376971,7,d_0.5,317
ASV_00007,0.3548969141224564,0.21663739651632966,7,d_1,317
ASV_00007,0.6329604038627464,0.1412511977664122,7,d_UW,317
ASV_00007,0.7368540590319368,0.1345889106101093,7,d_0,317
ASV_00007,0.5317376247349015,0.18832160710825468,7,d_0.5,317
ASV_00008,0.2882738041247315,0.09641627447929943,7,d_1,317
ASV_00008,0.642548973651487,0.1439197051890896,7,d_UW,317
ASV_00008,0.7332139004838949,0.11383427251828021,7,d_0,317
ASV_00008,0.49187672878228583,0.11616925211471923,7,d_0.5,317
ASV_00009,0.24840120612561242,0.07792742091810968,7,d_1,317
ASV_00009,0.6318204374186198,0.10605645961241866,7,d_UW,317
ASV_00009,0.7181682795979578,0.09275266086992204,7,d_0,317
ASV_00009,0.4687993546167341,0.09687845832571786,7,d_0.5,317
ASV_00010,0.24792420867194548,0.08586791505441131,7,d_1,317
ASV_00010,0.6135897177385228,0.11980047743969076,7,d_UW,317
ASV_00010,0.7027230095433264,0.1066558748864118,7,d_0,317
ASV_00010,0.45505988418284143,0.10595476448996294,7,d_0.5,317
ASV_00011,0.32656100071023725,0.09549964199115125,7,d_1,317
ASV_00011,0.6203096259474328,0.09120025172789721,7,d_UW,317
ASV_00011,0.7289300147047615,0.08335165823814814,7,d_0,317
ASV_00011,0.5127444773869676,0.0900730840663664,7,d_0.5,317
ASV_00012,0.2733381031348823,0.062054476507437874,6,d_1,317
ASV_00012,0.5531152729692607,0.03792582745604289,6,d_UW,317
ASV_00012,0.666373344906719,0.04377100700001735,6,d_0,317
